mapping_id,role_id,skill_id,importance_weight,required_level,is_mandatory,experience_required_years,recency_required_years,certification_required,priority_rank
4036,10823,16052,0.48,Advanced,Yes,6,5,Yes,10
4037,27505,37011,0.28,Basic,No,9,3,Yes,1
4038,26734,25796,0.07,Advanced,No,9,5,No,9
4039,49541,48801,0.47,Basic,Yes,3,1,Yes,2
4040,46831,18068,0.18,Intermediate,Yes,0,1,No,1
4041,11910,37271,0.15,Advanced,No,5,5,No,1
4042,1500,34598,0.92,Advanced,Yes,10,5,Yes,1
4043,12285,14207,0.95,Advanced,No,8,4,Yes,10
4044,14042,15764,0.77,Basic,Yes,6,2,Yes,8
4045,62,41579,0.59,Basic,No,0,5,No,2
4046,772,24765,0.73,Intermediate,No,4,2,Yes,9
4047,23327,38345,0.65,Basic,No,2,2,Yes,7
4048,45183,4233,0.44,Intermediate,No,5,3,No,5
4049,31161,37264,0.52,Basic,No,10,5,No,2
4050,46445,36804,0.3,Intermediate,No,5,1,Yes,5
4051,12046,36889,0.45,Basic,Yes,5,4,Yes,6
4052,46092,21570,0.73,Basic,No,3,3,Yes,2
4053,45410,10985,0.18,Basic,Yes,4,1,Yes,8
4054,40246,4062,0.89,Advanced,Yes,3,3,No,3
4055,36499,35275,0.14,Intermediate,Yes,9,5,Yes,1
4056,46612,35713,0.31,Advanced,Yes,5,5,No,5
4057,3976,3386,0.08,Intermediate,Yes,8,4,No,8
4058,42459,31512,0.97,Advanced,No,6,1,Yes,6
4059,47585,9685,0.98,Intermediate,No,9,1,Yes,2
4060,5806,17766,0.21,Intermediate,No,9,3,Yes,3
4061,41221,24772,0.11,Advanced,Yes,7,2,No,1
4062,36834,36789,0.41,Advanced,No,8,2,Yes,1
4063,26448,18881,0.94,Advanced,Yes,4,3,Yes,5
4064,8027,12551,0.12,Advanced,Yes,4,3,No,8
4065,3374,43196,0.93,Advanced,No,6,1,No,9
4066,39264,42277,0.18,Basic,No,6,2,Yes,7
4067,4208,28743,0.01,Basic,Yes,6,1,Yes,8
4068,10995,43481,0.84,Intermediate,Yes,9,3,No,1
4069,46135,10375,0.24,Basic,No,5,4,Yes,8
4070,7529,42550,0.23,Advanced,No,4,3,Yes,5
4071,34325,33270,0.08,Basic,No,1,1,No,2
4072,37670,47104,0.29,Intermediate,No,3,2,No,3
4073,13230,20603,0.13,Intermediate,No,7,3,No,4
4074,40132,32676,0.92,Basic,Yes,3,5,Yes,2
4075,43689,25152,0.18,Advanced,No,1,4,Yes,4
4076,15009,5261,0.98,Intermediate,Yes,8,1,No,2
4077,16967,42945,0.19,Intermediate,No,10,2,Yes,6
4078,49000,45372,0.72,Advanced,Yes,3,2,Yes,10
4079,10015,40109,0.85,Basic,No,3,1,No,3
4080,28022,47671,0.64,Advanced,No,9,4,Yes,1
4081,1272,23337,0.9,Basic,Yes,5,4,Yes,5
4082,1674,14299,0.56,Advanced,Yes,7,4,No,2
4083,41956,15998,0.52,Advanced,Yes,7,2,Yes,8
4084,41800,47105,0.75,Basic,No,1,4,Yes,2
4085,18299,15238,0.66,Advanced,Yes,2,1,No,1
4086,20905,32519,0.94,Intermediate,Yes,7,2,No,9
4087,12491,14272,0.35,Advanced,Yes,3,5,Yes,4
4088,5147,43235,0.42,Advanced,Yes,6,5,Yes,4
4089,31831,42022,0.26,Intermediate,No,3,3,Yes,3
4090,9257,28710,0.11,Basic,No,1,2,No,7
4091,44774,37181,0.1,Advanced,Yes,6,2,No,3
4092,35162,37647,0.34,Intermediate,Yes,1,5,No,4
4093,8567,22029,0.82,Intermediate,Yes,7,2,Yes,1
4094,37550,41883,0.07,Advanced,Yes,8,2,Yes,1
4095,49125,26888,0.87,Advanced,Yes,6,5,Yes,8
4096,19197,11341,0.89,Basic,Yes,5,2,Yes,2
4097,26916,13545,0.51,Intermediate,Yes,1,4,Yes,7
4098,21635,6877,0.4,Basic,Yes,0,3,Yes,7
4099,16390,41695,0.05,Advanced,Yes,2,5,Yes,7
4100,46732,25174,0.31,Advanced,Yes,2,3,Yes,10
4101,22830,42978,0.76,Advanced,Yes,2,1,Yes,2
4102,5070,33236,0.9,Advanced,Yes,3,5,Yes,10
4103,39266,360,0.21,Advanced,No,8,1,No,10
4104,34363,7705,0.93,Basic,No,9,4,Yes,5
4105,27771,35947,0.59,Advanced,Yes,10,1,Yes,7
4106,30395,11580,0.52,Basic,Yes,4,3,Yes,8
4107,1047,17278,0.66,Advanced,Yes,2,5,Yes,5
4108,21877,31424,0.15,Intermediate,No,5,2,No,4
4109,19053,14892,0.96,Intermediate,Yes,5,3,No,9
4110,9858,45498,0.6,Advanced,No,2,4,Yes,7
4111,38103,1858,0.29,Advanced,Yes,1,1,Yes,8
4112,33995,33635,0.67,Basic,No,3,2,Yes,2
4113,30262,18308,1.0,Advanced,Yes,6,3,Yes,6
4114,11086,33656,0.36,Intermediate,No,10,2,No,4
4115,40805,23572,0.67,Intermediate,No,7,4,No,2
4116,6614,25696,0.92,Advanced,No,10,4,No,1
4117,46011,430,0.16,Advanced,No,8,1,Yes,4
4118,49865,474,0.4,Intermediate,No,3,1,Yes,6
4119,26482,8121,0.78,Basic,No,3,3,Yes,10
4120,44910,27002,0.24,Basic,Yes,8,4,Yes,8
4121,20786,9287,0.33,Basic,No,9,4,Yes,1
4122,48902,19132,0.26,Basic,Yes,7,1,No,3
4123,7679,43248,0.17,Basic,No,4,4,No,4
4124,39152,38943,0.23,Basic,Yes,3,2,No,1
4125,7119,19769,0.02,Basic,No,10,1,No,3
4126,25722,21437,0.25,Intermediate,No,4,5,No,2
4127,19110,15006,1.0,Advanced,Yes,2,4,Yes,4
4128,13882,1395,0.45,Advanced,Yes,1,1,No,6
4129,46179,37292,0.91,Advanced,No,6,3,No,6
4130,9291,24558,0.39,Intermediate,Yes,5,2,No,7
4131,31637,1327,0.72,Basic,Yes,2,4,No,2
4132,19453,5054,0.67,Advanced,Yes,0,3,Yes,4
4133,15638,25779,0.14,Advanced,No,2,5,Yes,2
4134,30777,4350,0.49,Intermediate,Yes,0,4,No,5
4135,27516,38694,0.9,Basic,Yes,2,3,Yes,9
4136,15005,22628,0.14,Basic,Yes,7,2,Yes,6
4137,15618,49442,0.02,Basic,No,0,4,No,9
4138,34441,15362,0.12,Basic,Yes,5,3,Yes,2
4139,23967,13111,0.81,Advanced,Yes,4,5,No,6
4140,16038,40455,0.07,Intermediate,Yes,0,3,Yes,3
4141,44465,18149,0.1,Basic,No,9,3,Yes,4
4142,43093,49054,0.29,Intermediate,Yes,7,1,No,3
4143,24253,38612,0.35,Advanced,Yes,10,3,No,3
4144,31879,30213,0.1,Intermediate,No,1,3,No,1
4145,41435,9858,0.36,Advanced,No,4,2,No,9
4146,24823,1838,0.28,Intermediate,Yes,0,2,No,1
4147,48861,20877,0.63,Basic,Yes,0,2,No,5
4148,19178,41750,0.61,Basic,No,5,4,Yes,5
4149,4421,34555,0.01,Basic,Yes,4,4,No,10
4150,44412,23826,0.18,Intermediate,Yes,3,5,Yes,6
4151,43062,17844,0.75,Intermediate,No,0,4,Yes,3
4152,40705,20744,0.85,Intermediate,No,5,1,Yes,8
4153,18997,24162,0.4,Advanced,No,3,1,No,4
4154,28904,39583,0.54,Basic,No,1,5,No,9
4155,17149,25711,0.82,Advanced,No,4,4,No,2
4156,27630,49826,0.07,Basic,No,10,2,Yes,9
4157,5478,5994,0.92,Basic,No,9,2,Yes,4
4158,3112,48262,0.7,Intermediate,Yes,7,3,No,9
4159,45884,28579,0.41,Basic,No,5,4,No,4
4160,12304,19471,0.69,Intermediate,Yes,1,2,No,5
4161,39484,18338,0.67,Basic,Yes,4,3,No,3
4162,40296,15434,0.75,Advanced,Yes,3,3,No,5
4163,47604,21338,0.36,Advanced,Yes,5,5,Yes,6
4164,7332,12650,0.75,Basic,Yes,6,2,Yes,8
4165,18967,46855,0.12,Basic,Yes,4,5,Yes,7
4166,31832,28007,0.28,Intermediate,No,0,3,No,2
4167,39526,6772,0.85,Basic,No,0,1,No,3
4168,10196,20733,0.34,Intermediate,Yes,2,3,Yes,2
4169,22112,28232,0.07,Advanced,Yes,1,2,No,5
4170,27093,642,0.07,Advanced,Yes,2,5,No,2
4171,48633,43063,0.37,Basic,Yes,9,5,No,2
4172,2046,44332,0.95,Basic,No,9,3,No,10
4173,42622,45647,0.38,Advanced,Yes,9,1,No,9
4174,9138,4076,0.62,Basic,Yes,3,3,No,8
4175,45480,48931,0.44,Basic,No,2,1,No,7
4176,15608,18534,0.15,Basic,No,4,5,Yes,3
4177,11506,9429,0.05,Basic,Yes,3,2,No,9
4178,21644,45905,0.24,Advanced,No,8,1,No,4
4179,43955,89,0.19,Basic,No,6,3,Yes,2
4180,20406,13851,0.75,Intermediate,No,5,5,Yes,9
4181,11039,11227,0.67,Advanced,Yes,7,1,No,10
4182,49462,39062,0.65,Advanced,Yes,2,2,No,2
4183,16129,43875,0.38,Intermediate,Yes,5,2,Yes,8
4184,13892,39080,0.58,Advanced,No,1,3,Yes,9
4185,33066,18606,0.77,Basic,No,7,5,Yes,3
4186,34466,39917,0.14,Intermediate,No,9,1,No,3
4187,8345,1012,0.82,Advanced,Yes,3,1,Yes,4
4188,37130,43139,0.4,Advanced,Yes,8,5,Yes,2
4189,31326,33403,0.01,Advanced,No,0,3,Yes,2
4190,44975,46962,0.87,Intermediate,Yes,0,2,Yes,4
4191,38006,37464,0.96,Basic,No,1,4,No,6
4192,49778,12740,0.45,Intermediate,No,6,5,No,8
4193,31409,3957,0.96,Basic,No,9,3,Yes,4
4194,19595,20141,0.17,Basic,No,10,3,No,7
4195,46184,43967,0.44,Basic,No,1,2,Yes,1
4196,38008,24961,0.11,Intermediate,Yes,9,3,No,5
4197,30550,8362,0.02,Advanced,No,0,5,No,1
4198,5152,23739,0.05,Advanced,Yes,9,1,No,4
4199,12317,34846,0.52,Intermediate,Yes,3,2,No,1
4200,31569,743,0.25,Basic,No,3,1,No,8
4201,16532,31885,0.23,Advanced,Yes,1,2,No,7
4202,35910,45602,0.18,Intermediate,Yes,9,4,No,6
4203,8577,18163,0.44,Advanced,Yes,2,2,Yes,8
4204,722,11237,0.31,Basic,No,6,5,No,3
4205,44277,4092,0.6,Advanced,No,8,3,Yes,2
4206,17580,23035,0.24,Intermediate,Yes,7,1,No,2
4207,44200,25943,0.39,Intermediate,Yes,1,5,No,5
4208,34329,26931,0.38,Basic,No,8,1,No,1
4209,23657,48932,0.35,Intermediate,No,8,4,No,3
4210,10095,32596,0.88,Basic,No,2,3,Yes,3
4211,7700,14474,0.56,Basic,Yes,2,1,No,10
4212,571,25211,0.41,Advanced,No,2,5,No,9
4213,11684,23983,0.59,Basic,Yes,4,4,Yes,6
4214,13848,28864,0.15,Intermediate,No,7,5,No,5
4215,16205,47667,0.84,Advanced,Yes,1,1,No,4
4216,25358,1673,0.49,Intermediate,No,9,2,No,1
4217,15349,37653,0.19,Basic,Yes,5,2,No,1
4218,33379,156,0.74,Intermediate,No,1,4,Yes,9
4219,34312,4502,0.77,Basic,Yes,1,4,No,3
4220,31792,33172,0.33,Basic,No,4,5,Yes,2
4221,3374,48115,0.95,Advanced,No,3,3,No,4
4222,27196,3276,0.55,Advanced,No,6,4,No,4
4223,12321,41740,0.92,Basic,No,0,2,Yes,7
4224,28617,5686,0.74,Advanced,Yes,3,3,Yes,10
4225,49742,13689,0.28,Intermediate,No,2,1,Yes,2
4226,37927,12939,0.75,Advanced,Yes,1,5,Yes,8
4227,38549,33489,0.81,Intermediate,Yes,5,4,No,2
4228,44214,4530,0.66,Intermediate,No,7,3,No,8
4229,9293,14377,0.07,Basic,Yes,4,3,Yes,7
4230,12947,42841,0.59,Intermediate,Yes,1,3,Yes,6
4231,49447,5594,0.98,Advanced,No,8,5,Yes,7
4232,28185,48601,0.8,Intermediate,Yes,9,3,No,2
4233,36157,24769,0.16,Advanced,Yes,7,4,Yes,2
4234,13571,24479,0.46,Intermediate,No,2,4,Yes,6
4235,4690,13530,0.93,Intermediate,Yes,9,1,Yes,7
4236,43765,24754,0.23,Basic,Yes,5,4,No,10
4237,17007,17009,0.86,Advanced,No,10,2,Yes,10
4238,49746,33450,0.59,Intermediate,Yes,8,5,Yes,2
4239,39508,16831,0.24,Intermediate,No,0,3,Yes,8
4240,37141,18542,0.32,Intermediate,Yes,3,1,Yes,6
4241,20469,39407,0.15,Basic,Yes,1,1,No,7
4242,36080,17674,0.0,Advanced,Yes,0,1,Yes,2
4243,35466,5478,0.15,Advanced,No,4,4,No,9
4244,43622,14227,0.54,Basic,Yes,5,2,No,6
4245,16111,37376,0.53,Intermediate,Yes,3,1,Yes,9
4246,20898,31463,0.01,Basic,No,1,2,No,4
4247,4015,13131,0.36,Advanced,Yes,10,2,Yes,10
4248,34818,42226,0.51,Advanced,Yes,10,3,No,7
4249,25452,18218,0.62,Intermediate,No,5,5,No,8
4250,28101,19127,0.28,Basic,No,10,1,Yes,1
4251,46727,10976,0.12,Basic,Yes,5,4,Yes,8
4252,13195,1783,0.83,Basic,No,0,4,Yes,2
4253,29828,6363,0.1,Intermediate,No,6,3,Yes,1
4254,17774,40055,0.1,Intermediate,No,0,5,Yes,2
4255,21297,44668,0.1,Basic,No,9,3,No,9
4256,14485,23323,0.64,Intermediate,Yes,6,5,Yes,4
4257,5630,32936,0.19,Intermediate,Yes,3,3,No,4
4258,27868,18294,0.29,Basic,No,3,4,No,6
4259,16733,26167,0.72,Basic,No,0,3,Yes,10
4260,19108,36324,0.76,Intermediate,Yes,8,2,Yes,10
4261,11880,20970,0.77,Basic,Yes,0,4,No,6
4262,47550,40482,0.85,Advanced,Yes,2,2,Yes,1
4263,41791,42644,0.39,Advanced,Yes,2,2,Yes,1
4264,30757,31242,0.46,Advanced,No,2,4,No,3
4265,971,42226,0.85,Basic,Yes,1,3,Yes,5
4266,22284,31796,0.15,Basic,No,2,4,No,8
4267,20507,1488,0.06,Intermediate,No,9,2,No,10
4268,48543,35615,0.7,Basic,No,10,2,No,3
4269,14557,21201,0.6,Basic,Yes,3,5,Yes,2
4270,19906,27937,0.93,Basic,Yes,3,1,Yes,1
4271,31049,7608,0.93,Basic,No,0,1,Yes,3
4272,30547,5058,0.71,Advanced,Yes,2,3,Yes,9
4273,44725,13251,0.29,Intermediate,Yes,4,2,No,6
4274,41085,30018,0.53,Basic,Yes,2,3,No,8
4275,34845,27443,0.4,Advanced,No,4,3,Yes,4
4276,32077,41535,0.22,Intermediate,Yes,1,1,No,2
4277,16832,46938,0.82,Basic,No,6,3,No,3
4278,8965,37447,0.9,Basic,No,3,2,No,5
4279,25188,8718,0.13,Intermediate,No,0,1,No,8
4280,3282,4849,0.15,Basic,Yes,0,2,No,8
4281,35605,30829,0.68,Intermediate,Yes,6,4,Yes,3
4282,18034,34205,0.89,Advanced,No,3,1,No,1
4283,34657,18415,0.85,Intermediate,Yes,2,1,Yes,5
4284,30290,20892,0.66,Intermediate,Yes,8,4,Yes,4
4285,1902,29322,0.28,Intermediate,Yes,5,3,Yes,1
4286,40401,28265,0.37,Advanced,No,5,1,Yes,9
4287,42955,7636,0.0,Basic,No,2,2,Yes,9
4288,16933,4520,0.77,Basic,No,6,3,Yes,9
4289,27281,2877,0.93,Intermediate,Yes,7,4,No,9
4290,30569,4604,0.19,Basic,Yes,0,5,No,8
4291,5910,19547,0.99,Advanced,No,10,5,No,4
4292,21433,37012,0.12,Advanced,No,6,3,No,9
4293,40488,12343,0.83,Intermediate,Yes,9,4,No,3
4294,3478,7253,0.86,Advanced,No,6,1,Yes,8
4295,19883,17308,0.32,Basic,No,3,2,Yes,10
4296,23985,10135,0.0,Basic,Yes,2,4,No,6
4297,12329,45296,0.12,Intermediate,No,10,5,No,4
4298,317,34319,0.34,Advanced,Yes,2,4,No,4
4299,17302,1177,0.59,Basic,Yes,6,5,Yes,2
4300,10784,42290,0.35,Intermediate,Yes,8,1,No,2
4301,25555,12255,0.46,Intermediate,No,8,3,No,5
4302,40761,47529,0.86,Basic,No,6,4,Yes,8
4303,49309,43911,0.37,Intermediate,No,1,2,No,3
4304,26074,42223,0.76,Advanced,No,0,2,No,6
4305,46437,46318,0.51,Advanced,Yes,1,5,No,8
4306,13446,41416,0.55,Advanced,Yes,2,4,No,8
4307,16560,36128,0.01,Intermediate,No,3,3,Yes,4
4308,39319,44626,0.08,Advanced,Yes,2,3,Yes,3
4309,4388,11441,0.97,Intermediate,No,5,1,No,1
4310,14338,39354,0.78,Basic,Yes,4,4,No,3
4311,37718,30159,0.25,Intermediate,Yes,8,4,Yes,2
4312,8125,19187,0.83,Advanced,Yes,10,3,Yes,3
4313,47540,7671,0.5,Intermediate,No,9,3,Yes,8
4314,33698,38576,0.35,Intermediate,No,4,5,No,10
4315,45473,42502,0.54,Intermediate,No,7,2,Yes,9
4316,46821,14494,0.87,Advanced,No,8,1,Yes,9
4317,37758,37341,0.08,Advanced,No,3,4,No,6
4318,3864,13075,0.17,Advanced,No,5,3,Yes,8
4319,5488,45033,0.92,Basic,Yes,0,1,Yes,1
4320,30090,8100,0.89,Basic,Yes,8,3,No,10
4321,11394,19223,0.64,Basic,No,3,4,Yes,9
4322,43686,9754,0.75,Advanced,No,4,4,No,10
4323,31146,21936,0.21,Intermediate,Yes,7,2,Yes,9
4324,44276,12526,0.27,Intermediate,Yes,5,4,Yes,1
4325,36317,5832,0.77,Advanced,Yes,6,4,No,8
4326,32733,30348,0.01,Basic,Yes,4,5,Yes,2
4327,18737,35567,0.26,Basic,Yes,6,1,No,2
4328,1233,11862,0.48,Advanced,No,10,1,No,5
4329,11061,39076,0.15,Basic,Yes,6,2,Yes,6
4330,31543,44525,0.45,Basic,Yes,10,2,Yes,10
4331,9221,6551,0.18,Intermediate,No,0,3,No,2
4332,5366,10320,0.83,Intermediate,No,7,4,No,4
4333,7386,28150,0.97,Basic,Yes,6,1,Yes,6
4334,26384,32077,0.86,Basic,Yes,3,4,No,8
4335,46338,37082,0.3,Advanced,No,5,1,No,3
4336,30386,21913,0.84,Basic,No,6,3,No,2
4337,26546,39721,0.8,Basic,No,10,5,No,7
4338,39236,40852,0.73,Intermediate,Yes,0,5,Yes,6
4339,20769,39882,0.12,Basic,No,5,4,No,4
4340,43888,6485,0.42,Intermediate,Yes,8,3,No,2
4341,40321,24726,0.05,Intermediate,No,3,1,Yes,10
4342,6882,18170,0.1,Basic,Yes,3,2,Yes,1
4343,44508,44842,0.9,Basic,No,0,3,Yes,9
4344,9773,7814,1.0,Advanced,No,0,2,No,9
4345,4394,14275,0.98,Intermediate,Yes,1,5,Yes,7
4346,26792,14121,0.67,Basic,No,4,3,Yes,2
4347,27176,17243,0.69,Basic,Yes,2,4,Yes,6
4348,34569,5337,0.38,Intermediate,Yes,8,1,No,7
4349,11995,44112,0.64,Advanced,No,5,4,Yes,9
4350,41793,34235,0.29,Basic,No,6,4,Yes,1
4351,7557,37266,0.33,Advanced,No,3,3,No,8
4352,14652,18058,0.28,Advanced,No,10,1,Yes,8
4353,22196,29109,0.1,Basic,No,9,3,No,9
4354,5462,34729,0.58,Advanced,Yes,9,4,Yes,9
4355,22951,35058,0.5,Basic,No,2,2,Yes,6
4356,18133,3869,0.98,Intermediate,Yes,9,2,Yes,4
4357,13298,13201,0.85,Advanced,No,10,2,No,10
4358,475,29660,0.61,Advanced,No,7,4,Yes,3
4359,33849,49973,0.09,Basic,Yes,8,5,No,6
4360,37090,6496,0.55,Advanced,Yes,8,1,No,6
4361,2207,48555,0.19,Advanced,Yes,0,3,No,2
4362,36396,39352,0.25,Advanced,No,5,3,Yes,6
4363,3888,49909,0.75,Basic,No,6,2,Yes,8
4364,27311,31739,0.98,Intermediate,Yes,5,5,No,3
4365,28306,43,0.32,Advanced,Yes,4,1,Yes,4
4366,48170,21999,0.47,Intermediate,Yes,6,3,No,3
4367,25827,34388,0.09,Advanced,No,6,1,Yes,4
4368,16480,5131,0.05,Basic,Yes,2,3,No,4
4369,17909,26636,0.08,Advanced,Yes,5,4,No,4
4370,9653,22473,0.08,Intermediate,Yes,7,5,Yes,1
4371,40906,48844,0.85,Advanced,No,0,5,Yes,8
4372,8921,1261,0.4,Intermediate,Yes,0,5,No,7
4373,48027,34680,0.95,Intermediate,No,1,4,No,4
4374,3160,7338,0.19,Advanced,Yes,5,1,No,1
4375,13878,40852,0.9,Basic,No,7,5,No,2
4376,45761,4488,0.28,Intermediate,No,0,3,No,3
4377,48378,49731,0.63,Intermediate,No,7,4,No,2
4378,35195,1735,0.33,Advanced,No,4,4,No,1
4379,43986,31726,0.37,Intermediate,No,1,2,Yes,10
4380,6938,37959,0.85,Basic,Yes,7,1,No,1
4381,20012,11988,0.96,Intermediate,No,2,4,Yes,7
4382,3057,3367,0.3,Intermediate,No,0,4,Yes,7
4383,6913,8647,0.15,Intermediate,No,10,3,No,1
4384,35178,32289,0.25,Intermediate,No,4,1,No,6
4385,38108,47853,0.86,Basic,No,1,2,No,1
4386,15563,8984,0.1,Advanced,Yes,2,4,No,4
4387,26158,40881,0.29,Advanced,No,8,4,Yes,2
4388,47525,41475,0.36,Intermediate,Yes,6,1,Yes,3
4389,21039,45948,0.69,Basic,Yes,0,5,Yes,3
4390,14189,36112,0.17,Intermediate,No,8,4,Yes,6
4391,3145,7405,0.0,Intermediate,No,4,5,No,4
4392,33665,45235,0.99,Basic,Yes,3,1,No,9
4393,24333,38699,0.21,Advanced,Yes,4,3,No,9
4394,48724,32637,0.26,Intermediate,No,4,5,No,10
4395,44186,1347,0.75,Intermediate,Yes,1,4,No,3
4396,45290,27256,0.2,Intermediate,No,1,1,Yes,3
4397,15630,4127,0.64,Advanced,No,1,1,No,6
4398,2171,20220,0.16,Basic,Yes,9,1,Yes,10
4399,5357,1875,0.98,Intermediate,Yes,7,2,No,6
4400,24271,39036,0.5,Intermediate,No,5,2,No,1
4401,16139,49218,0.65,Basic,No,10,3,Yes,10
4402,34909,14862,0.59,Intermediate,Yes,5,1,Yes,9
4403,38080,3704,0.76,Basic,Yes,1,5,No,4
4404,1223,2926,0.47,Advanced,Yes,2,1,Yes,5
4405,36911,30414,0.6,Advanced,No,6,3,Yes,9
4406,45374,25239,0.91,Intermediate,No,5,5,No,7
4407,13347,29100,0.11,Basic,No,6,4,Yes,7
4408,38733,16623,0.44,Intermediate,No,5,3,No,1
4409,39145,38373,0.38,Advanced,No,0,4,No,4
4410,17203,42010,0.7,Advanced,Yes,9,4,Yes,7
4411,24130,3774,0.24,Basic,No,9,2,No,8
4412,39012,3747,0.43,Advanced,No,0,2,Yes,2
4413,45515,41776,0.57,Basic,Yes,2,4,Yes,1
4414,40953,29569,0.91,Intermediate,Yes,2,3,No,1
4415,33177,31278,0.26,Advanced,Yes,10,1,No,2
4416,32047,21735,0.44,Basic,No,0,5,No,7
4417,34300,19053,0.42,Advanced,Yes,0,2,No,9
4418,27431,25396,0.19,Intermediate,No,2,5,No,4
4419,11434,44561,0.73,Advanced,Yes,7,4,No,4
4420,32279,41801,0.4,Intermediate,No,10,5,No,4
4421,32129,47380,0.5,Basic,No,2,2,No,7
4422,41007,49659,0.97,Basic,Yes,1,5,Yes,7
4423,48024,26427,0.87,Advanced,No,4,2,No,3
4424,15147,38918,0.85,Basic,No,9,3,No,9
4425,5376,27643,0.65,Basic,Yes,3,2,No,7
4426,44143,46787,0.85,Advanced,No,8,2,Yes,6
4427,4302,27163,0.99,Advanced,No,10,5,Yes,3
4428,46809,46237,0.53,Advanced,Yes,2,4,No,2
4429,17050,41332,0.33,Basic,Yes,10,3,No,2
4430,25790,19067,1.0,Advanced,Yes,6,3,Yes,2
4431,30658,7138,0.15,Basic,No,10,2,Yes,3
4432,6371,37602,0.24,Advanced,No,3,1,Yes,8
4433,43361,1455,0.77,Intermediate,Yes,0,5,Yes,5
4434,33437,10794,0.18,Basic,Yes,0,4,Yes,2
4435,11907,41414,0.99,Intermediate,Yes,10,2,Yes,8
4436,8357,45885,0.23,Intermediate,Yes,8,5,Yes,3
4437,23424,2181,0.06,Intermediate,Yes,5,3,No,6
4438,14009,20163,0.36,Intermediate,Yes,1,2,Yes,9
4439,20474,49808,0.54,Intermediate,Yes,1,3,No,10
4440,22469,33442,0.63,Basic,No,9,5,Yes,4
4441,38401,24932,0.54,Intermediate,No,9,5,No,1
4442,12248,18848,0.64,Intermediate,No,4,1,Yes,5
4443,13928,35752,0.07,Basic,No,5,1,Yes,7
4444,30466,31791,0.7,Intermediate,No,4,5,Yes,7
4445,12682,7360,0.94,Intermediate,Yes,3,1,No,9
4446,15300,41034,0.11,Advanced,Yes,9,4,No,2
4447,38905,11096,0.33,Basic,No,0,1,Yes,6
4448,14248,13015,0.42,Basic,No,6,3,No,7
4449,29584,1038,0.73,Basic,No,6,4,Yes,3
4450,17258,48937,0.74,Advanced,Yes,9,2,Yes,1
4451,30381,24273,0.56,Intermediate,Yes,5,4,No,8
4452,27788,21214,0.55,Advanced,Yes,8,1,No,5
4453,18725,10708,0.53,Advanced,No,10,4,Yes,6
4454,23803,19017,0.22,Advanced,Yes,7,3,Yes,9
4455,47004,41005,0.61,Basic,No,0,4,No,1
4456,30071,18308,0.68,Advanced,No,2,2,No,9
4457,15702,6208,0.51,Intermediate,No,3,2,No,4
4458,5519,4842,0.7,Advanced,Yes,4,3,Yes,9
4459,13052,42728,0.7,Intermediate,Yes,5,4,Yes,3
4460,12516,11145,0.94,Advanced,Yes,6,4,Yes,10
4461,16044,4916,0.39,Intermediate,No,2,4,Yes,6
4462,5305,9388,0.17,Intermediate,Yes,8,5,No,4
4463,42680,30710,0.64,Advanced,Yes,7,5,No,9
4464,35349,27066,0.99,Advanced,No,3,5,Yes,8
4465,49061,14094,0.91,Intermediate,No,2,4,No,8
4466,25716,45238,0.89,Advanced,Yes,5,4,Yes,7
4467,158,24671,0.48,Intermediate,No,7,5,Yes,7
4468,21255,17987,0.74,Advanced,No,0,1,No,8
4469,15385,48716,0.24,Advanced,No,4,5,Yes,6
4470,25043,39622,0.85,Advanced,Yes,7,4,Yes,9
4471,10635,5822,0.47,Intermediate,Yes,3,1,No,7
4472,7339,22968,0.85,Advanced,No,4,3,Yes,9
4473,24261,41558,0.6,Intermediate,No,4,4,Yes,7
4474,9639,7041,0.98,Advanced,Yes,6,5,No,3
4475,41735,13571,0.14,Intermediate,Yes,3,2,No,4
4476,19271,27654,0.5,Intermediate,No,6,1,Yes,5
4477,26444,48898,0.82,Basic,Yes,9,1,No,10
4478,28847,34346,0.88,Advanced,Yes,4,4,No,9
4479,27909,44323,0.51,Basic,No,5,2,Yes,4
4480,37368,6092,0.13,Intermediate,Yes,7,3,Yes,10
4481,28867,27989,0.2,Intermediate,No,6,4,Yes,9
4482,10827,2641,0.72,Intermediate,Yes,8,3,Yes,9
4483,43821,41786,0.54,Basic,No,7,2,Yes,10
4484,6786,10729,0.48,Basic,Yes,4,1,No,10
4485,3184,42372,0.13,Intermediate,No,10,2,No,3
4486,14278,34692,0.12,Advanced,No,1,3,Yes,1
4487,48735,5574,0.46,Advanced,No,3,2,No,8
4488,33805,31562,0.35,Intermediate,Yes,6,3,No,1
4489,32765,156,0.33,Basic,Yes,9,3,No,8
4490,24489,1663,0.74,Advanced,Yes,7,5,No,6
4491,17479,28702,0.28,Basic,No,0,4,Yes,10
4492,49323,37548,0.43,Advanced,No,1,4,No,1
4493,43472,43458,0.63,Intermediate,No,7,3,No,6
4494,13643,22064,0.25,Intermediate,No,2,2,No,2
4495,26964,16258,0.98,Advanced,Yes,5,5,Yes,3
4496,21484,12310,0.01,Basic,Yes,2,4,No,5
4497,28085,1283,0.22,Intermediate,No,5,1,Yes,5
4498,30944,39575,0.11,Basic,No,2,3,Yes,2
4499,29415,8720,0.31,Basic,Yes,0,1,No,10
4500,2041,16947,0.37,Intermediate,Yes,7,1,No,3
