certification_id,certification_name,provider,related_skill_id,difficulty_level,average_cost,duration_months,global_recognition_score,renewal_required,validity_years
16237,AWS Solutions Architect,ProviderX,755,Advanced,447,12,0.6,No,2
16238,AWS Solutions Architect,ProviderX,747,Intermediate,308,1,0.68,No,1
16239,Oracle Java SE,ProviderX,195,Beginner,99,9,0.61,No,4
16240,AWS Solutions Architect,ProviderX,11,Beginner,129,4,0.34,Yes,4
16241,AWS Solutions Architect,ProviderX,649,Advanced,491,2,0.66,Yes,3
16242,AWS Solutions Architect,ProviderX,168,Intermediate,184,5,0.34,Yes,3
16243,Oracle Java SE,ProviderX,962,Advanced,255,10,0.8,Yes,1
16244,Google Cloud Engineer,ProviderX,759,Intermediate,183,1,0.79,Yes,1
16245,Azure Administrator,ProviderX,784,Beginner,475,2,0.45,No,3
16246,Azure Administrator,ProviderX,811,Intermediate,471,1,0.99,No,3
16247,Google Cloud Engineer,ProviderX,456,Advanced,324,1,0.76,Yes,3
16248,Azure Administrator,ProviderX,735,Advanced,331,1,0.75,No,1
16249,AWS Solutions Architect,ProviderX,469,Advanced,72,10,0.42,No,1
16250,TensorFlow Developer,ProviderX,323,Advanced,76,10,0.7,Yes,4
16251,TensorFlow Developer,ProviderX,465,Intermediate,447,10,0.67,No,3
16252,Oracle Java SE,ProviderX,86,Beginner,88,3,0.7,No,2
16253,Azure Administrator,ProviderX,24,Beginner,331,10,0.58,No,2
16254,Azure Administrator,ProviderX,716,Intermediate,291,5,0.19,No,3
16255,AWS Solutions Architect,ProviderX,678,Beginner,265,4,0.19,Yes,5
16256,TensorFlow Developer,ProviderX,795,Advanced,123,12,0.11,Yes,2
16257,Google Cloud Engineer,ProviderX,807,Beginner,347,7,0.77,Yes,3
16258,AWS Solutions Architect,ProviderX,363,Intermediate,123,4,0.73,No,2
16259,Oracle Java SE,ProviderX,139,Advanced,222,11,0.29,Yes,3
16260,TensorFlow Developer,ProviderX,640,Beginner,454,2,0.06,No,2
16261,TensorFlow Developer,ProviderX,813,Advanced,275,7,0.66,No,5
16262,Azure Administrator,ProviderX,139,Beginner,169,3,0.46,No,5
16263,AWS Solutions Architect,ProviderX,810,Advanced,141,7,0.76,No,4
16264,Azure Administrator,ProviderX,947,Intermediate,215,2,0.13,Yes,4
16265,Google Cloud Engineer,ProviderX,510,Intermediate,323,6,0.56,Yes,1
16266,TensorFlow Developer,ProviderX,333,Advanced,194,9,0.66,Yes,1
16267,Oracle Java SE,ProviderX,18,Advanced,263,7,0.2,Yes,3
16268,TensorFlow Developer,ProviderX,406,Advanced,112,4,0.03,No,2
16269,Google Cloud Engineer,ProviderX,293,Beginner,347,4,0.33,No,3
16270,AWS Solutions Architect,ProviderX,206,Beginner,242,5,0.55,No,5
16271,Oracle Java SE,ProviderX,470,Intermediate,142,4,0.25,No,5
16272,AWS Solutions Architect,ProviderX,598,Intermediate,51,10,0.44,No,3
16273,AWS Solutions Architect,ProviderX,97,Intermediate,124,8,0.96,No,3
16274,TensorFlow Developer,ProviderX,441,Beginner,464,10,0.55,No,1
16275,Azure Administrator,ProviderX,431,Advanced,360,5,0.92,Yes,5
16276,Oracle Java SE,ProviderX,914,Advanced,321,1,0.4,Yes,5
16277,TensorFlow Developer,ProviderX,999,Beginner,336,11,0.78,No,4
16278,AWS Solutions Architect,ProviderX,809,Beginner,338,3,0.59,No,3
16279,Azure Administrator,ProviderX,316,Advanced,194,1,0.06,Yes,3
16280,Oracle Java SE,ProviderX,41,Advanced,110,11,0.41,No,5
16281,TensorFlow Developer,ProviderX,655,Intermediate,220,5,0.81,No,1
16282,AWS Solutions Architect,ProviderX,414,Intermediate,187,4,0.98,Yes,1
16283,Oracle Java SE,ProviderX,449,Advanced,482,7,0.16,Yes,2
16284,Oracle Java SE,ProviderX,343,Advanced,467,3,0.19,Yes,2
16285,TensorFlow Developer,ProviderX,210,Beginner,344,5,0.0,Yes,1
16286,Azure Administrator,ProviderX,616,Beginner,160,5,0.69,No,3
16287,Oracle Java SE,ProviderX,258,Beginner,237,6,0.03,Yes,5
16288,Google Cloud Engineer,ProviderX,875,Beginner,326,11,0.4,Yes,2
16289,Oracle Java SE,ProviderX,422,Intermediate,307,2,0.51,Yes,1
16290,TensorFlow Developer,ProviderX,443,Beginner,393,2,0.22,No,1
16291,Google Cloud Engineer,ProviderX,164,Intermediate,109,3,0.73,No,2
16292,Oracle Java SE,ProviderX,640,Advanced,54,6,0.09,No,1
16293,TensorFlow Developer,ProviderX,342,Advanced,380,6,0.92,Yes,3
16294,AWS Solutions Architect,ProviderX,122,Beginner,465,11,0.9,Yes,5
16295,Google Cloud Engineer,ProviderX,21,Advanced,140,12,0.91,Yes,3
16296,AWS Solutions Architect,ProviderX,248,Beginner,339,3,0.3,No,5
16297,AWS Solutions Architect,ProviderX,355,Advanced,209,7,0.93,No,2
16298,Oracle Java SE,ProviderX,585,Advanced,126,12,0.12,Yes,3
16299,Azure Administrator,ProviderX,815,Intermediate,485,1,0.97,Yes,2
16300,Google Cloud Engineer,ProviderX,644,Beginner,445,9,0.05,Yes,4
16301,Oracle Java SE,ProviderX,52,Advanced,127,8,0.41,Yes,1
16302,Azure Administrator,ProviderX,863,Intermediate,257,11,0.58,No,5
16303,AWS Solutions Architect,ProviderX,988,Beginner,199,2,0.77,Yes,3
16304,Oracle Java SE,ProviderX,54,Advanced,237,7,0.58,No,5
16305,TensorFlow Developer,ProviderX,290,Advanced,141,8,0.85,No,2
16306,Google Cloud Engineer,ProviderX,975,Intermediate,493,11,0.73,Yes,2
16307,AWS Solutions Architect,ProviderX,85,Intermediate,87,7,0.36,No,3
16308,Google Cloud Engineer,ProviderX,323,Advanced,180,8,0.91,Yes,2
16309,AWS Solutions Architect,ProviderX,95,Advanced,459,5,0.68,No,5
16310,Oracle Java SE,ProviderX,796,Beginner,411,7,0.31,Yes,4
16311,Oracle Java SE,ProviderX,53,Advanced,89,4,0.38,Yes,2
16312,Google Cloud Engineer,ProviderX,664,Advanced,451,12,0.63,No,1
16313,Oracle Java SE,ProviderX,646,Intermediate,483,6,0.39,Yes,4
16314,Google Cloud Engineer,ProviderX,227,Intermediate,130,4,0.71,No,1
16315,TensorFlow Developer,ProviderX,303,Advanced,336,8,0.96,No,1
16316,TensorFlow Developer,ProviderX,608,Beginner,282,8,0.3,Yes,1
16317,Azure Administrator,ProviderX,30,Beginner,392,8,0.73,No,4
16318,TensorFlow Developer,ProviderX,913,Advanced,456,5,0.44,Yes,2
16319,Google Cloud Engineer,ProviderX,488,Beginner,452,10,0.57,Yes,4
16320,TensorFlow Developer,ProviderX,596,Advanced,468,7,0.4,Yes,1
16321,TensorFlow Developer,ProviderX,370,Beginner,483,8,0.4,Yes,1
16322,TensorFlow Developer,ProviderX,418,Advanced,156,8,0.48,Yes,5
16323,Google Cloud Engineer,ProviderX,903,Intermediate,457,12,0.35,Yes,5
16324,Google Cloud Engineer,ProviderX,405,Advanced,141,12,0.09,Yes,2
16325,Azure Administrator,ProviderX,591,Intermediate,465,7,0.72,Yes,3
16326,TensorFlow Developer,ProviderX,480,Advanced,241,10,0.61,No,2
16327,Azure Administrator,ProviderX,991,Intermediate,192,12,0.82,Yes,5
16328,AWS Solutions Architect,ProviderX,997,Intermediate,252,6,0.96,No,5
16329,Oracle Java SE,ProviderX,217,Beginner,382,12,0.74,Yes,5
16330,AWS Solutions Architect,ProviderX,857,Advanced,251,12,0.71,No,3
16331,Google Cloud Engineer,ProviderX,305,Advanced,408,8,0.28,No,4
16332,Google Cloud Engineer,ProviderX,497,Advanced,76,12,0.6,No,5
16333,Azure Administrator,ProviderX,371,Advanced,415,4,0.76,Yes,5
16334,Google Cloud Engineer,ProviderX,613,Beginner,119,5,0.03,No,4
16335,AWS Solutions Architect,ProviderX,983,Beginner,333,2,0.81,No,5
16336,Azure Administrator,ProviderX,930,Advanced,239,3,0.92,Yes,3
16337,Oracle Java SE,ProviderX,200,Advanced,169,8,0.13,Yes,1
16338,Azure Administrator,ProviderX,225,Advanced,125,2,0.13,No,4
16339,TensorFlow Developer,ProviderX,734,Intermediate,332,6,0.5,No,5
16340,Oracle Java SE,ProviderX,203,Advanced,341,9,0.66,Yes,5
16341,AWS Solutions Architect,ProviderX,929,Beginner,365,8,0.35,Yes,2
16342,TensorFlow Developer,ProviderX,319,Beginner,228,4,0.63,No,1
16343,TensorFlow Developer,ProviderX,526,Beginner,154,10,0.86,No,3
16344,TensorFlow Developer,ProviderX,256,Intermediate,143,12,0.89,Yes,5
16345,Google Cloud Engineer,ProviderX,561,Intermediate,79,8,0.46,Yes,2
16346,Google Cloud Engineer,ProviderX,533,Advanced,109,9,0.24,No,2
16347,AWS Solutions Architect,ProviderX,314,Intermediate,374,5,0.71,Yes,5
16348,TensorFlow Developer,ProviderX,267,Intermediate,457,5,0.56,Yes,3
16349,TensorFlow Developer,ProviderX,280,Beginner,430,9,0.37,No,5
16350,AWS Solutions Architect,ProviderX,269,Advanced,80,4,0.69,Yes,1
16351,Google Cloud Engineer,ProviderX,386,Beginner,280,8,0.46,No,3
16352,TensorFlow Developer,ProviderX,418,Intermediate,149,3,0.86,Yes,2
16353,AWS Solutions Architect,ProviderX,772,Beginner,120,11,0.38,Yes,4
16354,AWS Solutions Architect,ProviderX,822,Advanced,302,10,0.11,No,1
16355,Azure Administrator,ProviderX,553,Intermediate,282,11,0.14,No,4
16356,AWS Solutions Architect,ProviderX,848,Intermediate,263,11,0.92,No,4
16357,Google Cloud Engineer,ProviderX,42,Beginner,395,7,0.14,Yes,3
16358,Azure Administrator,ProviderX,810,Beginner,313,8,0.67,Yes,5
16359,Google Cloud Engineer,ProviderX,115,Intermediate,201,1,0.79,No,5
16360,Azure Administrator,ProviderX,7,Intermediate,244,6,0.62,Yes,5
16361,Oracle Java SE,ProviderX,470,Advanced,220,2,0.3,Yes,3
16362,Oracle Java SE,ProviderX,27,Intermediate,309,1,0.1,Yes,5
16363,Google Cloud Engineer,ProviderX,173,Intermediate,159,1,0.76,No,2
16364,Azure Administrator,ProviderX,361,Advanced,193,9,0.42,Yes,1
16365,TensorFlow Developer,ProviderX,209,Intermediate,202,8,0.88,No,5
16366,Google Cloud Engineer,ProviderX,409,Intermediate,360,8,0.73,Yes,4
16367,TensorFlow Developer,ProviderX,342,Beginner,399,2,0.43,No,5
16368,Azure Administrator,ProviderX,899,Beginner,378,2,0.13,Yes,2
16369,Azure Administrator,ProviderX,756,Beginner,307,6,0.54,No,4
16370,TensorFlow Developer,ProviderX,658,Advanced,244,10,0.47,Yes,2
16371,TensorFlow Developer,ProviderX,627,Advanced,272,3,0.31,Yes,1
16372,AWS Solutions Architect,ProviderX,234,Advanced,290,3,0.75,No,4
16373,Azure Administrator,ProviderX,385,Advanced,178,10,0.39,Yes,2
16374,TensorFlow Developer,ProviderX,641,Intermediate,180,2,0.95,No,4
16375,TensorFlow Developer,ProviderX,625,Beginner,441,12,0.31,No,3
16376,Azure Administrator,ProviderX,979,Advanced,112,8,0.93,No,4
16377,Azure Administrator,ProviderX,568,Intermediate,57,12,0.69,Yes,5
16378,TensorFlow Developer,ProviderX,227,Intermediate,368,9,0.74,Yes,3
16379,Oracle Java SE,ProviderX,792,Intermediate,200,7,0.46,No,4
16380,TensorFlow Developer,ProviderX,961,Advanced,475,6,0.04,No,1
16381,Google Cloud Engineer,ProviderX,522,Beginner,290,9,0.01,No,1
16382,TensorFlow Developer,ProviderX,331,Beginner,160,4,0.1,No,1
16383,TensorFlow Developer,ProviderX,525,Advanced,131,9,0.5,Yes,4
16384,AWS Solutions Architect,ProviderX,799,Intermediate,298,2,0.74,No,3
16385,Google Cloud Engineer,ProviderX,749,Intermediate,150,1,0.13,Yes,5
16386,Azure Administrator,ProviderX,315,Beginner,436,4,0.8,Yes,3
16387,Google Cloud Engineer,ProviderX,465,Beginner,252,6,0.26,Yes,3
16388,AWS Solutions Architect,ProviderX,993,Beginner,98,12,0.75,No,2
16389,Azure Administrator,ProviderX,992,Intermediate,397,6,0.36,No,2
16390,Azure Administrator,ProviderX,447,Intermediate,336,3,0.73,No,2
16391,Oracle Java SE,ProviderX,687,Beginner,485,10,0.13,Yes,1
16392,AWS Solutions Architect,ProviderX,716,Beginner,57,8,0.09,No,5
16393,AWS Solutions Architect,ProviderX,281,Intermediate,119,12,0.17,No,1
16394,Azure Administrator,ProviderX,423,Advanced,188,10,0.15,Yes,5
16395,Google Cloud Engineer,ProviderX,892,Intermediate,170,7,0.65,No,2
16396,Azure Administrator,ProviderX,905,Beginner,119,2,0.55,No,4
16397,Oracle Java SE,ProviderX,309,Intermediate,165,1,0.87,No,3
16398,Oracle Java SE,ProviderX,877,Intermediate,53,9,0.43,Yes,4
16399,Azure Administrator,ProviderX,505,Beginner,275,11,0.96,No,5
16400,TensorFlow Developer,ProviderX,891,Intermediate,391,11,0.82,Yes,4
16401,Google Cloud Engineer,ProviderX,388,Intermediate,456,11,0.84,No,3
16402,Azure Administrator,ProviderX,245,Advanced,192,5,0.85,No,5
16403,TensorFlow Developer,ProviderX,876,Advanced,58,12,0.83,No,2
16404,TensorFlow Developer,ProviderX,44,Beginner,399,10,0.6,Yes,1
16405,AWS Solutions Architect,ProviderX,864,Intermediate,296,10,0.09,No,5
16406,Oracle Java SE,ProviderX,361,Advanced,430,12,0.09,No,5
16407,TensorFlow Developer,ProviderX,962,Beginner,88,12,0.87,Yes,2
16408,TensorFlow Developer,ProviderX,72,Intermediate,322,5,0.25,No,3
16409,TensorFlow Developer,ProviderX,279,Intermediate,332,8,0.28,Yes,1
16410,Azure Administrator,ProviderX,519,Beginner,449,3,0.58,No,4
16411,Azure Administrator,ProviderX,316,Beginner,231,7,0.93,No,3
16412,Oracle Java SE,ProviderX,8,Beginner,98,1,0.85,Yes,4
16413,Google Cloud Engineer,ProviderX,263,Beginner,296,5,0.74,No,4
16414,Google Cloud Engineer,ProviderX,150,Beginner,216,6,0.87,Yes,2
16415,Google Cloud Engineer,ProviderX,755,Advanced,100,12,0.65,Yes,4
16416,Google Cloud Engineer,ProviderX,867,Advanced,329,12,0.7,Yes,1
16417,Oracle Java SE,ProviderX,627,Beginner,470,8,0.84,Yes,3
16418,Azure Administrator,ProviderX,939,Advanced,91,3,0.01,Yes,4
16419,Google Cloud Engineer,ProviderX,530,Beginner,83,8,0.75,No,4
16420,AWS Solutions Architect,ProviderX,996,Advanced,144,3,0.09,No,1
16421,AWS Solutions Architect,ProviderX,298,Advanced,262,10,0.67,Yes,2
16422,Oracle Java SE,ProviderX,125,Intermediate,244,3,0.24,Yes,1
16423,TensorFlow Developer,ProviderX,844,Beginner,371,7,0.92,No,5
16424,AWS Solutions Architect,ProviderX,18,Intermediate,396,12,0.25,No,1
16425,AWS Solutions Architect,ProviderX,245,Beginner,228,11,0.61,No,3
16426,Azure Administrator,ProviderX,900,Intermediate,350,8,0.78,No,5
16427,AWS Solutions Architect,ProviderX,827,Intermediate,416,6,0.05,No,5
16428,Azure Administrator,ProviderX,142,Intermediate,60,11,0.11,Yes,2
16429,Google Cloud Engineer,ProviderX,80,Beginner,414,9,0.44,No,3
16430,Google Cloud Engineer,ProviderX,359,Advanced,341,4,0.69,No,5
16431,Oracle Java SE,ProviderX,586,Advanced,403,2,0.63,Yes,2
16432,AWS Solutions Architect,ProviderX,868,Beginner,233,1,0.97,No,5
16433,TensorFlow Developer,ProviderX,533,Intermediate,283,12,0.31,Yes,5
16434,Google Cloud Engineer,ProviderX,401,Advanced,406,1,0.11,No,3
16435,AWS Solutions Architect,ProviderX,500,Advanced,199,2,0.73,No,5
16436,TensorFlow Developer,ProviderX,502,Intermediate,165,7,0.98,Yes,4
16437,AWS Solutions Architect,ProviderX,564,Intermediate,94,4,0.4,Yes,2
16438,AWS Solutions Architect,ProviderX,769,Intermediate,279,7,0.34,Yes,4
16439,Google Cloud Engineer,ProviderX,109,Beginner,467,5,0.05,No,3
16440,Google Cloud Engineer,ProviderX,958,Advanced,87,11,0.05,Yes,4
16441,Oracle Java SE,ProviderX,144,Advanced,458,7,0.14,No,1
16442,Oracle Java SE,ProviderX,894,Intermediate,327,10,0.64,No,2
16443,Google Cloud Engineer,ProviderX,989,Beginner,194,10,0.06,Yes,5
16444,Google Cloud Engineer,ProviderX,918,Beginner,285,9,0.01,Yes,1
16445,AWS Solutions Architect,ProviderX,631,Beginner,283,8,0.02,No,3
16446,Oracle Java SE,ProviderX,313,Beginner,413,5,0.45,No,5
16447,Oracle Java SE,ProviderX,457,Advanced,113,6,0.61,Yes,4
16448,AWS Solutions Architect,ProviderX,716,Advanced,265,5,0.87,Yes,3
16449,AWS Solutions Architect,ProviderX,178,Advanced,183,2,0.13,Yes,4
16450,Google Cloud Engineer,ProviderX,429,Advanced,239,1,0.43,No,4
16451,Google Cloud Engineer,ProviderX,570,Advanced,292,4,0.34,No,5
16452,Google Cloud Engineer,ProviderX,7,Intermediate,493,2,0.83,Yes,2
16453,AWS Solutions Architect,ProviderX,452,Intermediate,311,6,0.06,No,4
16454,TensorFlow Developer,ProviderX,645,Advanced,305,4,0.31,No,4
16455,Oracle Java SE,ProviderX,837,Beginner,256,4,0.16,No,4
16456,AWS Solutions Architect,ProviderX,499,Advanced,246,3,0.59,No,1
16457,AWS Solutions Architect,ProviderX,682,Beginner,277,1,0.13,Yes,4
16458,TensorFlow Developer,ProviderX,355,Advanced,154,6,0.7,No,2
16459,AWS Solutions Architect,ProviderX,837,Intermediate,180,7,0.98,Yes,3
16460,Google Cloud Engineer,ProviderX,952,Advanced,317,12,0.48,Yes,2
16461,AWS Solutions Architect,ProviderX,693,Advanced,120,6,0.46,Yes,2
16462,Google Cloud Engineer,ProviderX,777,Intermediate,121,7,0.61,Yes,4
16463,TensorFlow Developer,ProviderX,997,Beginner,109,3,0.1,Yes,3
16464,Google Cloud Engineer,ProviderX,223,Advanced,284,4,0.12,Yes,1
16465,Azure Administrator,ProviderX,406,Beginner,296,9,0.31,No,5
16466,AWS Solutions Architect,ProviderX,168,Beginner,452,5,0.12,No,1
16467,Google Cloud Engineer,ProviderX,78,Intermediate,186,2,0.25,Yes,3
16468,Oracle Java SE,ProviderX,708,Beginner,350,7,0.22,No,5
16469,TensorFlow Developer,ProviderX,854,Beginner,308,3,0.05,Yes,4
16470,Azure Administrator,ProviderX,492,Advanced,196,2,0.94,Yes,2
16471,Oracle Java SE,ProviderX,511,Intermediate,190,9,0.95,No,1
16472,AWS Solutions Architect,ProviderX,487,Intermediate,279,7,0.73,Yes,4
16473,AWS Solutions Architect,ProviderX,867,Beginner,98,11,0.21,No,3
16474,Azure Administrator,ProviderX,462,Beginner,297,3,0.61,No,5
16475,Oracle Java SE,ProviderX,965,Intermediate,220,5,0.71,Yes,5
16476,Oracle Java SE,ProviderX,892,Beginner,114,10,0.89,No,3
16477,Oracle Java SE,ProviderX,725,Advanced,264,5,0.67,No,4
16478,Oracle Java SE,ProviderX,629,Beginner,279,9,0.63,No,2
16479,TensorFlow Developer,ProviderX,29,Intermediate,101,1,0.31,No,5
16480,TensorFlow Developer,ProviderX,134,Intermediate,142,7,0.76,No,1
16481,Azure Administrator,ProviderX,22,Beginner,76,4,0.09,No,1
16482,Oracle Java SE,ProviderX,155,Intermediate,414,11,0.49,No,5
16483,Google Cloud Engineer,ProviderX,775,Beginner,227,8,0.13,No,3
16484,Oracle Java SE,ProviderX,209,Beginner,155,9,0.39,Yes,3
16485,Azure Administrator,ProviderX,307,Intermediate,321,7,0.09,No,5
16486,TensorFlow Developer,ProviderX,263,Intermediate,485,5,0.0,Yes,5
16487,Google Cloud Engineer,ProviderX,800,Intermediate,109,10,0.53,Yes,2
16488,TensorFlow Developer,ProviderX,734,Advanced,375,6,0.33,Yes,3
16489,TensorFlow Developer,ProviderX,435,Beginner,108,7,0.92,No,2
16490,Azure Administrator,ProviderX,102,Advanced,308,9,0.08,Yes,3
16491,Google Cloud Engineer,ProviderX,887,Advanced,361,9,0.21,No,4
16492,TensorFlow Developer,ProviderX,226,Beginner,441,11,0.09,No,5
16493,Oracle Java SE,ProviderX,730,Advanced,447,5,0.02,No,1
16494,Google Cloud Engineer,ProviderX,515,Advanced,401,10,0.83,No,4
16495,TensorFlow Developer,ProviderX,698,Beginner,424,4,0.14,Yes,2
16496,Azure Administrator,ProviderX,939,Intermediate,164,3,0.46,Yes,2
16497,Azure Administrator,ProviderX,723,Advanced,221,7,0.22,No,2
16498,Azure Administrator,ProviderX,915,Intermediate,152,1,0.18,Yes,3
16499,TensorFlow Developer,ProviderX,331,Beginner,104,6,0.44,Yes,4
16500,Azure Administrator,ProviderX,416,Advanced,318,8,0.38,Yes,1
16501,Oracle Java SE,ProviderX,301,Intermediate,335,2,0.76,No,5
16502,AWS Solutions Architect,ProviderX,949,Beginner,118,11,0.04,No,3
16503,TensorFlow Developer,ProviderX,142,Intermediate,164,9,0.74,Yes,3
16504,Oracle Java SE,ProviderX,279,Advanced,170,4,0.44,Yes,1
16505,TensorFlow Developer,ProviderX,77,Advanced,58,1,0.23,Yes,2
16506,Azure Administrator,ProviderX,740,Intermediate,494,4,0.12,No,3
16507,AWS Solutions Architect,ProviderX,68,Advanced,168,11,0.17,No,4
16508,TensorFlow Developer,ProviderX,656,Advanced,473,6,0.12,No,1
16509,Azure Administrator,ProviderX,90,Intermediate,331,9,0.0,Yes,3
16510,TensorFlow Developer,ProviderX,470,Intermediate,277,8,0.17,No,5
16511,Oracle Java SE,ProviderX,439,Advanced,449,4,0.27,Yes,3
16512,Oracle Java SE,ProviderX,586,Advanced,111,12,0.1,Yes,4
16513,AWS Solutions Architect,ProviderX,98,Advanced,384,12,0.87,No,1
16514,Oracle Java SE,ProviderX,415,Advanced,365,3,0.82,Yes,3
16515,TensorFlow Developer,ProviderX,633,Intermediate,334,12,0.89,No,1
16516,Oracle Java SE,ProviderX,815,Intermediate,228,9,0.77,Yes,1
16517,Google Cloud Engineer,ProviderX,970,Beginner,244,6,0.95,No,4
16518,AWS Solutions Architect,ProviderX,958,Advanced,178,2,0.98,Yes,3
16519,Google Cloud Engineer,ProviderX,159,Advanced,79,6,0.09,Yes,3
16520,Oracle Java SE,ProviderX,359,Intermediate,236,12,0.77,No,1
16521,Azure Administrator,ProviderX,314,Beginner,243,7,0.5,No,4
16522,AWS Solutions Architect,ProviderX,801,Beginner,316,8,0.92,No,5
16523,Google Cloud Engineer,ProviderX,680,Intermediate,500,5,0.38,Yes,1
16524,TensorFlow Developer,ProviderX,819,Advanced,360,7,0.54,No,2
16525,AWS Solutions Architect,ProviderX,350,Intermediate,481,10,0.97,No,2
16526,Oracle Java SE,ProviderX,170,Advanced,412,6,0.41,No,1
16527,Azure Administrator,ProviderX,542,Intermediate,165,2,0.84,Yes,3
16528,AWS Solutions Architect,ProviderX,9,Beginner,324,6,1.0,No,3
16529,Azure Administrator,ProviderX,758,Intermediate,430,10,0.84,No,5
16530,Google Cloud Engineer,ProviderX,864,Beginner,424,4,0.9,Yes,4
16531,Oracle Java SE,ProviderX,321,Intermediate,310,10,0.95,No,4
16532,AWS Solutions Architect,ProviderX,751,Intermediate,231,2,0.88,No,2
16533,Oracle Java SE,ProviderX,389,Beginner,473,5,0.5,No,5
16534,AWS Solutions Architect,ProviderX,251,Advanced,97,12,0.91,No,4
16535,TensorFlow Developer,ProviderX,837,Advanced,127,7,0.27,No,4
16536,Google Cloud Engineer,ProviderX,282,Beginner,417,5,0.69,No,1
16537,TensorFlow Developer,ProviderX,327,Intermediate,399,6,0.94,Yes,1
16538,AWS Solutions Architect,ProviderX,532,Beginner,306,4,0.51,Yes,5
16539,TensorFlow Developer,ProviderX,403,Intermediate,314,6,0.27,Yes,3
16540,Google Cloud Engineer,ProviderX,834,Intermediate,83,7,0.47,No,3
16541,AWS Solutions Architect,ProviderX,697,Beginner,466,4,0.51,No,4
16542,Oracle Java SE,ProviderX,2,Beginner,413,8,0.55,Yes,3
16543,Oracle Java SE,ProviderX,827,Advanced,201,8,0.47,Yes,2
16544,Oracle Java SE,ProviderX,574,Intermediate,111,10,0.42,Yes,3
16545,AWS Solutions Architect,ProviderX,563,Advanced,267,10,0.68,Yes,3
16546,Google Cloud Engineer,ProviderX,458,Beginner,56,7,0.63,No,4
16547,Google Cloud Engineer,ProviderX,801,Beginner,487,9,0.4,No,4
16548,Oracle Java SE,ProviderX,669,Beginner,415,2,0.69,No,2
16549,Oracle Java SE,ProviderX,656,Advanced,407,8,0.49,Yes,4
16550,Azure Administrator,ProviderX,909,Beginner,135,10,0.44,Yes,3
16551,Oracle Java SE,ProviderX,106,Advanced,325,12,0.74,No,5
16552,TensorFlow Developer,ProviderX,422,Intermediate,260,2,0.74,Yes,5
16553,TensorFlow Developer,ProviderX,538,Beginner,490,2,0.85,No,3
16554,TensorFlow Developer,ProviderX,733,Beginner,54,10,0.69,Yes,2
16555,Google Cloud Engineer,ProviderX,369,Beginner,177,7,0.16,Yes,5
16556,Google Cloud Engineer,ProviderX,261,Advanced,388,5,0.09,Yes,1
16557,TensorFlow Developer,ProviderX,498,Beginner,471,7,0.76,No,3
16558,AWS Solutions Architect,ProviderX,494,Beginner,388,9,0.36,No,4
16559,TensorFlow Developer,ProviderX,313,Beginner,287,11,0.01,No,3
16560,Oracle Java SE,ProviderX,318,Advanced,51,2,0.04,Yes,5
16561,Google Cloud Engineer,ProviderX,824,Intermediate,491,4,0.86,Yes,5
16562,Azure Administrator,ProviderX,222,Intermediate,242,10,0.56,Yes,1
16563,Azure Administrator,ProviderX,939,Intermediate,173,5,0.03,No,2
16564,AWS Solutions Architect,ProviderX,120,Advanced,134,3,0.51,No,5
16565,TensorFlow Developer,ProviderX,356,Advanced,270,4,0.1,No,5
16566,Google Cloud Engineer,ProviderX,30,Beginner,302,9,0.43,No,4
16567,Azure Administrator,ProviderX,702,Beginner,321,8,0.7,Yes,1
16568,Azure Administrator,ProviderX,660,Beginner,403,1,0.87,No,4
16569,Oracle Java SE,ProviderX,602,Advanced,324,12,0.3,Yes,5
16570,Oracle Java SE,ProviderX,81,Beginner,381,10,0.72,Yes,2
16571,Azure Administrator,ProviderX,170,Intermediate,336,3,0.61,Yes,3
16572,Azure Administrator,ProviderX,871,Beginner,117,3,0.87,Yes,2
16573,TensorFlow Developer,ProviderX,400,Advanced,494,11,0.94,No,1
16574,TensorFlow Developer,ProviderX,149,Intermediate,221,8,0.58,Yes,4
16575,AWS Solutions Architect,ProviderX,615,Beginner,450,1,0.71,Yes,3
16576,Azure Administrator,ProviderX,295,Beginner,257,1,0.88,No,5
16577,Azure Administrator,ProviderX,106,Advanced,105,5,0.44,No,3
16578,Oracle Java SE,ProviderX,349,Advanced,72,4,0.57,No,1
16579,Azure Administrator,ProviderX,805,Advanced,342,7,0.21,No,4
16580,Google Cloud Engineer,ProviderX,417,Beginner,422,7,0.42,Yes,3
16581,TensorFlow Developer,ProviderX,893,Beginner,119,1,0.9,No,4
16582,Google Cloud Engineer,ProviderX,438,Beginner,488,1,0.34,No,4
16583,Google Cloud Engineer,ProviderX,567,Intermediate,435,3,0.24,Yes,2
16584,Google Cloud Engineer,ProviderX,131,Beginner,403,12,0.05,No,3
16585,TensorFlow Developer,ProviderX,600,Beginner,393,9,0.38,Yes,2
16586,TensorFlow Developer,ProviderX,331,Intermediate,291,1,0.43,No,4
16587,Oracle Java SE,ProviderX,618,Beginner,75,10,0.76,No,5
16588,AWS Solutions Architect,ProviderX,71,Intermediate,98,12,0.05,Yes,4
16589,TensorFlow Developer,ProviderX,695,Advanced,463,6,0.04,Yes,2
16590,TensorFlow Developer,ProviderX,47,Advanced,300,5,0.84,No,2
16591,Google Cloud Engineer,ProviderX,818,Advanced,463,3,0.76,No,3
16592,Azure Administrator,ProviderX,62,Intermediate,245,8,0.57,No,2
