domain_id,domain_name,parent_domain,industry_sector,domain_growth_rate,automation_risk_score
1836,Cloud Computing,Technology,IT,13.98,0.03
1837,Data Science,Technology,IT,21.0,0.46
1838,FinTech,Technology,IT,15.8,0.85
1839,Software Development,Technology,IT,2.47,0.58
1840,FinTech,Technology,IT,6.65,0.93
1841,Data Science,Technology,IT,23.97,0.09
1842,Cybersecurity,Technology,IT,15.78,0.5
1843,Cloud Computing,Technology,IT,19.16,0.59
1844,FinTech,Technology,IT,13.78,0.6
1845,Cybersecurity,Technology,IT,24.04,0.91
1846,Software Development,Technology,IT,22.78,0.27
1847,Cybersecurity,Technology,IT,9.88,0.56
1848,FinTech,Technology,IT,6.21,0.06
1849,FinTech,Technology,IT,25.0,0.57
1850,HealthTech,Technology,IT,5.24,0.75
1851,Software Development,Technology,IT,24.98,0.96
1852,FinTech,Technology,IT,10.52,0.55
1853,Cloud Computing,Technology,IT,11.26,0.67
1854,Data Science,Technology,IT,2.39,0.5
1855,Software Development,Technology,IT,13.63,0.84
1856,FinTech,Technology,IT,13.12,0.39
1857,Cloud Computing,Technology,IT,8.25,0.8
1858,FinTech,Technology,IT,19.31,0.33
1859,Data Science,Technology,IT,8.74,0.03
1860,Cybersecurity,Technology,IT,16.15,0.44
1861,Data Science,Technology,IT,12.6,0.63
1862,Cloud Computing,Technology,IT,23.49,0.71
1863,Cybersecurity,Technology,IT,7.42,0.86
1864,Software Development,Technology,IT,5.94,0.17
1865,Data Science,Technology,IT,19.48,0.96
1866,Data Science,Technology,IT,16.67,0.86
1867,Software Development,Technology,IT,15.77,0.39
1868,Data Science,Technology,IT,3.02,0.43
1869,Cloud Computing,Technology,IT,4.28,0.99
1870,Cybersecurity,Technology,IT,10.65,0.37
1871,FinTech,Technology,IT,6.47,0.73
1872,HealthTech,Technology,IT,13.42,0.89
1873,Cloud Computing,Technology,IT,11.31,0.63
1874,Cybersecurity,Technology,IT,3.13,0.32
1875,Data Science,Technology,IT,7.53,0.93
1876,Software Development,Technology,IT,20.68,0.6
1877,Data Science,Technology,IT,21.85,0.8
1878,Software Development,Technology,IT,8.56,0.44
1879,FinTech,Technology,IT,2.08,0.8
1880,FinTech,Technology,IT,21.48,0.27
1881,Data Science,Technology,IT,2.53,0.01
1882,Cloud Computing,Technology,IT,17.09,0.43
1883,FinTech,Technology,IT,18.99,0.22
1884,Data Science,Technology,IT,5.3,0.6
1885,Cybersecurity,Technology,IT,24.74,0.88
1886,Data Science,Technology,IT,9.03,0.34
1887,HealthTech,Technology,IT,11.63,0.29
1888,Cloud Computing,Technology,IT,3.36,0.6
1889,Cybersecurity,Technology,IT,18.32,0.27
1890,Software Development,Technology,IT,24.12,0.38
1891,Cybersecurity,Technology,IT,7.28,0.27
1892,Software Development,Technology,IT,6.25,0.13
1893,Cybersecurity,Technology,IT,4.12,0.99
1894,FinTech,Technology,IT,13.77,0.06
1895,HealthTech,Technology,IT,17.08,0.26
1896,Cloud Computing,Technology,IT,22.51,0.23
1897,Software Development,Technology,IT,3.73,0.38
1898,Software Development,Technology,IT,18.59,0.34
1899,Cloud Computing,Technology,IT,10.03,0.2
1900,Software Development,Technology,IT,14.87,0.83
1901,Cybersecurity,Technology,IT,15.4,0.57
1902,HealthTech,Technology,IT,9.36,0.22
1903,Cloud Computing,Technology,IT,15.52,0.71
1904,Cybersecurity,Technology,IT,6.63,0.28
1905,HealthTech,Technology,IT,13.54,0.91
1906,FinTech,Technology,IT,14.73,0.59
1907,HealthTech,Technology,IT,13.85,0.29
1908,Cybersecurity,Technology,IT,14.36,0.85
1909,FinTech,Technology,IT,3.45,0.07
1910,FinTech,Technology,IT,23.04,0.75
1911,Cloud Computing,Technology,IT,11.12,0.74
1912,Software Development,Technology,IT,14.02,0.33
1913,HealthTech,Technology,IT,23.13,0.51
1914,Software Development,Technology,IT,9.33,0.09
1915,Data Science,Technology,IT,13.5,0.4
1916,Cybersecurity,Technology,IT,18.86,0.62
1917,Cloud Computing,Technology,IT,23.99,0.22
1918,Cybersecurity,Technology,IT,4.2,0.52
1919,FinTech,Technology,IT,20.5,0.42
1920,Data Science,Technology,IT,7.61,0.71
1921,Data Science,Technology,IT,5.56,0.18
1922,FinTech,Technology,IT,13.57,0.55
1923,Data Science,Technology,IT,19.49,0.14
1924,Cybersecurity,Technology,IT,9.08,0.19
1925,Data Science,Technology,IT,5.89,0.77
1926,Cybersecurity,Technology,IT,16.92,0.06
1927,Cybersecurity,Technology,IT,16.46,0.45
1928,Cloud Computing,Technology,IT,17.14,0.09
1929,Software Development,Technology,IT,13.63,0.71
1930,HealthTech,Technology,IT,12.48,0.73
1931,Data Science,Technology,IT,14.6,0.71
1932,Cybersecurity,Technology,IT,19.53,0.76
1933,HealthTech,Technology,IT,20.99,0.61
1934,Cybersecurity,Technology,IT,21.88,0.17
1935,Cybersecurity,Technology,IT,8.78,0.83
1936,HealthTech,Technology,IT,3.08,0.64
1937,Cybersecurity,Technology,IT,18.95,0.51
1938,Cloud Computing,Technology,IT,4.37,0.11
1939,FinTech,Technology,IT,8.08,0.74
1940,Cybersecurity,Technology,IT,11.51,0.76
1941,Cloud Computing,Technology,IT,22.96,0.25
1942,Cybersecurity,Technology,IT,15.46,0.02
1943,Cybersecurity,Technology,IT,21.93,0.79
1944,FinTech,Technology,IT,6.85,0.68
1945,Cloud Computing,Technology,IT,2.01,0.5
1946,Cybersecurity,Technology,IT,10.3,0.62
1947,FinTech,Technology,IT,21.9,0.11
1948,Cybersecurity,Technology,IT,19.07,0.67
1949,HealthTech,Technology,IT,5.36,0.43
1950,Software Development,Technology,IT,2.06,0.05
1951,Cybersecurity,Technology,IT,7.89,0.6
1952,Data Science,Technology,IT,8.29,0.1
1953,Cybersecurity,Technology,IT,3.95,0.7
1954,HealthTech,Technology,IT,4.49,0.67
1955,Data Science,Technology,IT,7.56,0.39
1956,Data Science,Technology,IT,2.85,0.46
1957,Cybersecurity,Technology,IT,17.64,0.19
1958,Cloud Computing,Technology,IT,7.17,0.72
1959,Cybersecurity,Technology,IT,21.76,0.56
1960,Software Development,Technology,IT,18.52,0.41
1961,HealthTech,Technology,IT,18.42,0.38
1962,Cybersecurity,Technology,IT,5.58,0.09
1963,Cloud Computing,Technology,IT,2.88,0.28
1964,Software Development,Technology,IT,16.99,0.16
1965,Software Development,Technology,IT,5.11,0.09
1966,Cybersecurity,Technology,IT,12.5,0.95
1967,Data Science,Technology,IT,22.5,0.28
1968,Cloud Computing,Technology,IT,16.53,0.23
1969,Data Science,Technology,IT,12.88,0.4
1970,HealthTech,Technology,IT,14.55,0.08
1971,Cybersecurity,Technology,IT,22.74,0.92
1972,Cloud Computing,Technology,IT,13.73,0.18
1973,Cybersecurity,Technology,IT,14.66,0.77
1974,Cybersecurity,Technology,IT,8.82,0.9
1975,HealthTech,Technology,IT,4.88,0.54
1976,Cybersecurity,Technology,IT,24.47,0.24
1977,Cloud Computing,Technology,IT,17.71,0.9
1978,HealthTech,Technology,IT,17.09,0.9
1979,Cloud Computing,Technology,IT,6.54,0.74
1980,Cybersecurity,Technology,IT,10.48,0.01
1981,Software Development,Technology,IT,5.5,0.7
1982,Cybersecurity,Technology,IT,4.18,0.0
1983,HealthTech,Technology,IT,21.03,0.73
1984,FinTech,Technology,IT,17.84,0.96
1985,Cybersecurity,Technology,IT,9.45,0.08
1986,Software Development,Technology,IT,21.29,0.59
1987,Data Science,Technology,IT,17.58,0.09
1988,Cybersecurity,Technology,IT,12.43,0.64
1989,Software Development,Technology,IT,5.22,0.58
1990,Data Science,Technology,IT,14.98,0.04
1991,FinTech,Technology,IT,11.34,0.52
1992,Cloud Computing,Technology,IT,6.61,0.58
1993,Cybersecurity,Technology,IT,9.67,0.64
1994,Software Development,Technology,IT,22.45,0.95
1995,Data Science,Technology,IT,13.44,0.51
1996,FinTech,Technology,IT,4.51,0.84
1997,Software Development,Technology,IT,17.15,0.19
1998,Cloud Computing,Technology,IT,10.79,0.38
1999,HealthTech,Technology,IT,3.56,0.45
2000,Cybersecurity,Technology,IT,23.83,0.46
2001,Data Science,Technology,IT,20.75,0.34
2002,FinTech,Technology,IT,13.07,0.3
2003,HealthTech,Technology,IT,12.86,0.53
2004,Software Development,Technology,IT,15.21,1.0
2005,Software Development,Technology,IT,20.61,0.06
2006,HealthTech,Technology,IT,4.59,0.2
2007,Cybersecurity,Technology,IT,18.33,0.89
2008,Software Development,Technology,IT,11.83,0.06
2009,Cybersecurity,Technology,IT,2.5,0.19
2010,Cybersecurity,Technology,IT,5.69,0.98
2011,Software Development,Technology,IT,2.81,0.63
2012,Cloud Computing,Technology,IT,15.27,0.74
2013,FinTech,Technology,IT,24.14,0.21
2014,Cybersecurity,Technology,IT,17.09,0.85
2015,HealthTech,Technology,IT,14.15,0.19
2016,FinTech,Technology,IT,24.13,0.6
2017,Software Development,Technology,IT,19.56,0.94
2018,Cloud Computing,Technology,IT,3.25,0.75
2019,Cybersecurity,Technology,IT,22.66,0.11
2020,Cybersecurity,Technology,IT,23.28,0.71
2021,Cybersecurity,Technology,IT,11.48,0.28
2022,Cybersecurity,Technology,IT,11.75,1.0
2023,FinTech,Technology,IT,15.32,0.98
2024,Cybersecurity,Technology,IT,23.21,1.0
2025,HealthTech,Technology,IT,22.85,0.75
2026,Cloud Computing,Technology,IT,21.95,0.58
2027,Software Development,Technology,IT,12.19,0.1
2028,Software Development,Technology,IT,7.85,0.54
2029,HealthTech,Technology,IT,23.28,0.92
2030,FinTech,Technology,IT,23.62,0.21
2031,HealthTech,Technology,IT,6.22,0.68
2032,FinTech,Technology,IT,14.39,0.44
2033,Software Development,Technology,IT,6.27,0.25
2034,Software Development,Technology,IT,2.41,0.11
2035,HealthTech,Technology,IT,5.82,0.12
2036,Data Science,Technology,IT,22.46,0.78
2037,Cloud Computing,Technology,IT,15.22,0.06
2038,Cloud Computing,Technology,IT,13.88,0.61
2039,Cloud Computing,Technology,IT,18.71,0.23
2040,Data Science,Technology,IT,5.66,0.74
2041,HealthTech,Technology,IT,11.33,0.86
2042,Cloud Computing,Technology,IT,17.63,0.41
2043,Cloud Computing,Technology,IT,5.33,0.53
2044,FinTech,Technology,IT,4.59,0.22
2045,Cloud Computing,Technology,IT,7.38,0.18
2046,Cybersecurity,Technology,IT,2.23,0.35
2047,Software Development,Technology,IT,19.81,1.0
2048,FinTech,Technology,IT,7.7,0.79
2049,Cybersecurity,Technology,IT,24.46,0.19
2050,Software Development,Technology,IT,8.46,0.8
2051,HealthTech,Technology,IT,2.11,0.06
2052,FinTech,Technology,IT,4.5,0.89
2053,Software Development,Technology,IT,17.35,0.34
2054,HealthTech,Technology,IT,3.73,0.21
2055,FinTech,Technology,IT,20.99,0.74
2056,Software Development,Technology,IT,15.98,0.24
2057,Software Development,Technology,IT,7.14,0.69
2058,Software Development,Technology,IT,3.23,0.07
2059,Data Science,Technology,IT,22.09,0.14
2060,Software Development,Technology,IT,17.82,0.04
2061,FinTech,Technology,IT,17.23,0.81
2062,HealthTech,Technology,IT,7.71,0.63
2063,FinTech,Technology,IT,13.75,0.49
2064,Cybersecurity,Technology,IT,21.46,0.81
2065,FinTech,Technology,IT,17.62,0.57
2066,FinTech,Technology,IT,17.36,0.64
2067,Cybersecurity,Technology,IT,6.68,0.26
2068,FinTech,Technology,IT,21.65,0.45
2069,HealthTech,Technology,IT,7.85,0.13
2070,FinTech,Technology,IT,15.51,0.86
2071,HealthTech,Technology,IT,22.97,0.36
2072,Cybersecurity,Technology,IT,6.08,0.38
2073,Cloud Computing,Technology,IT,7.49,0.15
2074,Data Science,Technology,IT,21.02,0.17
2075,Cloud Computing,Technology,IT,24.23,0.03
2076,Data Science,Technology,IT,5.5,0.65
2077,Software Development,Technology,IT,3.52,0.03
2078,Data Science,Technology,IT,5.17,0.3
2079,Data Science,Technology,IT,19.57,0.48
2080,HealthTech,Technology,IT,2.44,0.67
2081,Software Development,Technology,IT,11.8,0.05
2082,FinTech,Technology,IT,13.94,0.15
2083,HealthTech,Technology,IT,7.1,0.76
2084,HealthTech,Technology,IT,7.6,0.83
2085,Software Development,Technology,IT,7.77,0.77
2086,Cybersecurity,Technology,IT,20.06,0.42
2087,HealthTech,Technology,IT,2.32,0.67
2088,Software Development,Technology,IT,17.99,0.44
2089,FinTech,Technology,IT,21.4,0.66
2090,Software Development,Technology,IT,19.1,0.62
2091,HealthTech,Technology,IT,5.5,0.25
2092,HealthTech,Technology,IT,14.6,0.75
2093,HealthTech,Technology,IT,9.11,0.32
2094,Cybersecurity,Technology,IT,8.09,0.59
2095,Software Development,Technology,IT,24.39,0.01
2096,FinTech,Technology,IT,4.92,0.23
2097,Data Science,Technology,IT,19.3,0.1
2098,Software Development,Technology,IT,23.73,0.91
2099,Cybersecurity,Technology,IT,23.66,0.62
2100,HealthTech,Technology,IT,15.47,0.82
2101,Cloud Computing,Technology,IT,11.6,0.97
2102,Software Development,Technology,IT,5.12,0.83
2103,HealthTech,Technology,IT,24.68,0.84
2104,Cloud Computing,Technology,IT,9.06,0.53
2105,HealthTech,Technology,IT,21.36,0.86
2106,Cybersecurity,Technology,IT,20.65,0.23
2107,Cybersecurity,Technology,IT,24.46,0.42
2108,HealthTech,Technology,IT,16.38,0.29
2109,Cloud Computing,Technology,IT,12.13,0.61
2110,Data Science,Technology,IT,13.83,0.52
2111,Software Development,Technology,IT,3.49,0.79
2112,Cloud Computing,Technology,IT,17.87,0.93
2113,Software Development,Technology,IT,23.51,0.01
2114,Data Science,Technology,IT,4.59,0.59
2115,Data Science,Technology,IT,2.81,0.81
2116,Cybersecurity,Technology,IT,7.68,0.07
2117,Software Development,Technology,IT,22.28,0.17
2118,Data Science,Technology,IT,18.9,0.99
2119,Software Development,Technology,IT,4.85,0.45
2120,Cybersecurity,Technology,IT,22.57,0.71
2121,Cybersecurity,Technology,IT,10.93,0.9
2122,FinTech,Technology,IT,18.35,0.11
2123,Data Science,Technology,IT,13.65,0.61
2124,Cybersecurity,Technology,IT,17.03,0.29
2125,FinTech,Technology,IT,6.03,0.4
2126,Cloud Computing,Technology,IT,2.64,0.49
2127,Software Development,Technology,IT,4.14,0.9
2128,FinTech,Technology,IT,4.56,0.95
2129,Software Development,Technology,IT,12.35,0.24
2130,Cybersecurity,Technology,IT,24.22,0.03
2131,Software Development,Technology,IT,9.02,0.36
2132,Software Development,Technology,IT,21.79,0.71
2133,Cloud Computing,Technology,IT,22.41,0.2
2134,Data Science,Technology,IT,2.61,0.85
2135,Cloud Computing,Technology,IT,17.26,0.6
2136,Cybersecurity,Technology,IT,4.23,0.13
2137,HealthTech,Technology,IT,22.37,0.67
2138,Cybersecurity,Technology,IT,14.62,0.96
2139,Cybersecurity,Technology,IT,22.58,0.18
2140,Software Development,Technology,IT,4.47,0.85
2141,Data Science,Technology,IT,10.09,0.15
2142,Cloud Computing,Technology,IT,19.89,0.17
2143,HealthTech,Technology,IT,24.86,0.16
2144,FinTech,Technology,IT,16.02,0.62
2145,Data Science,Technology,IT,20.23,0.16
2146,HealthTech,Technology,IT,14.39,0.91
2147,FinTech,Technology,IT,15.25,0.88
2148,HealthTech,Technology,IT,5.87,0.81
2149,HealthTech,Technology,IT,15.46,0.53
2150,Data Science,Technology,IT,15.42,0.97
2151,Cloud Computing,Technology,IT,14.66,0.73
2152,Software Development,Technology,IT,20.14,0.56
2153,Software Development,Technology,IT,3.3,0.76
2154,FinTech,Technology,IT,2.79,0.92
2155,Cloud Computing,Technology,IT,16.87,0.06
2156,FinTech,Technology,IT,5.14,0.59
2157,Cloud Computing,Technology,IT,16.75,0.99
2158,Cloud Computing,Technology,IT,15.38,0.76
2159,HealthTech,Technology,IT,7.59,0.29
2160,Cloud Computing,Technology,IT,11.77,0.23
2161,Cloud Computing,Technology,IT,19.56,0.83
2162,FinTech,Technology,IT,17.91,0.54
2163,HealthTech,Technology,IT,24.27,0.86
2164,HealthTech,Technology,IT,12.84,0.1
2165,Cybersecurity,Technology,IT,9.95,0.42
2166,Cloud Computing,Technology,IT,14.89,0.81
2167,Cloud Computing,Technology,IT,7.25,0.45
2168,FinTech,Technology,IT,5.44,0.97
2169,Cybersecurity,Technology,IT,23.0,0.12
2170,Cybersecurity,Technology,IT,9.9,0.64
2171,FinTech,Technology,IT,3.92,0.17
2172,Software Development,Technology,IT,16.35,0.09
2173,Software Development,Technology,IT,8.63,0.81
2174,FinTech,Technology,IT,4.15,0.84
2175,Cybersecurity,Technology,IT,19.99,0.85
2176,Cloud Computing,Technology,IT,21.74,0.06
2177,Data Science,Technology,IT,3.05,0.52
2178,FinTech,Technology,IT,10.98,0.99
2179,Software Development,Technology,IT,14.25,0.91
2180,HealthTech,Technology,IT,5.85,0.19
2181,FinTech,Technology,IT,14.42,0.91
2182,Data Science,Technology,IT,2.97,0.78
2183,Cloud Computing,Technology,IT,21.53,0.77
2184,FinTech,Technology,IT,12.77,0.69
2185,Data Science,Technology,IT,19.6,0.53
2186,Cybersecurity,Technology,IT,16.1,0.81
2187,Cybersecurity,Technology,IT,18.35,0.21
2188,FinTech,Technology,IT,13.2,0.87
2189,FinTech,Technology,IT,11.97,0.51
2190,FinTech,Technology,IT,5.85,0.54
2191,Cybersecurity,Technology,IT,6.99,0.27
2192,Software Development,Technology,IT,8.29,0.67
2193,Data Science,Technology,IT,19.37,0.62
2194,Cloud Computing,Technology,IT,18.48,0.5
2195,FinTech,Technology,IT,22.02,0.05
2196,Cloud Computing,Technology,IT,12.15,0.19
2197,Software Development,Technology,IT,17.15,0.16
2198,FinTech,Technology,IT,14.52,0.68
2199,HealthTech,Technology,IT,16.0,0.01
2200,HealthTech,Technology,IT,11.03,0.19
2201,Cloud Computing,Technology,IT,4.83,0.24
2202,Software Development,Technology,IT,12.93,0.86
2203,Cloud Computing,Technology,IT,20.64,0.69
2204,Data Science,Technology,IT,7.56,0.25
2205,Software Development,Technology,IT,17.69,0.4
2206,Cloud Computing,Technology,IT,2.98,0.37
2207,Software Development,Technology,IT,8.49,0.1
2208,HealthTech,Technology,IT,2.57,0.69
2209,Data Science,Technology,IT,19.09,0.86
2210,FinTech,Technology,IT,17.7,0.91
2211,Data Science,Technology,IT,20.49,0.68
2212,Data Science,Technology,IT,21.87,0.51
2213,FinTech,Technology,IT,8.61,0.77
2214,Data Science,Technology,IT,14.99,0.49
2215,HealthTech,Technology,IT,21.11,0.85
2216,Software Development,Technology,IT,9.98,0.56
2217,Cybersecurity,Technology,IT,5.39,0.26
2218,Data Science,Technology,IT,21.48,0.41
2219,FinTech,Technology,IT,8.78,0.45
2220,Cloud Computing,Technology,IT,20.26,0.95
2221,Software Development,Technology,IT,10.36,0.72
2222,Cloud Computing,Technology,IT,12.83,0.37
2223,HealthTech,Technology,IT,5.2,0.45
2224,FinTech,Technology,IT,15.51,0.39
2225,Cybersecurity,Technology,IT,9.54,0.37
2226,Cloud Computing,Technology,IT,24.15,0.97
2227,HealthTech,Technology,IT,2.97,0.17
2228,HealthTech,Technology,IT,13.47,0.9
2229,Software Development,Technology,IT,21.16,0.03
2230,FinTech,Technology,IT,23.07,0.62
2231,Data Science,Technology,IT,4.39,0.33
2232,HealthTech,Technology,IT,24.51,0.39
2233,HealthTech,Technology,IT,15.61,0.85
2234,FinTech,Technology,IT,12.44,0.07
2235,Cloud Computing,Technology,IT,16.52,0.63
2236,Cloud Computing,Technology,IT,19.86,0.61
2237,FinTech,Technology,IT,21.59,0.4
2238,Cloud Computing,Technology,IT,9.28,0.77
2239,Software Development,Technology,IT,21.38,0.3
2240,Data Science,Technology,IT,15.94,0.29
2241,FinTech,Technology,IT,2.42,0.64
2242,Software Development,Technology,IT,9.45,0.19
2243,Cloud Computing,Technology,IT,8.08,0.57
2244,HealthTech,Technology,IT,24.32,0.47
2245,Cloud Computing,Technology,IT,8.84,0.45
2246,FinTech,Technology,IT,9.77,0.75
2247,Data Science,Technology,IT,9.25,0.95
2248,HealthTech,Technology,IT,15.83,0.61
2249,Cloud Computing,Technology,IT,8.89,0.38
2250,Data Science,Technology,IT,24.49,0.72
2251,Cybersecurity,Technology,IT,6.08,0.45
2252,Data Science,Technology,IT,13.07,0.74
2253,HealthTech,Technology,IT,2.1,0.03
2254,Data Science,Technology,IT,21.63,0.3
2255,Software Development,Technology,IT,3.0,0.75
2256,FinTech,Technology,IT,7.57,0.99
2257,Data Science,Technology,IT,4.54,0.6
2258,Data Science,Technology,IT,21.35,0.17
2259,Cloud Computing,Technology,IT,20.57,0.36
2260,HealthTech,Technology,IT,20.45,0.44
2261,Software Development,Technology,IT,7.49,0.56
2262,HealthTech,Technology,IT,12.2,0.73
2263,HealthTech,Technology,IT,12.86,0.66
2264,Cybersecurity,Technology,IT,7.53,1.0
2265,HealthTech,Technology,IT,13.53,0.3
2266,Data Science,Technology,IT,22.0,0.93
2267,Software Development,Technology,IT,10.31,0.25
2268,Software Development,Technology,IT,16.14,0.8
2269,Cybersecurity,Technology,IT,12.14,0.62
2270,Cloud Computing,Technology,IT,22.01,0.77
2271,Software Development,Technology,IT,16.01,0.19
2272,HealthTech,Technology,IT,19.25,0.2
2273,Data Science,Technology,IT,19.7,0.09
2274,Cloud Computing,Technology,IT,10.88,0.58
2275,Cybersecurity,Technology,IT,20.77,0.86
2276,Data Science,Technology,IT,15.86,0.73
2277,Cybersecurity,Technology,IT,7.98,0.4
2278,Software Development,Technology,IT,22.07,0.26
2279,Cybersecurity,Technology,IT,13.68,0.25
2280,FinTech,Technology,IT,8.69,0.77
2281,Software Development,Technology,IT,15.48,0.07
2282,FinTech,Technology,IT,3.62,0.47
2283,HealthTech,Technology,IT,23.09,0.68
2284,HealthTech,Technology,IT,2.64,0.32
2285,Cloud Computing,Technology,IT,20.06,0.63
2286,Data Science,Technology,IT,2.26,0.96
2287,Cloud Computing,Technology,IT,24.82,0.11
2288,Cloud Computing,Technology,IT,8.04,0.38
2289,Data Science,Technology,IT,3.84,0.13
2290,HealthTech,Technology,IT,3.52,0.17
2291,Cloud Computing,Technology,IT,5.86,0.03
2292,Data Science,Technology,IT,19.45,0.3
2293,HealthTech,Technology,IT,3.38,0.73
2294,Data Science,Technology,IT,13.31,0.45
2295,FinTech,Technology,IT,19.25,0.66
2296,Data Science,Technology,IT,4.47,0.14
2297,Software Development,Technology,IT,23.39,0.48
2298,Cloud Computing,Technology,IT,21.54,0.13
2299,HealthTech,Technology,IT,17.17,0.36
2300,HealthTech,Technology,IT,7.72,0.42
2301,FinTech,Technology,IT,5.53,0.29
2302,FinTech,Technology,IT,7.01,0.53
2303,HealthTech,Technology,IT,3.3,0.91
2304,Cybersecurity,Technology,IT,14.15,0.89
2305,FinTech,Technology,IT,12.68,0.07
2306,FinTech,Technology,IT,23.12,0.14
2307,HealthTech,Technology,IT,22.78,0.88
2308,Software Development,Technology,IT,18.21,0.52
2309,FinTech,Technology,IT,14.9,0.49
2310,Data Science,Technology,IT,19.16,0.98
2311,HealthTech,Technology,IT,23.85,0.06
2312,Data Science,Technology,IT,12.94,0.97
2313,Data Science,Technology,IT,4.02,0.72
2314,FinTech,Technology,IT,17.58,0.95
2315,Data Science,Technology,IT,7.38,0.84
2316,FinTech,Technology,IT,4.01,0.29
2317,Software Development,Technology,IT,9.59,0.38
2318,Cybersecurity,Technology,IT,18.21,0.03
2319,Cybersecurity,Technology,IT,17.91,0.09
2320,HealthTech,Technology,IT,21.94,0.31
2321,Cloud Computing,Technology,IT,4.26,0.32
2322,Cybersecurity,Technology,IT,16.41,0.82
2323,Data Science,Technology,IT,2.66,0.34
2324,FinTech,Technology,IT,10.93,0.66
2325,Cybersecurity,Technology,IT,5.19,0.93
2326,HealthTech,Technology,IT,2.3,0.7
2327,Cybersecurity,Technology,IT,4.05,0.68
2328,Data Science,Technology,IT,12.96,0.56
2329,Cybersecurity,Technology,IT,9.44,0.02
2330,Software Development,Technology,IT,6.61,0.72
2331,FinTech,Technology,IT,22.51,0.33
2332,Cybersecurity,Technology,IT,19.57,0.3
2333,Data Science,Technology,IT,17.37,0.45
2334,Cloud Computing,Technology,IT,11.7,0.43
2335,FinTech,Technology,IT,7.57,0.31
2336,FinTech,Technology,IT,14.02,0.14
2337,Software Development,Technology,IT,6.02,0.58
2338,FinTech,Technology,IT,3.99,0.01
2339,HealthTech,Technology,IT,20.67,0.1
2340,HealthTech,Technology,IT,22.53,0.73
2341,Cloud Computing,Technology,IT,9.31,0.26
2342,HealthTech,Technology,IT,16.51,0.67
2343,Data Science,Technology,IT,4.26,0.42
2344,Cybersecurity,Technology,IT,8.79,0.6
2345,FinTech,Technology,IT,11.37,0.36
2346,HealthTech,Technology,IT,7.7,0.39
2347,FinTech,Technology,IT,7.15,0.21
2348,FinTech,Technology,IT,6.13,0.38
2349,HealthTech,Technology,IT,10.89,0.17
2350,Cloud Computing,Technology,IT,19.29,0.78
2351,FinTech,Technology,IT,13.81,0.25
2352,FinTech,Technology,IT,20.31,0.23
2353,Software Development,Technology,IT,19.59,0.4
2354,Software Development,Technology,IT,13.69,0.59
2355,Data Science,Technology,IT,15.58,0.91
2356,FinTech,Technology,IT,23.43,0.56
2357,Software Development,Technology,IT,14.28,0.11
2358,Software Development,Technology,IT,9.21,0.8
2359,Software Development,Technology,IT,24.15,0.06
2360,FinTech,Technology,IT,24.94,0.14
2361,HealthTech,Technology,IT,10.15,0.14
2362,Cloud Computing,Technology,IT,17.19,0.59
2363,Software Development,Technology,IT,23.52,0.11
2364,Data Science,Technology,IT,25.0,0.04
2365,Cybersecurity,Technology,IT,19.06,0.23
2366,FinTech,Technology,IT,4.61,0.28
2367,HealthTech,Technology,IT,12.83,0.08
2368,Cybersecurity,Technology,IT,17.62,0.53
2369,HealthTech,Technology,IT,5.63,0.69
2370,Cybersecurity,Technology,IT,21.79,0.99
2371,Software Development,Technology,IT,18.94,0.71
2372,FinTech,Technology,IT,19.17,0.21
2373,Software Development,Technology,IT,24.95,0.79
2374,HealthTech,Technology,IT,20.46,0.5
2375,Cybersecurity,Technology,IT,6.49,0.78
2376,Data Science,Technology,IT,21.72,0.08
2377,Data Science,Technology,IT,14.66,0.91
2378,Data Science,Technology,IT,4.2,0.53
2379,Data Science,Technology,IT,13.5,0.15
2380,Cybersecurity,Technology,IT,24.3,0.02
2381,Cloud Computing,Technology,IT,11.98,0.87
2382,Cybersecurity,Technology,IT,18.37,0.89
2383,Data Science,Technology,IT,17.83,0.62
2384,FinTech,Technology,IT,8.12,0.35
2385,Software Development,Technology,IT,4.35,0.95
2386,FinTech,Technology,IT,14.19,0.89
2387,Data Science,Technology,IT,19.3,0.11
2388,FinTech,Technology,IT,15.45,0.01
2389,Cybersecurity,Technology,IT,11.81,0.72
2390,FinTech,Technology,IT,6.82,0.32
2391,Data Science,Technology,IT,20.0,0.59
2392,HealthTech,Technology,IT,17.43,0.12
2393,Data Science,Technology,IT,21.1,0.95
2394,Software Development,Technology,IT,21.53,0.96
2395,Software Development,Technology,IT,2.33,0.77
2396,Data Science,Technology,IT,22.08,0.54
2397,HealthTech,Technology,IT,23.47,0.14
2398,Software Development,Technology,IT,21.54,0.73
2399,HealthTech,Technology,IT,20.7,0.86
2400,Cloud Computing,Technology,IT,24.5,0.77
2401,FinTech,Technology,IT,19.75,0.57
2402,Cybersecurity,Technology,IT,4.75,0.21
2403,Data Science,Technology,IT,6.84,0.75
2404,Cloud Computing,Technology,IT,9.04,0.58
2405,Software Development,Technology,IT,16.44,0.36
2406,HealthTech,Technology,IT,18.61,0.9
2407,FinTech,Technology,IT,15.7,0.11
2408,Software Development,Technology,IT,14.71,0.81
2409,Cloud Computing,Technology,IT,4.76,0.44
2410,FinTech,Technology,IT,17.84,0.95
2411,Software Development,Technology,IT,23.05,0.75
2412,Cloud Computing,Technology,IT,18.42,0.16
2413,Cybersecurity,Technology,IT,9.11,0.27
