keyword_id,role_id,keyword,keyword_type,frequency_weight,is_primary_keyword,keyword_category,synonym_group_id
3675,8165,microservices,technical,0.36,False,tool,527
3676,46865,data pipeline,technical,0.82,False,tool,1834
3677,26664,frontend,technical,0.68,False,tool,274
3678,28705,api,technical,0.76,False,tool,1662
3679,32819,data pipeline,technical,0.99,True,tool,1908
3680,45648,api,technical,0.38,False,tool,423
3681,31303,cloud,technical,0.51,False,tool,1655
3682,8293,testing,technical,0.78,True,tool,1941
3683,21922,ci/cd,technical,0.43,True,tool,311
3684,30872,data pipeline,technical,0.86,True,tool,233
3685,6131,frontend,technical,0.66,False,tool,102
3686,13732,microservices,technical,0.19,False,tool,545
3687,3337,ci/cd,technical,0.87,False,tool,844
3688,15017,api,technical,0.58,False,tool,1624
3689,21607,cloud,technical,1.0,False,tool,776
3690,21485,backend,technical,0.8,False,tool,1788
3691,20337,backend,technical,0.17,False,tool,302
3692,36437,testing,technical,0.18,True,tool,3
3693,31080,data pipeline,technical,0.89,False,tool,134
3694,30645,frontend,technical,0.13,False,tool,1827
3695,26499,microservices,technical,0.22,True,tool,1501
3696,42164,cloud,technical,0.63,False,tool,1615
3697,29961,microservices,technical,0.04,True,tool,870
3698,26486,cloud,technical,0.49,True,tool,1237
3699,3862,api,technical,0.3,False,tool,375
3700,2581,microservices,technical,0.79,False,tool,653
3701,39087,testing,technical,0.48,False,tool,1110
3702,22529,microservices,technical,0.82,False,tool,1815
3703,19598,ci/cd,technical,0.13,True,tool,286
3704,38558,cloud,technical,0.33,False,tool,1794
3705,36247,data pipeline,technical,0.87,True,tool,913
3706,33332,ml model,technical,0.4,False,tool,771
3707,37026,testing,technical,0.43,True,tool,1428
3708,16395,ci/cd,technical,0.41,True,tool,327
3709,18753,microservices,technical,0.21,True,tool,990
3710,15342,ml model,technical,0.06,True,tool,398
3711,36709,ci/cd,technical,0.35,False,tool,108
3712,13029,ci/cd,technical,0.21,True,tool,382
3713,46468,data pipeline,technical,0.41,True,tool,1275
3714,42001,api,technical,0.91,True,tool,275
3715,9750,ml model,technical,0.56,True,tool,1813
3716,3603,ci/cd,technical,0.93,False,tool,729
3717,20941,cloud,technical,0.98,True,tool,1753
3718,7753,backend,technical,0.52,True,tool,177
3719,16920,ci/cd,technical,0.38,False,tool,3
3720,15561,api,technical,0.8,False,tool,1929
3721,15695,backend,technical,0.9,True,tool,992
3722,47973,data pipeline,technical,0.62,False,tool,1706
3723,24756,ml model,technical,0.87,False,tool,1278
3724,43471,cloud,technical,0.79,True,tool,1779
3725,45640,backend,technical,0.45,False,tool,559
3726,17693,testing,technical,0.11,False,tool,440
3727,40451,frontend,technical,0.03,False,tool,1349
3728,92,microservices,technical,0.82,False,tool,55
3729,29149,backend,technical,0.9,True,tool,289
3730,27637,frontend,technical,0.41,False,tool,1927
3731,48802,backend,technical,0.6,True,tool,263
3732,10011,data pipeline,technical,0.13,True,tool,1222
3733,17768,api,technical,0.19,False,tool,417
3734,67,ml model,technical,0.5,True,tool,1432
3735,15250,backend,technical,0.67,False,tool,1096
3736,9192,cloud,technical,0.94,False,tool,1859
3737,37724,ml model,technical,0.14,True,tool,10
3738,12669,ci/cd,technical,0.49,False,tool,412
3739,17082,data pipeline,technical,0.18,False,tool,146
3740,48499,microservices,technical,0.78,True,tool,1324
3741,29771,ci/cd,technical,0.14,False,tool,1734
3742,2321,ci/cd,technical,0.73,False,tool,591
3743,20241,testing,technical,0.02,False,tool,436
3744,23353,ml model,technical,0.79,True,tool,966
3745,27897,cloud,technical,0.51,False,tool,630
3746,17504,testing,technical,0.26,True,tool,743
3747,19110,ci/cd,technical,0.05,True,tool,710
3748,28834,ml model,technical,0.35,False,tool,1397
3749,32995,ml model,technical,0.4,True,tool,925
3750,21318,ci/cd,technical,1.0,True,tool,1150
3751,37214,ml model,technical,0.22,True,tool,1518
3752,47499,frontend,technical,0.24,True,tool,885
3753,20541,microservices,technical,0.2,False,tool,337
3754,11504,data pipeline,technical,0.87,True,tool,847
3755,9958,microservices,technical,0.66,True,tool,237
3756,18465,testing,technical,0.61,False,tool,361
3757,1290,microservices,technical,0.47,False,tool,1932
3758,23211,ci/cd,technical,0.73,True,tool,662
3759,31117,data pipeline,technical,0.56,False,tool,639
3760,43407,testing,technical,0.51,True,tool,1051
3761,30640,data pipeline,technical,0.37,True,tool,1742
3762,48797,data pipeline,technical,0.53,True,tool,620
3763,25273,microservices,technical,0.64,False,tool,212
3764,47068,cloud,technical,0.0,False,tool,1136
3765,26144,backend,technical,0.04,False,tool,516
3766,25100,frontend,technical,0.51,False,tool,724
3767,11074,ci/cd,technical,0.2,False,tool,1357
3768,14049,testing,technical,0.3,False,tool,89
3769,30088,api,technical,0.95,False,tool,1618
3770,12645,backend,technical,0.86,False,tool,1815
3771,29020,data pipeline,technical,0.33,True,tool,565
3772,44666,frontend,technical,0.07,True,tool,1592
3773,16252,ci/cd,technical,0.8,True,tool,1150
3774,4879,testing,technical,0.81,False,tool,519
3775,39544,backend,technical,0.6,True,tool,636
3776,30953,frontend,technical,0.71,False,tool,92
3777,23006,api,technical,0.82,True,tool,881
3778,17855,api,technical,0.59,True,tool,662
3779,3240,testing,technical,0.26,False,tool,391
3780,43302,backend,technical,0.1,True,tool,1463
3781,3867,cloud,technical,0.24,False,tool,192
3782,6370,data pipeline,technical,0.31,True,tool,383
3783,17965,ci/cd,technical,0.56,False,tool,420
3784,24310,ml model,technical,0.23,True,tool,1661
3785,11355,testing,technical,0.47,False,tool,1996
3786,48909,microservices,technical,0.34,False,tool,1857
3787,20389,data pipeline,technical,0.79,False,tool,352
3788,19631,frontend,technical,0.31,True,tool,1136
3789,15502,cloud,technical,0.83,True,tool,16
3790,37228,microservices,technical,0.24,False,tool,928
3791,19901,ml model,technical,0.22,True,tool,1353
3792,45871,frontend,technical,0.33,False,tool,1601
3793,39431,frontend,technical,0.67,True,tool,760
3794,5509,microservices,technical,0.25,False,tool,342
3795,49338,frontend,technical,0.02,False,tool,450
3796,17585,cloud,technical,0.22,True,tool,914
3797,649,frontend,technical,0.54,False,tool,1932
3798,30525,api,technical,0.73,True,tool,851
3799,43410,frontend,technical,0.53,True,tool,660
3800,30878,ml model,technical,0.58,False,tool,319
3801,12844,ci/cd,technical,0.05,True,tool,1872
3802,48637,backend,technical,0.36,True,tool,911
3803,48301,ci/cd,technical,0.52,True,tool,699
3804,16861,microservices,technical,0.23,False,tool,1157
3805,35542,cloud,technical,0.5,False,tool,1924
3806,475,ci/cd,technical,0.21,True,tool,532
3807,21515,backend,technical,0.06,True,tool,1094
3808,28223,ci/cd,technical,0.72,False,tool,1318
3809,15885,api,technical,0.73,True,tool,1229
3810,1935,cloud,technical,0.83,False,tool,1787
3811,43635,testing,technical,0.45,True,tool,1259
3812,19754,data pipeline,technical,0.42,True,tool,457
3813,9480,ml model,technical,0.09,False,tool,87
3814,20871,data pipeline,technical,0.87,False,tool,1758
3815,36871,testing,technical,0.65,True,tool,1792
3816,1512,data pipeline,technical,0.54,False,tool,1277
3817,25599,api,technical,0.11,True,tool,429
3818,18628,frontend,technical,0.28,False,tool,1508
3819,14668,api,technical,0.11,True,tool,1581
3820,12379,backend,technical,0.13,False,tool,1244
3821,1848,microservices,technical,0.55,True,tool,1116
3822,34774,ml model,technical,0.99,False,tool,1252
3823,7389,microservices,technical,0.57,True,tool,1256
3824,30623,testing,technical,0.16,True,tool,203
3825,6715,ci/cd,technical,0.04,False,tool,66
3826,653,microservices,technical,0.29,True,tool,917
3827,25241,frontend,technical,0.59,False,tool,740
3828,36406,microservices,technical,0.12,True,tool,40
3829,4444,api,technical,0.62,True,tool,990
3830,4575,testing,technical,0.37,False,tool,1771
3831,36848,data pipeline,technical,0.34,True,tool,251
3832,19754,testing,technical,0.32,True,tool,911
3833,22194,backend,technical,0.0,False,tool,926
3834,10300,microservices,technical,0.14,True,tool,1787
3835,41280,microservices,technical,0.77,False,tool,322
3836,34964,microservices,technical,0.56,True,tool,509
3837,43146,backend,technical,0.7,False,tool,578
3838,6545,cloud,technical,0.44,True,tool,479
3839,27932,api,technical,0.8,False,tool,705
3840,29657,cloud,technical,0.84,True,tool,209
3841,28681,ci/cd,technical,0.69,False,tool,1290
3842,17309,ml model,technical,0.87,False,tool,912
3843,39451,data pipeline,technical,0.15,True,tool,917
3844,5975,microservices,technical,0.44,True,tool,1251
3845,19148,ml model,technical,0.24,True,tool,495
3846,32146,data pipeline,technical,0.82,False,tool,639
3847,1864,microservices,technical,0.57,True,tool,1481
3848,1056,ci/cd,technical,0.54,False,tool,583
3849,3266,ci/cd,technical,0.69,False,tool,150
3850,33699,frontend,technical,0.56,False,tool,882
3851,40449,api,technical,0.43,False,tool,86
3852,39209,data pipeline,technical,0.05,False,tool,267
3853,47267,microservices,technical,0.19,True,tool,1726
3854,44433,testing,technical,0.83,False,tool,1418
3855,9991,testing,technical,0.97,False,tool,1443
3856,17217,api,technical,0.1,True,tool,1823
3857,8228,ml model,technical,1.0,False,tool,642
3858,42715,data pipeline,technical,0.04,True,tool,685
3859,17774,ci/cd,technical,0.17,True,tool,350
3860,6009,cloud,technical,0.74,False,tool,248
3861,9986,api,technical,0.36,False,tool,616
3862,35635,backend,technical,0.18,True,tool,255
3863,29750,cloud,technical,0.78,True,tool,819
3864,37568,backend,technical,0.04,False,tool,787
3865,7366,ci/cd,technical,0.8,True,tool,1226
3866,9659,api,technical,0.68,False,tool,963
3867,21907,frontend,technical,0.96,False,tool,341
3868,47326,cloud,technical,0.6,False,tool,1144
3869,38917,backend,technical,0.7,False,tool,563
3870,24070,backend,technical,0.76,False,tool,1447
3871,29811,api,technical,0.74,False,tool,574
3872,38912,ci/cd,technical,0.05,True,tool,1586
3873,8079,cloud,technical,0.11,False,tool,255
3874,14622,ml model,technical,0.06,False,tool,1667
3875,20034,cloud,technical,0.05,False,tool,1351
3876,1190,api,technical,0.6,False,tool,1085
3877,1367,cloud,technical,0.34,False,tool,804
3878,41512,ci/cd,technical,0.3,True,tool,586
3879,20029,ci/cd,technical,0.95,True,tool,781
3880,31631,frontend,technical,0.04,True,tool,855
3881,30028,backend,technical,0.75,False,tool,425
3882,20409,backend,technical,0.96,False,tool,639
3883,32935,backend,technical,0.13,True,tool,926
3884,33283,frontend,technical,0.68,False,tool,803
3885,45510,ci/cd,technical,0.48,False,tool,307
3886,5802,cloud,technical,0.39,False,tool,528
3887,27308,data pipeline,technical,0.27,False,tool,1858
3888,43845,microservices,technical,0.81,False,tool,212
3889,23150,cloud,technical,0.39,True,tool,1442
3890,10928,cloud,technical,0.67,False,tool,1681
3891,12794,frontend,technical,0.83,True,tool,1422
3892,43841,microservices,technical,0.01,True,tool,1509
3893,38823,ci/cd,technical,0.68,True,tool,1982
3894,165,ml model,technical,1.0,True,tool,571
3895,4853,microservices,technical,0.88,False,tool,232
3896,36362,backend,technical,0.15,False,tool,291
3897,47751,ml model,technical,0.41,True,tool,1171
3898,43983,api,technical,0.34,True,tool,1634
3899,3690,data pipeline,technical,0.95,False,tool,1847
3900,48478,api,technical,0.25,False,tool,1269
3901,31337,ci/cd,technical,0.69,False,tool,1303
3902,47771,microservices,technical,0.39,False,tool,399
3903,3704,backend,technical,0.54,False,tool,749
3904,3112,backend,technical,0.57,True,tool,978
3905,28358,testing,technical,0.43,False,tool,1227
3906,33044,microservices,technical,0.7,True,tool,724
3907,24795,microservices,technical,0.68,True,tool,666
3908,31531,cloud,technical,0.43,False,tool,802
3909,46938,frontend,technical,0.66,True,tool,1347
3910,5650,ml model,technical,0.61,False,tool,844
3911,12149,microservices,technical,0.98,False,tool,1496
3912,18674,ml model,technical,0.33,True,tool,329
3913,48730,api,technical,0.48,True,tool,912
3914,39225,frontend,technical,0.58,False,tool,1246
3915,2542,cloud,technical,0.77,True,tool,1994
3916,34379,testing,technical,0.32,False,tool,879
3917,36925,ci/cd,technical,0.5,True,tool,1152
3918,12910,ci/cd,technical,0.77,True,tool,421
3919,43060,ci/cd,technical,0.63,True,tool,1221
3920,15804,data pipeline,technical,0.12,True,tool,998
3921,40155,cloud,technical,0.76,True,tool,808
3922,31330,testing,technical,1.0,True,tool,959
3923,47686,microservices,technical,0.27,False,tool,200
3924,40256,data pipeline,technical,0.91,False,tool,1481
3925,7939,api,technical,0.05,True,tool,1012
3926,45325,ml model,technical,0.54,True,tool,1545
3927,26375,data pipeline,technical,0.46,False,tool,1390
3928,13129,cloud,technical,0.14,False,tool,1300
3929,3330,frontend,technical,0.2,True,tool,752
3930,41805,microservices,technical,0.56,False,tool,1495
3931,28473,ci/cd,technical,0.47,True,tool,65
3932,12932,ci/cd,technical,0.04,True,tool,171
3933,27897,frontend,technical,0.23,True,tool,532
3934,19635,data pipeline,technical,0.62,True,tool,1079
3935,17515,data pipeline,technical,0.39,True,tool,1586
3936,22326,data pipeline,technical,0.39,False,tool,1804
3937,26705,testing,technical,0.12,True,tool,1508
3938,1107,testing,technical,0.86,True,tool,433
3939,34854,ci/cd,technical,0.69,False,tool,1157
3940,9318,cloud,technical,0.16,True,tool,726
3941,4115,frontend,technical,0.32,False,tool,94
3942,29160,ml model,technical,0.74,False,tool,688
3943,42304,cloud,technical,0.69,True,tool,1375
3944,9527,frontend,technical,0.57,True,tool,47
3945,39600,api,technical,0.84,False,tool,809
3946,21205,testing,technical,0.22,True,tool,1386
3947,19561,ci/cd,technical,0.64,True,tool,595
3948,49401,testing,technical,0.03,True,tool,1358
3949,40818,data pipeline,technical,0.46,False,tool,1457
3950,41543,microservices,technical,0.43,False,tool,1867
3951,16471,data pipeline,technical,0.14,True,tool,1575
3952,31139,testing,technical,0.84,False,tool,1447
3953,20182,api,technical,0.63,False,tool,1021
3954,42310,backend,technical,0.44,True,tool,592
3955,20175,ml model,technical,0.07,False,tool,846
3956,34457,testing,technical,0.78,False,tool,800
3957,26703,ci/cd,technical,0.51,False,tool,1400
3958,9101,microservices,technical,0.71,False,tool,605
3959,35746,data pipeline,technical,0.54,False,tool,945
3960,35916,testing,technical,0.21,False,tool,791
3961,26298,frontend,technical,0.54,True,tool,563
3962,11547,data pipeline,technical,0.92,False,tool,688
3963,38173,cloud,technical,0.34,True,tool,898
3964,19348,ci/cd,technical,0.69,True,tool,673
3965,13701,testing,technical,0.79,True,tool,1062
3966,38428,api,technical,0.45,True,tool,1044
3967,37411,ml model,technical,0.82,False,tool,859
3968,20916,backend,technical,0.49,False,tool,1684
3969,27085,frontend,technical,0.02,True,tool,221
3970,43079,frontend,technical,0.49,False,tool,1619
3971,10186,data pipeline,technical,0.69,True,tool,1000
3972,20392,backend,technical,0.06,True,tool,1746
3973,49622,testing,technical,0.26,True,tool,615
3974,45747,data pipeline,technical,0.08,False,tool,370
3975,3820,backend,technical,0.21,False,tool,1564
3976,49846,frontend,technical,0.87,False,tool,1256
3977,1223,ci/cd,technical,0.43,False,tool,582
3978,38040,frontend,technical,0.14,True,tool,443
3979,6038,ci/cd,technical,0.16,False,tool,1382
3980,29750,backend,technical,0.63,False,tool,7
3981,43907,data pipeline,technical,0.31,True,tool,779
3982,15706,api,technical,0.48,False,tool,199
3983,19222,data pipeline,technical,0.68,True,tool,1591
3984,45025,ml model,technical,0.01,True,tool,807
3985,46834,data pipeline,technical,0.86,False,tool,541
3986,31915,frontend,technical,0.23,True,tool,1115
3987,7169,ci/cd,technical,0.6,True,tool,853
3988,31711,frontend,technical,0.24,False,tool,988
3989,8286,cloud,technical,0.11,False,tool,830
3990,22933,backend,technical,0.78,False,tool,707
3991,46212,frontend,technical,0.83,True,tool,1736
3992,4136,backend,technical,0.55,False,tool,943
3993,20081,api,technical,0.13,False,tool,1372
3994,16850,frontend,technical,0.55,False,tool,1828
3995,29941,backend,technical,0.52,False,tool,363
3996,47430,ci/cd,technical,0.19,True,tool,75
3997,22187,data pipeline,technical,0.17,True,tool,60
3998,33438,frontend,technical,0.78,True,tool,1484
3999,12299,frontend,technical,0.24,True,tool,93
4000,9457,microservices,technical,0.7,False,tool,1474
4001,19043,testing,technical,0.54,False,tool,1430
4002,40472,backend,technical,0.51,False,tool,1899
4003,13631,backend,technical,0.64,True,tool,1465
4004,26525,ml model,technical,0.2,True,tool,83
4005,22730,backend,technical,0.16,True,tool,1651
4006,46361,ml model,technical,0.38,True,tool,1248
4007,22098,ml model,technical,0.59,True,tool,1569
4008,23755,backend,technical,0.61,False,tool,635
4009,45613,ml model,technical,0.09,False,tool,681
4010,503,cloud,technical,0.35,False,tool,1915
4011,5459,microservices,technical,0.83,True,tool,693
4012,1680,frontend,technical,0.21,True,tool,846
4013,33187,ml model,technical,0.48,False,tool,380
4014,32701,microservices,technical,0.53,True,tool,136
4015,36732,cloud,technical,0.05,False,tool,1994
4016,7594,testing,technical,0.62,False,tool,826
4017,4892,frontend,technical,0.47,True,tool,849
4018,10096,api,technical,0.33,False,tool,670
4019,13720,api,technical,0.8,True,tool,1310
4020,10772,ml model,technical,0.23,True,tool,1217
4021,27006,testing,technical,1.0,True,tool,1540
4022,49944,microservices,technical,0.34,True,tool,1645
4023,6171,api,technical,0.31,False,tool,238
4024,29581,api,technical,0.4,False,tool,835
4025,29647,microservices,technical,0.64,True,tool,116
4026,13237,ci/cd,technical,0.56,False,tool,194
4027,41451,backend,technical,0.32,True,tool,1515
4028,31555,cloud,technical,0.11,False,tool,1462
4029,46333,cloud,technical,0.61,True,tool,1
4030,8732,data pipeline,technical,0.31,False,tool,1418
4031,21737,api,technical,0.44,False,tool,1284
4032,14019,testing,technical,0.89,False,tool,207
4033,48423,frontend,technical,0.78,False,tool,413
4034,9414,ci/cd,technical,0.5,True,tool,76
4035,16090,microservices,technical,0.16,False,tool,64
4036,21637,testing,technical,0.32,False,tool,481
4037,34167,frontend,technical,0.9,False,tool,1654
4038,38248,testing,technical,0.95,True,tool,73
4039,24208,testing,technical,0.91,True,tool,1335
4040,47927,backend,technical,0.92,False,tool,1082
4041,41332,testing,technical,0.79,True,tool,815
4042,45033,ml model,technical,0.88,True,tool,849
4043,42814,ci/cd,technical,0.95,False,tool,1867
4044,33126,ci/cd,technical,0.6,True,tool,481
4045,17884,frontend,technical,0.35,False,tool,95
4046,27635,cloud,technical,0.91,False,tool,249
4047,17080,data pipeline,technical,0.5,True,tool,1778
4048,5468,backend,technical,1.0,True,tool,1632
4049,3018,data pipeline,technical,0.68,True,tool,1212
4050,12393,ml model,technical,0.4,True,tool,1578
4051,44069,ci/cd,technical,0.31,True,tool,1232
4052,41851,api,technical,0.52,True,tool,35
4053,12896,microservices,technical,0.98,False,tool,449
4054,8989,cloud,technical,0.02,False,tool,67
4055,44399,ci/cd,technical,0.17,True,tool,478
4056,41625,ml model,technical,0.06,True,tool,1966
4057,17628,data pipeline,technical,0.64,True,tool,269
4058,36649,microservices,technical,0.51,False,tool,1805
4059,44756,api,technical,0.65,True,tool,1372
4060,31104,cloud,technical,0.8,True,tool,607
4061,27184,microservices,technical,0.13,False,tool,141
4062,37869,cloud,technical,0.55,True,tool,602
4063,1157,data pipeline,technical,0.08,True,tool,975
4064,36325,microservices,technical,0.97,False,tool,1020
4065,49087,data pipeline,technical,0.79,False,tool,1401
4066,1967,testing,technical,0.77,True,tool,348
4067,41564,microservices,technical,0.1,False,tool,361
4068,35444,ci/cd,technical,0.77,False,tool,1443
4069,24402,backend,technical,0.18,False,tool,1012
4070,37325,data pipeline,technical,0.52,True,tool,556
4071,43128,testing,technical,0.46,False,tool,361
4072,27898,backend,technical,0.78,True,tool,715
4073,32226,microservices,technical,0.38,False,tool,1193
4074,31957,cloud,technical,0.94,False,tool,288
4075,45153,frontend,technical,0.39,False,tool,1308
4076,40433,cloud,technical,0.71,True,tool,1519
4077,8330,ml model,technical,0.19,False,tool,1416
4078,49692,testing,technical,0.82,False,tool,1922
4079,35058,microservices,technical,0.65,False,tool,1652
4080,25501,backend,technical,0.68,False,tool,1903
4081,17396,testing,technical,0.72,True,tool,1378
4082,36170,microservices,technical,0.3,True,tool,446
4083,11673,microservices,technical,0.7,False,tool,834
4084,6184,frontend,technical,0.24,True,tool,870
4085,29792,backend,technical,0.09,False,tool,536
4086,41229,ml model,technical,0.0,False,tool,1294
4087,25715,testing,technical,0.48,False,tool,792
4088,9812,ci/cd,technical,0.75,False,tool,827
4089,25429,data pipeline,technical,0.89,True,tool,1666
4090,23933,ci/cd,technical,0.94,False,tool,793
4091,15847,frontend,technical,0.55,True,tool,1323
4092,22493,backend,technical,0.44,False,tool,459
4093,10449,frontend,technical,0.57,False,tool,1329
4094,19954,frontend,technical,0.27,True,tool,290
4095,4298,testing,technical,0.17,True,tool,1075
4096,16023,backend,technical,0.95,True,tool,234
4097,15517,ci/cd,technical,0.02,False,tool,273
4098,503,microservices,technical,0.47,False,tool,296
4099,18397,backend,technical,0.35,False,tool,964
4100,47786,ml model,technical,0.15,True,tool,62
4101,49612,api,technical,0.35,True,tool,86
4102,37863,testing,technical,0.84,True,tool,181
4103,17110,microservices,technical,0.42,False,tool,979
4104,21646,ml model,technical,0.48,True,tool,1570
4105,34047,cloud,technical,0.87,False,tool,289
4106,47821,testing,technical,0.99,True,tool,583
4107,23667,testing,technical,0.87,True,tool,802
4108,31696,ci/cd,technical,0.37,False,tool,42
4109,22430,ci/cd,technical,0.28,False,tool,1562
4110,48316,cloud,technical,0.59,False,tool,1831
4111,44449,data pipeline,technical,0.02,True,tool,1911
4112,46679,api,technical,0.22,False,tool,507
4113,31241,cloud,technical,0.32,True,tool,283
4114,26437,data pipeline,technical,0.68,True,tool,560
4115,22040,ci/cd,technical,0.21,False,tool,1619
4116,14457,cloud,technical,0.79,True,tool,1550
4117,28150,ml model,technical,0.49,True,tool,441
4118,29366,backend,technical,0.82,False,tool,86
4119,17613,backend,technical,0.99,True,tool,1580
4120,32058,ml model,technical,0.34,True,tool,1321
4121,4158,backend,technical,0.49,True,tool,230
4122,17719,microservices,technical,0.46,False,tool,1738
4123,16700,api,technical,0.41,False,tool,1018
4124,39697,testing,technical,0.65,False,tool,1207
4125,47501,backend,technical,0.47,True,tool,1871
4126,4717,testing,technical,0.73,False,tool,817
4127,6149,ml model,technical,0.19,False,tool,1008
4128,7895,frontend,technical,0.3,False,tool,1399
4129,26613,cloud,technical,0.02,True,tool,85
4130,11041,testing,technical,0.59,False,tool,1967
4131,49270,backend,technical,0.54,False,tool,695
4132,3548,microservices,technical,0.97,False,tool,903
4133,21404,ci/cd,technical,0.13,False,tool,818
4134,19736,ml model,technical,0.65,False,tool,31
4135,35507,microservices,technical,0.05,True,tool,1134
4136,22,api,technical,0.02,False,tool,879
4137,29086,frontend,technical,0.48,False,tool,1853
4138,20050,api,technical,0.65,False,tool,1407
4139,9907,backend,technical,0.4,False,tool,1268
4140,29247,data pipeline,technical,0.41,True,tool,189
4141,27659,frontend,technical,0.24,False,tool,995
4142,7037,cloud,technical,0.95,True,tool,360
4143,11354,testing,technical,0.85,False,tool,1051
4144,30154,cloud,technical,0.14,True,tool,1870
4145,29197,ml model,technical,0.85,False,tool,446
4146,21075,microservices,technical,0.59,False,tool,1687
4147,32335,ci/cd,technical,0.48,True,tool,1800
4148,30202,frontend,technical,0.53,True,tool,1732
4149,33554,ml model,technical,0.39,True,tool,1891
4150,27466,backend,technical,0.59,True,tool,1185
4151,13063,api,technical,0.45,True,tool,1806
4152,37024,frontend,technical,0.92,True,tool,744
4153,8639,cloud,technical,0.8,False,tool,1098
4154,17016,backend,technical,0.77,True,tool,271
4155,18486,frontend,technical,0.46,False,tool,1684
4156,3281,data pipeline,technical,0.48,True,tool,582
4157,12757,api,technical,0.64,True,tool,1572
4158,41740,testing,technical,0.84,False,tool,1015
4159,25810,backend,technical,0.46,True,tool,967
4160,28293,data pipeline,technical,0.82,True,tool,1446
4161,29957,backend,technical,0.63,False,tool,534
4162,14780,backend,technical,0.62,False,tool,126
4163,19859,api,technical,0.79,False,tool,1886
4164,39179,cloud,technical,0.96,False,tool,685
4165,10863,cloud,technical,0.78,True,tool,1313
4166,23546,ci/cd,technical,0.54,True,tool,717
4167,16995,data pipeline,technical,0.5,True,tool,1049
4168,41199,cloud,technical,0.34,False,tool,1104
4169,32993,testing,technical,0.43,True,tool,1650
4170,1964,ml model,technical,0.07,False,tool,1586
4171,22836,microservices,technical,0.28,True,tool,78
4172,31682,testing,technical,0.36,True,tool,1157
4173,30998,ci/cd,technical,0.34,False,tool,878
4174,33822,backend,technical,0.26,True,tool,1593
4175,35338,ci/cd,technical,0.38,False,tool,693
4176,45185,api,technical,0.78,True,tool,1648
4177,5889,data pipeline,technical,0.68,False,tool,1117
4178,3826,data pipeline,technical,0.64,False,tool,730
4179,40200,data pipeline,technical,0.43,False,tool,933
4180,10878,backend,technical,0.34,True,tool,223
4181,41488,ci/cd,technical,0.43,True,tool,1942
4182,21969,ci/cd,technical,0.77,False,tool,1509
4183,41360,ci/cd,technical,0.65,True,tool,1581
4184,16825,ml model,technical,0.76,True,tool,1674
4185,8399,ci/cd,technical,0.58,False,tool,569
4186,27095,backend,technical,0.69,True,tool,382
4187,45140,cloud,technical,0.22,True,tool,1455
4188,2923,microservices,technical,0.23,True,tool,1968
4189,45943,frontend,technical,0.05,True,tool,462
4190,10380,ml model,technical,0.03,False,tool,1784
4191,33462,api,technical,0.56,True,tool,1468
4192,24783,ci/cd,technical,0.59,True,tool,1036
4193,27801,cloud,technical,0.71,True,tool,1195
4194,34748,cloud,technical,0.19,True,tool,534
4195,8269,ci/cd,technical,0.0,True,tool,944
4196,23234,ml model,technical,0.05,False,tool,1597
4197,19327,microservices,technical,0.51,True,tool,76
4198,25607,ml model,technical,0.39,True,tool,613
4199,45871,frontend,technical,0.51,True,tool,838
4200,22392,ci/cd,technical,0.99,False,tool,535
4201,36991,frontend,technical,0.78,False,tool,1529
4202,14527,cloud,technical,0.06,False,tool,448
4203,40449,ml model,technical,0.71,True,tool,617
4204,14399,api,technical,0.28,False,tool,1733
4205,11735,api,technical,0.41,True,tool,287
4206,47755,backend,technical,0.42,True,tool,1869
4207,38421,data pipeline,technical,0.62,True,tool,1429
4208,27893,api,technical,0.56,True,tool,903
4209,19908,frontend,technical,0.06,True,tool,770
4210,37879,microservices,technical,0.86,False,tool,726
4211,19324,api,technical,0.53,False,tool,879
4212,14458,backend,technical,0.78,False,tool,1017
4213,26899,frontend,technical,0.61,False,tool,1472
4214,42896,microservices,technical,0.5,False,tool,539
4215,20792,backend,technical,0.71,True,tool,561
4216,21976,ci/cd,technical,0.59,False,tool,1346
4217,40971,microservices,technical,0.01,True,tool,913
4218,1789,backend,technical,0.16,False,tool,1573
4219,36881,frontend,technical,0.45,True,tool,1008
4220,3897,microservices,technical,0.15,True,tool,755
4221,40294,testing,technical,0.41,False,tool,366
4222,39746,testing,technical,0.88,True,tool,1308
4223,25822,cloud,technical,0.7,False,tool,1883
4224,31773,ci/cd,technical,0.31,True,tool,950
4225,38827,api,technical,0.63,False,tool,205
4226,9216,cloud,technical,0.1,True,tool,1877
4227,48834,api,technical,0.66,False,tool,1188
4228,9408,data pipeline,technical,0.03,False,tool,11
4229,2061,cloud,technical,0.19,True,tool,1786
4230,12328,ci/cd,technical,0.92,False,tool,859
4231,45399,frontend,technical,0.66,False,tool,1871
4232,27451,backend,technical,0.09,False,tool,807
4233,206,api,technical,0.14,True,tool,1778
4234,15920,backend,technical,0.69,True,tool,1624
4235,49917,frontend,technical,0.63,True,tool,1119
4236,32913,frontend,technical,0.08,False,tool,1495
4237,18885,microservices,technical,0.23,False,tool,1739
4238,17633,microservices,technical,0.49,True,tool,917
4239,37585,data pipeline,technical,0.23,True,tool,56
4240,6134,ci/cd,technical,0.23,True,tool,679
4241,43175,cloud,technical,0.01,False,tool,1597
4242,27348,frontend,technical,0.26,False,tool,1666
4243,31719,data pipeline,technical,0.64,False,tool,45
