config_id,role_id,skill_weight,experience_weight,keyword_weight,structure_weight,soft_skill_weight,industry_alignment_weight,version,last_updated
3130,653,0.09,0.34,0.72,0.31,0.3,0.65,v1,2026-02-19
3131,259,0.53,0.62,0.88,0.11,0.01,0.97,v1,2026-02-19
3132,742,0.5,0.77,0.55,0.64,0.24,0.69,v1,2026-02-19
3133,363,0.42,0.72,0.03,0.29,0.46,0.4,v1,2026-02-19
3134,409,0.87,0.79,0.53,0.48,0.07,0.06,v1,2026-02-19
3135,211,0.34,0.43,0.93,0.59,0.58,0.58,v1,2026-02-19
3136,777,0.28,0.51,0.18,0.9,0.28,0.46,v1,2026-02-19
3137,368,0.77,0.07,0.59,0.46,0.15,0.73,v1,2026-02-19
3138,950,0.97,0.12,0.08,0.35,0.44,0.32,v1,2026-02-19
3139,693,0.4,0.07,0.59,0.24,0.68,0.03,v1,2026-02-19
3140,898,0.71,0.11,0.24,0.35,0.98,0.86,v1,2026-02-19
3141,32,0.39,0.3,0.34,0.78,0.16,0.69,v1,2026-02-19
3142,606,0.13,0.38,0.21,0.97,0.02,0.98,v1,2026-02-19
3143,262,0.25,0.05,0.83,0.14,0.87,0.24,v1,2026-02-19
3144,890,0.32,0.14,0.12,0.78,0.67,0.97,v1,2026-02-19
3145,785,0.12,0.02,0.79,0.24,0.41,0.59,v1,2026-02-19
3146,673,0.93,0.46,0.1,0.6,0.93,0.39,v1,2026-02-19
3147,767,0.86,0.82,0.28,0.92,0.63,0.53,v1,2026-02-19
3148,917,0.65,0.67,0.59,0.22,0.65,0.95,v1,2026-02-19
3149,51,0.29,0.47,0.9,0.56,0.72,0.41,v1,2026-02-19
3150,293,0.57,0.45,0.96,0.89,0.46,0.63,v1,2026-02-19
3151,773,0.85,0.12,0.66,0.48,0.09,0.24,v1,2026-02-19
3152,560,0.38,0.23,0.67,0.47,0.67,0.43,v1,2026-02-19
3153,753,0.35,0.4,0.71,0.79,0.59,0.31,v1,2026-02-19
3154,91,0.64,0.16,0.76,0.94,0.76,0.1,v1,2026-02-19
3155,792,0.74,0.31,0.58,0.42,0.18,0.99,v1,2026-02-19
3156,601,0.34,0.66,0.18,0.06,0.99,0.12,v1,2026-02-19
3157,204,0.63,0.09,0.27,0.99,0.48,0.04,v1,2026-02-19
3158,883,0.35,0.96,0.59,0.58,0.15,0.01,v1,2026-02-19
3159,134,0.04,0.0,0.08,0.63,0.96,0.93,v1,2026-02-19
3160,917,0.05,0.44,0.18,0.7,0.53,0.32,v1,2026-02-19
3161,927,0.67,0.22,0.17,0.44,0.57,0.45,v1,2026-02-19
3162,581,0.63,0.77,0.14,0.68,0.68,0.12,v1,2026-02-19
3163,120,0.82,0.82,0.63,0.56,0.7,0.87,v1,2026-02-19
3164,451,0.43,0.91,0.17,0.02,0.55,0.58,v1,2026-02-19
3165,394,0.88,0.51,0.53,0.82,0.15,0.32,v1,2026-02-19
3166,21,0.05,0.35,0.27,0.6,0.99,0.57,v1,2026-02-19
3167,193,1.0,0.23,0.25,0.59,0.81,0.81,v1,2026-02-19
3168,287,0.68,0.2,0.24,0.64,0.91,0.85,v1,2026-02-19
3169,159,0.48,0.47,0.6,0.73,0.13,0.26,v1,2026-02-19
3170,823,0.41,0.13,0.38,0.73,0.87,0.8,v1,2026-02-19
3171,961,0.6,0.78,0.93,0.83,0.43,0.56,v1,2026-02-19
3172,144,0.12,0.16,0.45,0.56,0.16,0.3,v1,2026-02-19
3173,260,0.57,0.76,0.65,0.53,0.22,0.11,v1,2026-02-19
3174,625,0.91,0.86,0.84,0.0,0.65,0.01,v1,2026-02-19
3175,971,0.51,0.3,0.58,0.28,0.11,0.42,v1,2026-02-19
3176,348,0.79,0.96,0.88,0.11,0.11,0.77,v1,2026-02-19
3177,390,0.09,0.2,0.24,0.08,0.32,0.81,v1,2026-02-19
3178,930,0.74,0.5,0.29,0.03,0.67,0.44,v1,2026-02-19
3179,646,0.04,0.74,0.22,0.2,0.55,0.28,v1,2026-02-19
3180,523,0.47,0.04,0.8,0.97,0.5,0.7,v1,2026-02-19
3181,149,0.28,0.35,0.82,0.17,0.61,0.06,v1,2026-02-19
3182,512,0.94,0.45,0.48,0.13,0.55,0.41,v1,2026-02-19
3183,561,0.85,0.52,0.53,0.56,0.38,0.03,v1,2026-02-19
3184,6,0.87,0.65,0.52,0.76,0.57,0.93,v1,2026-02-19
3185,626,0.83,1.0,0.27,0.94,0.92,0.69,v1,2026-02-19
3186,996,0.93,1.0,0.16,0.77,0.82,0.98,v1,2026-02-19
3187,727,0.96,0.26,0.73,0.14,0.57,0.58,v1,2026-02-19
3188,212,0.78,0.35,0.58,0.6,0.64,0.29,v1,2026-02-19
3189,111,0.84,0.46,0.03,0.96,0.39,0.51,v1,2026-02-19
3190,621,0.26,0.0,0.97,0.91,0.94,0.15,v1,2026-02-19
3191,214,0.07,0.66,0.8,0.38,0.74,0.95,v1,2026-02-19
3192,295,0.48,0.2,0.54,0.03,0.89,0.33,v1,2026-02-19
3193,508,0.97,0.33,0.55,0.61,0.16,0.5,v1,2026-02-19
3194,710,0.66,0.6,0.11,0.44,0.28,0.81,v1,2026-02-19
3195,700,0.85,0.65,0.96,0.03,0.13,0.08,v1,2026-02-19
3196,669,0.73,0.16,0.98,0.63,0.3,0.4,v1,2026-02-19
3197,172,0.79,0.89,0.95,0.08,0.07,0.38,v1,2026-02-19
3198,29,0.48,0.35,0.46,0.54,0.8,0.2,v1,2026-02-19
3199,986,0.97,0.25,0.69,0.29,0.41,0.68,v1,2026-02-19
3200,88,0.57,0.36,0.55,0.75,0.59,0.37,v1,2026-02-19
3201,836,0.49,0.33,0.98,0.04,0.11,0.15,v1,2026-02-19
3202,806,0.67,0.44,0.41,0.78,0.17,0.96,v1,2026-02-19
3203,411,0.04,0.68,0.61,0.62,0.93,0.99,v1,2026-02-19
3204,931,0.41,0.47,0.26,0.23,0.53,0.42,v1,2026-02-19
3205,955,0.93,0.02,0.0,0.61,0.39,0.08,v1,2026-02-19
3206,782,0.29,0.6,0.7,0.61,0.14,0.04,v1,2026-02-19
3207,43,0.47,0.19,0.28,0.55,0.67,0.66,v1,2026-02-19
3208,914,0.43,0.66,0.47,0.23,0.56,0.46,v1,2026-02-19
3209,730,0.1,0.04,0.09,0.12,0.65,0.6,v1,2026-02-19
3210,723,0.73,0.26,0.35,0.49,0.14,0.79,v1,2026-02-19
3211,389,0.16,0.66,0.92,0.73,0.17,0.92,v1,2026-02-19
3212,78,0.31,0.51,0.53,0.27,0.98,0.27,v1,2026-02-19
3213,498,0.69,0.13,0.5,0.58,0.27,0.96,v1,2026-02-19
3214,236,0.05,0.06,0.93,0.47,0.72,0.12,v1,2026-02-19
3215,25,0.41,0.66,0.67,0.34,0.15,0.75,v1,2026-02-19
3216,919,0.25,0.91,0.73,0.84,0.41,0.48,v1,2026-02-19
3217,147,0.34,0.28,0.81,0.46,0.55,0.48,v1,2026-02-19
3218,58,0.52,0.61,0.13,0.42,0.97,0.63,v1,2026-02-19
3219,887,0.99,0.27,0.91,0.04,0.25,0.32,v1,2026-02-19
3220,495,0.7,0.34,0.98,0.35,0.69,0.4,v1,2026-02-19
3221,139,0.2,0.62,0.93,0.67,0.23,0.48,v1,2026-02-19
3222,400,0.59,0.03,0.78,0.09,0.98,0.85,v1,2026-02-19
3223,574,0.49,0.04,0.16,0.29,0.45,0.98,v1,2026-02-19
3224,271,0.17,0.93,0.19,0.17,0.62,0.75,v1,2026-02-19
3225,652,0.19,0.71,0.21,0.51,0.28,0.23,v1,2026-02-19
3226,261,0.33,0.12,0.37,0.58,0.36,0.86,v1,2026-02-19
3227,659,0.59,0.07,0.56,0.81,0.82,0.96,v1,2026-02-19
3228,723,0.68,0.43,0.51,0.08,0.59,0.65,v1,2026-02-19
3229,782,0.09,0.09,0.43,0.14,0.09,0.71,v1,2026-02-19
3230,904,0.72,0.24,0.04,0.49,0.37,0.56,v1,2026-02-19
3231,154,0.21,0.33,0.57,0.89,0.39,0.15,v1,2026-02-19
3232,543,0.1,0.84,0.01,0.95,0.93,0.61,v1,2026-02-19
3233,298,0.22,0.83,0.01,0.55,0.61,0.59,v1,2026-02-19
3234,668,0.98,0.04,0.43,0.6,0.58,0.83,v1,2026-02-19
3235,804,0.56,0.49,0.32,0.1,0.62,0.54,v1,2026-02-19
3236,116,0.19,0.39,0.46,0.71,0.51,0.32,v1,2026-02-19
3237,475,0.45,0.33,0.13,0.83,0.39,0.57,v1,2026-02-19
3238,564,0.46,0.63,0.57,0.14,0.0,0.87,v1,2026-02-19
3239,336,0.39,0.7,0.42,0.92,0.31,0.02,v1,2026-02-19
3240,812,0.72,0.59,0.26,0.61,0.78,0.18,v1,2026-02-19
3241,440,0.2,0.37,0.11,0.19,0.76,0.92,v1,2026-02-19
3242,84,0.12,0.78,0.08,0.58,0.14,0.3,v1,2026-02-19
3243,474,0.48,0.36,0.24,0.36,0.47,0.66,v1,2026-02-19
3244,623,0.58,0.05,0.41,0.37,0.39,1.0,v1,2026-02-19
3245,429,0.76,0.56,0.73,0.32,0.75,0.67,v1,2026-02-19
3246,855,0.79,0.38,0.88,0.72,0.66,0.81,v1,2026-02-19
3247,479,0.71,0.27,0.38,0.04,0.25,0.57,v1,2026-02-19
3248,759,0.45,0.32,0.16,0.81,0.91,0.45,v1,2026-02-19
3249,387,0.75,0.0,0.62,0.77,0.02,0.24,v1,2026-02-19
3250,522,0.58,0.25,0.03,0.47,0.78,0.14,v1,2026-02-19
3251,993,0.5,0.04,0.45,0.3,0.06,0.27,v1,2026-02-19
3252,990,0.78,0.54,0.05,0.57,0.32,0.76,v1,2026-02-19
3253,323,0.56,0.22,0.57,0.96,0.59,0.81,v1,2026-02-19
3254,690,0.23,0.89,0.22,0.59,0.59,0.49,v1,2026-02-19
3255,633,0.3,0.22,0.62,0.41,0.6,0.05,v1,2026-02-19
3256,93,0.15,0.61,0.59,0.26,0.88,0.46,v1,2026-02-19
3257,606,0.17,0.98,0.74,0.03,0.27,0.11,v1,2026-02-19
3258,929,0.72,0.17,0.42,0.13,0.74,0.17,v1,2026-02-19
3259,183,0.3,0.33,0.66,0.91,0.09,0.05,v1,2026-02-19
3260,90,0.59,0.21,0.68,0.75,0.69,0.66,v1,2026-02-19
3261,983,0.04,0.12,0.2,0.01,0.73,0.28,v1,2026-02-19
3262,662,0.92,0.13,0.84,0.39,0.65,0.54,v1,2026-02-19
3263,164,0.4,0.39,0.86,0.22,0.92,0.84,v1,2026-02-19
3264,81,0.45,0.29,0.04,0.51,0.15,0.16,v1,2026-02-19
3265,196,0.87,0.16,0.14,0.21,0.33,0.59,v1,2026-02-19
3266,592,0.99,0.62,0.23,0.66,0.43,0.42,v1,2026-02-19
3267,745,0.67,0.36,0.57,0.85,0.78,0.24,v1,2026-02-19
3268,62,0.94,0.54,0.58,0.32,0.54,1.0,v1,2026-02-19
3269,933,0.76,0.55,0.47,0.15,0.53,0.58,v1,2026-02-19
3270,728,0.13,0.54,0.58,0.86,0.56,0.39,v1,2026-02-19
3271,885,0.52,0.68,0.89,0.07,0.28,0.56,v1,2026-02-19
3272,945,0.24,0.05,0.99,0.09,0.88,0.07,v1,2026-02-19
3273,170,0.74,0.29,0.96,0.61,0.03,0.61,v1,2026-02-19
3274,319,0.26,0.51,0.2,0.14,0.44,0.64,v1,2026-02-19
3275,312,0.46,0.83,0.35,0.98,0.6,0.22,v1,2026-02-19
3276,812,0.71,0.22,0.26,0.91,0.18,0.03,v1,2026-02-19
3277,152,0.33,0.27,0.03,0.74,0.3,0.36,v1,2026-02-19
3278,374,0.52,0.05,0.53,0.58,0.54,0.55,v1,2026-02-19
3279,230,0.12,0.35,0.28,0.79,0.42,0.7,v1,2026-02-19
3280,341,0.41,0.94,0.07,0.66,0.4,0.45,v1,2026-02-19
3281,70,0.09,0.63,0.9,0.91,0.92,0.19,v1,2026-02-19
3282,748,0.11,0.03,0.04,0.28,0.13,0.35,v1,2026-02-19
3283,41,0.19,0.97,0.76,0.85,0.57,0.82,v1,2026-02-19
3284,222,0.21,0.46,0.12,0.43,0.63,0.27,v1,2026-02-19
3285,579,0.07,0.8,0.42,0.25,0.55,0.38,v1,2026-02-19
3286,63,0.39,0.2,0.08,0.13,0.91,0.73,v1,2026-02-19
3287,262,0.91,0.22,0.8,0.48,0.21,0.01,v1,2026-02-19
3288,123,0.72,0.17,0.74,0.39,0.35,0.18,v1,2026-02-19
3289,953,0.99,0.22,0.11,0.62,0.73,0.61,v1,2026-02-19
3290,878,0.55,0.1,0.69,0.26,0.44,0.38,v1,2026-02-19
3291,532,0.61,0.84,0.17,0.24,0.71,0.91,v1,2026-02-19
3292,397,0.03,0.48,0.01,0.43,0.03,0.8,v1,2026-02-19
3293,394,0.47,0.69,0.76,0.8,0.57,0.46,v1,2026-02-19
3294,799,0.6,0.98,0.88,0.01,0.66,0.38,v1,2026-02-19
3295,752,0.17,0.64,0.14,0.07,0.87,0.54,v1,2026-02-19
3296,854,0.91,0.49,0.34,0.69,0.98,0.63,v1,2026-02-19
3297,961,0.24,0.21,0.3,0.38,0.44,0.51,v1,2026-02-19
3298,792,0.82,0.01,0.9,0.27,0.3,0.97,v1,2026-02-19
3299,481,0.56,0.77,0.24,0.92,0.83,0.47,v1,2026-02-19
3300,891,0.21,0.73,0.02,0.34,0.05,0.97,v1,2026-02-19
3301,588,0.84,0.18,0.85,1.0,0.26,0.66,v1,2026-02-19
3302,669,0.99,0.98,0.37,0.09,0.43,0.66,v1,2026-02-19
3303,62,0.22,0.67,0.23,0.08,0.73,0.81,v1,2026-02-19
3304,926,0.87,0.93,0.64,0.3,0.88,0.84,v1,2026-02-19
3305,800,0.78,0.82,0.85,0.58,0.26,0.65,v1,2026-02-19
3306,258,0.22,0.06,0.12,0.54,0.81,0.0,v1,2026-02-19
3307,795,0.6,0.01,0.77,0.4,0.62,0.81,v1,2026-02-19
3308,848,0.46,0.52,0.66,0.59,0.35,0.87,v1,2026-02-19
3309,938,0.53,0.36,0.67,0.01,0.7,0.35,v1,2026-02-19
3310,92,0.4,0.61,0.86,0.98,0.25,0.67,v1,2026-02-19
3311,937,0.72,0.33,0.63,0.74,0.49,0.43,v1,2026-02-19
3312,357,0.11,0.03,0.97,0.02,0.97,0.38,v1,2026-02-19
3313,82,0.43,0.43,0.21,0.52,0.45,0.16,v1,2026-02-19
3314,606,0.96,0.72,0.27,0.08,0.78,0.3,v1,2026-02-19
3315,630,0.59,0.09,0.34,0.6,0.05,0.96,v1,2026-02-19
3316,559,0.57,0.37,0.14,0.32,0.99,0.12,v1,2026-02-19
3317,779,0.85,0.03,0.84,0.43,0.52,0.08,v1,2026-02-19
3318,657,0.23,0.5,0.54,0.44,0.75,0.99,v1,2026-02-19
3319,238,0.22,0.77,0.36,0.37,0.92,0.44,v1,2026-02-19
3320,714,0.84,0.76,0.1,0.88,0.06,0.7,v1,2026-02-19
3321,137,0.53,0.0,0.4,0.14,0.91,0.35,v1,2026-02-19
3322,885,0.67,0.6,0.56,0.83,0.01,0.37,v1,2026-02-19
3323,804,0.56,0.91,0.95,0.58,0.13,0.8,v1,2026-02-19
3324,158,0.22,0.68,0.68,0.83,0.29,0.23,v1,2026-02-19
3325,249,0.91,0.91,0.02,0.08,0.28,0.36,v1,2026-02-19
3326,549,0.31,0.21,0.02,0.67,0.96,0.66,v1,2026-02-19
3327,602,0.07,0.26,0.77,0.12,0.35,0.99,v1,2026-02-19
3328,481,0.51,0.2,0.04,0.39,0.23,0.45,v1,2026-02-19
3329,931,0.27,0.48,0.18,0.32,0.46,0.51,v1,2026-02-19
3330,424,0.93,0.08,0.86,0.03,0.03,0.01,v1,2026-02-19
3331,289,0.43,0.78,0.95,0.65,0.24,0.07,v1,2026-02-19
3332,702,0.55,0.34,0.13,0.17,0.89,0.38,v1,2026-02-19
3333,208,0.19,0.67,0.35,0.56,0.28,0.61,v1,2026-02-19
3334,605,0.36,0.35,0.69,0.77,0.7,0.52,v1,2026-02-19
3335,436,0.35,0.98,0.51,0.37,0.54,0.73,v1,2026-02-19
3336,523,0.45,0.53,0.4,0.1,0.16,0.01,v1,2026-02-19
3337,196,0.47,0.31,0.17,0.49,0.17,0.54,v1,2026-02-19
3338,696,0.43,0.56,0.82,0.49,0.9,0.99,v1,2026-02-19
3339,501,0.5,0.86,0.73,0.51,0.04,0.44,v1,2026-02-19
3340,458,0.58,0.28,0.73,0.31,0.66,0.98,v1,2026-02-19
3341,710,0.03,0.45,0.27,0.44,0.69,0.82,v1,2026-02-19
3342,14,0.04,0.88,0.91,0.23,0.02,0.46,v1,2026-02-19
3343,729,0.05,0.36,0.84,0.44,0.87,0.32,v1,2026-02-19
3344,191,0.43,0.96,0.41,0.66,0.88,0.51,v1,2026-02-19
3345,684,0.69,0.87,0.28,0.99,0.01,0.64,v1,2026-02-19
3346,4,0.21,0.86,0.54,0.47,0.15,0.05,v1,2026-02-19
3347,754,0.19,0.83,0.43,0.1,0.77,0.13,v1,2026-02-19
3348,25,0.1,0.99,0.89,0.92,0.0,0.12,v1,2026-02-19
3349,99,0.12,0.06,0.08,0.7,0.54,0.07,v1,2026-02-19
3350,298,0.81,0.86,0.78,0.27,0.56,0.27,v1,2026-02-19
3351,889,0.41,0.47,0.05,0.12,0.26,0.07,v1,2026-02-19
3352,459,0.9,0.79,0.93,0.68,0.93,0.47,v1,2026-02-19
3353,920,0.87,0.34,0.44,0.52,0.83,0.76,v1,2026-02-19
3354,328,0.46,0.39,0.65,0.26,0.92,0.15,v1,2026-02-19
3355,723,0.68,0.83,0.16,0.8,0.3,0.53,v1,2026-02-19
3356,318,0.27,0.19,0.8,0.92,0.12,0.9,v1,2026-02-19
3357,345,0.42,0.01,0.18,0.69,0.25,0.76,v1,2026-02-19
3358,752,0.81,0.32,0.18,0.76,0.85,0.19,v1,2026-02-19
3359,785,0.74,0.65,0.74,0.59,0.72,0.21,v1,2026-02-19
3360,456,0.38,0.65,0.18,0.74,0.42,0.62,v1,2026-02-19
3361,614,0.76,0.23,0.56,0.47,0.9,0.48,v1,2026-02-19
3362,886,0.25,0.75,0.09,0.81,0.25,0.67,v1,2026-02-19
3363,410,0.48,0.94,0.1,0.44,0.68,0.14,v1,2026-02-19
3364,53,0.01,0.35,0.2,0.85,0.19,0.66,v1,2026-02-19
3365,513,0.45,0.0,0.64,0.01,0.06,0.82,v1,2026-02-19
3366,490,0.18,0.79,0.98,0.02,0.06,0.55,v1,2026-02-19
3367,187,0.5,0.51,0.38,0.03,0.41,0.55,v1,2026-02-19
3368,547,0.84,0.53,0.12,0.94,0.11,0.63,v1,2026-02-19
3369,640,0.86,0.42,0.53,0.17,0.44,0.24,v1,2026-02-19
3370,65,0.76,0.17,0.55,0.23,0.39,0.2,v1,2026-02-19
3371,854,0.29,0.31,0.2,0.3,0.99,0.77,v1,2026-02-19
3372,722,0.0,0.17,0.61,0.04,0.87,0.28,v1,2026-02-19
3373,894,0.86,0.17,0.72,0.24,0.11,0.05,v1,2026-02-19
3374,921,0.02,0.69,0.67,0.3,0.52,0.92,v1,2026-02-19
3375,715,0.17,0.28,0.32,0.32,0.17,0.37,v1,2026-02-19
3376,51,0.35,0.53,0.33,0.03,0.8,0.96,v1,2026-02-19
3377,958,0.2,0.95,0.15,0.21,0.45,0.87,v1,2026-02-19
3378,639,0.66,0.41,0.62,0.22,0.21,0.83,v1,2026-02-19
3379,260,0.54,0.53,0.09,0.86,0.26,0.5,v1,2026-02-19
3380,750,0.77,0.38,0.01,0.04,0.17,0.86,v1,2026-02-19
3381,815,0.98,0.78,0.15,0.96,0.45,0.39,v1,2026-02-19
3382,238,0.59,0.12,0.84,0.36,0.98,0.76,v1,2026-02-19
3383,190,0.64,0.91,0.25,0.22,0.97,0.38,v1,2026-02-19
3384,28,0.35,0.71,0.8,0.83,0.22,0.02,v1,2026-02-19
3385,149,0.79,0.08,0.82,0.92,0.55,0.68,v1,2026-02-19
3386,477,0.68,0.12,0.43,0.46,0.56,0.15,v1,2026-02-19
3387,840,0.11,0.07,0.28,0.01,0.86,0.46,v1,2026-02-19
3388,227,0.39,0.06,0.16,0.03,0.29,0.64,v1,2026-02-19
3389,767,0.97,0.2,0.48,0.52,0.65,0.38,v1,2026-02-19
3390,74,0.35,0.44,0.87,0.48,0.31,0.68,v1,2026-02-19
3391,157,0.64,0.75,0.28,0.79,0.38,0.36,v1,2026-02-19
3392,43,0.64,0.72,0.58,0.86,0.28,0.87,v1,2026-02-19
3393,836,0.2,0.8,0.51,0.08,0.8,0.99,v1,2026-02-19
3394,41,0.16,0.97,0.83,0.56,0.44,0.99,v1,2026-02-19
3395,747,0.88,0.6,0.39,0.25,0.85,0.01,v1,2026-02-19
3396,875,0.47,0.45,0.45,0.11,0.44,0.97,v1,2026-02-19
3397,921,0.19,0.59,0.06,0.19,0.53,0.9,v1,2026-02-19
3398,816,0.71,0.04,0.96,0.34,0.22,0.39,v1,2026-02-19
3399,898,0.44,0.19,0.91,0.88,0.81,0.65,v1,2026-02-19
3400,94,0.05,0.87,0.76,0.59,0.9,0.66,v1,2026-02-19
3401,597,0.53,0.47,0.45,0.81,0.12,0.73,v1,2026-02-19
3402,872,0.54,0.44,0.44,0.88,0.63,0.7,v1,2026-02-19
3403,617,0.85,0.04,0.05,0.14,0.97,0.81,v1,2026-02-19
3404,831,0.23,0.94,0.64,0.14,0.54,0.08,v1,2026-02-19
3405,436,0.15,0.49,0.47,0.63,0.31,0.26,v1,2026-02-19
3406,633,0.59,0.18,0.43,0.68,0.77,0.33,v1,2026-02-19
3407,534,0.79,0.98,0.61,0.29,0.28,0.12,v1,2026-02-19
3408,914,0.4,0.42,0.59,0.81,0.15,0.23,v1,2026-02-19
3409,615,0.2,0.08,0.62,0.5,0.83,0.85,v1,2026-02-19
3410,626,0.09,0.17,0.92,0.25,0.05,0.12,v1,2026-02-19
3411,905,0.79,0.07,0.36,0.33,0.58,0.29,v1,2026-02-19
3412,178,0.62,0.93,0.48,0.63,0.89,0.83,v1,2026-02-19
3413,732,0.04,0.46,0.79,0.31,0.49,0.15,v1,2026-02-19
3414,205,0.89,0.96,0.15,0.26,0.6,0.54,v1,2026-02-19
3415,333,0.13,0.43,0.91,0.37,0.26,0.98,v1,2026-02-19
3416,706,0.48,0.02,0.72,0.86,0.52,0.21,v1,2026-02-19
3417,39,0.2,0.41,0.95,0.8,0.37,0.68,v1,2026-02-19
3418,649,0.61,0.96,0.54,0.88,0.16,0.86,v1,2026-02-19
3419,279,0.57,0.62,0.61,0.59,0.2,0.3,v1,2026-02-19
3420,502,0.84,0.86,0.37,0.45,0.84,0.75,v1,2026-02-19
3421,274,0.65,0.77,0.11,0.47,0.76,0.33,v1,2026-02-19
3422,757,0.22,0.85,0.39,0.96,0.72,0.32,v1,2026-02-19
3423,168,0.4,0.93,0.55,0.16,0.19,0.22,v1,2026-02-19
3424,469,0.19,0.2,0.97,0.45,0.55,0.35,v1,2026-02-19
3425,193,0.58,0.98,0.04,0.31,0.13,0.91,v1,2026-02-19
3426,566,0.49,0.27,0.97,0.67,0.55,0.85,v1,2026-02-19
3427,250,0.24,0.15,0.3,0.22,0.63,0.26,v1,2026-02-19
3428,503,0.41,0.83,0.66,0.85,0.32,0.63,v1,2026-02-19
3429,425,0.86,0.77,0.73,0.15,0.88,0.69,v1,2026-02-19
3430,668,0.2,0.18,0.5,0.86,0.54,0.01,v1,2026-02-19
3431,189,0.98,0.67,0.06,0.9,0.89,0.02,v1,2026-02-19
3432,102,0.17,0.51,0.51,0.06,0.93,0.81,v1,2026-02-19
3433,692,0.09,0.54,0.0,0.31,0.39,0.47,v1,2026-02-19
3434,701,0.13,0.24,0.26,0.53,0.02,0.04,v1,2026-02-19
3435,549,0.79,0.4,0.09,0.47,0.98,0.68,v1,2026-02-19
3436,515,0.59,0.03,0.01,0.0,0.32,0.07,v1,2026-02-19
3437,700,0.21,0.4,0.68,0.84,0.0,0.95,v1,2026-02-19
3438,40,0.47,0.8,0.29,0.39,0.76,0.93,v1,2026-02-19
3439,360,0.52,0.84,0.38,0.59,0.88,0.14,v1,2026-02-19
3440,760,0.19,0.79,0.29,0.76,0.73,0.18,v1,2026-02-19
3441,857,0.37,0.94,0.4,0.03,0.81,0.91,v1,2026-02-19
3442,14,0.28,0.09,0.51,0.32,0.61,0.27,v1,2026-02-19
3443,479,0.11,0.27,0.55,0.17,0.44,0.43,v1,2026-02-19
3444,179,0.47,0.82,0.82,0.03,0.55,0.12,v1,2026-02-19
3445,297,0.73,0.38,0.18,0.43,0.44,0.45,v1,2026-02-19
3446,185,0.07,0.8,0.83,0.54,0.74,0.32,v1,2026-02-19
3447,562,0.85,0.53,0.52,0.62,0.36,0.58,v1,2026-02-19
3448,629,0.44,0.32,0.88,0.75,0.01,0.28,v1,2026-02-19
3449,793,0.68,0.42,0.22,0.96,0.41,0.24,v1,2026-02-19
3450,955,0.88,0.15,0.51,0.44,0.72,0.81,v1,2026-02-19
3451,411,0.64,0.63,0.98,0.91,0.76,0.19,v1,2026-02-19
3452,93,0.85,0.87,0.26,0.54,0.98,0.68,v1,2026-02-19
3453,95,0.31,0.8,0.36,0.3,0.17,0.58,v1,2026-02-19
3454,240,0.53,0.51,0.92,0.43,0.45,0.66,v1,2026-02-19
3455,10,0.28,0.63,0.76,0.9,0.8,0.03,v1,2026-02-19
3456,572,0.81,0.58,0.78,0.64,0.66,0.07,v1,2026-02-19
3457,776,0.13,0.18,0.97,0.68,0.79,0.56,v1,2026-02-19
3458,230,0.97,0.45,0.47,0.79,0.85,0.19,v1,2026-02-19
3459,748,0.3,0.35,0.6,0.97,0.46,0.33,v1,2026-02-19
3460,746,0.94,0.03,0.03,0.44,0.72,0.81,v1,2026-02-19
3461,949,0.15,0.05,0.16,0.3,0.28,0.86,v1,2026-02-19
3462,591,0.16,0.67,0.43,0.62,0.08,0.24,v1,2026-02-19
3463,982,0.74,0.62,0.35,0.5,0.68,0.16,v1,2026-02-19
3464,384,0.97,0.56,0.36,0.93,0.99,0.13,v1,2026-02-19
3465,487,0.43,0.43,0.43,0.47,0.76,0.0,v1,2026-02-19
3466,157,0.83,0.52,0.03,0.54,0.13,0.68,v1,2026-02-19
3467,200,0.2,0.88,0.16,0.68,0.92,0.16,v1,2026-02-19
3468,33,0.22,0.4,0.34,0.42,0.43,0.65,v1,2026-02-19
3469,789,0.75,0.74,0.65,0.14,0.67,0.25,v1,2026-02-19
3470,574,0.99,0.11,0.22,0.29,0.42,0.56,v1,2026-02-19
3471,881,0.69,0.9,0.21,0.68,0.91,0.18,v1,2026-02-19
3472,668,0.06,0.25,0.46,0.88,0.56,0.94,v1,2026-02-19
3473,17,0.17,0.18,0.11,0.0,0.73,0.46,v1,2026-02-19
3474,446,0.95,0.71,0.22,0.97,0.7,0.59,v1,2026-02-19
3475,879,0.58,0.76,0.56,0.36,0.45,0.76,v1,2026-02-19
3476,248,0.23,1.0,0.38,0.95,0.48,0.1,v1,2026-02-19
3477,32,0.94,0.13,0.73,0.64,0.83,0.92,v1,2026-02-19
3478,142,0.59,0.83,0.37,0.69,0.77,0.79,v1,2026-02-19
3479,453,0.64,0.98,0.06,0.98,0.41,0.32,v1,2026-02-19
3480,384,0.22,0.41,0.97,0.86,0.02,0.26,v1,2026-02-19
3481,283,0.39,0.03,0.19,0.31,0.75,0.1,v1,2026-02-19
3482,519,0.59,0.65,0.71,0.04,0.52,0.15,v1,2026-02-19
3483,379,0.77,0.58,0.97,0.5,0.08,0.31,v1,2026-02-19
3484,555,0.53,0.29,0.47,0.56,0.71,0.17,v1,2026-02-19
3485,579,0.11,0.22,0.8,0.66,0.86,0.01,v1,2026-02-19
3486,179,0.15,0.85,0.27,0.62,0.92,0.57,v1,2026-02-19
