trend_id,skill_id,year,quarter,global_job_postings_count,india_job_postings_count,salary_average,growth_rate_percent,demand_score_normalized,industry_sector,source
5414,81,2020,2,23065,15787,405051,23.22,0.27,IT,LinkedIn
5415,918,2019,1,16987,6549,1940771,-1.91,0.24,IT,LinkedIn
5416,239,2020,4,9060,13431,487374,12.43,0.75,IT,LinkedIn
5417,95,2020,4,40223,3325,1084690,21.69,0.75,IT,LinkedIn
5418,708,2022,3,26221,9693,939095,1.84,0.38,IT,LinkedIn
5419,189,2025,1,1731,10584,2134344,14.84,0.31,IT,LinkedIn
5420,208,2025,3,31432,4146,909735,13.7,0.58,IT,LinkedIn
5421,878,2020,4,18659,20562,2471938,6.52,0.3,IT,LinkedIn
5422,409,2019,3,14781,26968,1795678,14.06,0.48,IT,LinkedIn
5423,347,2020,2,45458,2632,1442278,20.9,0.5,IT,LinkedIn
5424,507,2019,2,39494,1777,1882201,24.71,0.91,IT,LinkedIn
5425,717,2022,3,11833,3392,1324612,9.26,0.78,IT,LinkedIn
5426,644,2023,2,41602,12137,1717547,18.44,0.44,IT,LinkedIn
5427,146,2023,4,36847,22065,819225,1.19,0.08,IT,LinkedIn
5428,622,2021,1,8745,25368,2008693,8.66,0.16,IT,LinkedIn
5429,707,2020,3,38538,16521,1089428,0.21,0.19,IT,LinkedIn
5430,356,2024,1,43735,29181,1017551,11.16,1.0,IT,LinkedIn
5431,600,2025,2,38167,20830,1946916,1.1,0.53,IT,LinkedIn
5432,269,2023,3,30797,25859,2214475,23.32,0.21,IT,LinkedIn
5433,501,2019,1,19369,2323,415293,19.95,0.52,IT,LinkedIn
5434,185,2024,2,41122,26249,1568466,14.85,0.74,IT,LinkedIn
5435,440,2024,1,46927,12615,1637405,-1.38,0.89,IT,LinkedIn
5436,609,2022,4,14252,3948,1742330,-3.93,0.18,IT,LinkedIn
5437,839,2020,1,17392,17678,1515449,5.69,0.29,IT,LinkedIn
5438,595,2022,3,31670,17816,2123776,8.28,0.07,IT,LinkedIn
5439,785,2021,2,32080,19106,626116,5.59,0.81,IT,LinkedIn
5440,290,2019,4,35898,14190,1336677,22.71,0.12,IT,LinkedIn
5441,655,2019,4,17558,6429,690069,18.97,0.33,IT,LinkedIn
5442,910,2025,3,23743,2786,613344,10.39,0.48,IT,LinkedIn
5443,509,2024,1,27359,17398,766641,10.62,0.96,IT,LinkedIn
5444,484,2024,4,29575,21104,2317666,5.77,0.13,IT,LinkedIn
5445,267,2024,4,4861,5968,1056211,17.36,0.47,IT,LinkedIn
5446,836,2020,2,49389,1304,1003441,23.35,0.4,IT,LinkedIn
5447,367,2019,3,46756,24869,872720,24.82,0.93,IT,LinkedIn
5448,681,2022,2,10776,18684,2372723,1.25,0.6,IT,LinkedIn
5449,399,2024,2,8608,5656,1343237,9.28,0.41,IT,LinkedIn
5450,524,2024,4,43740,8781,1754713,4.94,0.47,IT,LinkedIn
5451,919,2023,3,5252,25232,1521187,17.0,0.09,IT,LinkedIn
5452,934,2024,3,49776,2024,1941259,-2.59,0.95,IT,LinkedIn
5453,29,2022,2,15094,5682,969348,-3.8,0.84,IT,LinkedIn
5454,176,2023,1,35345,15508,493097,21.27,0.39,IT,LinkedIn
5455,470,2025,2,14868,2307,419289,0.03,0.67,IT,LinkedIn
5456,686,2023,2,35233,1328,593788,15.24,0.01,IT,LinkedIn
5457,108,2023,4,45655,17129,967289,-1.08,0.18,IT,LinkedIn
5458,60,2023,1,19654,14506,2406661,-3.61,0.48,IT,LinkedIn
5459,522,2019,1,37744,762,1127738,18.27,0.04,IT,LinkedIn
5460,78,2023,1,44127,9188,1274349,14.88,0.05,IT,LinkedIn
5461,197,2023,2,10690,14127,2200403,5.36,0.63,IT,LinkedIn
5462,255,2021,1,34577,5779,1024977,20.6,0.52,IT,LinkedIn
5463,657,2021,2,33959,1193,2412549,-3.2,0.56,IT,LinkedIn
5464,36,2022,4,29957,11524,579792,16.15,0.94,IT,LinkedIn
5465,140,2022,1,41072,4663,2260055,10.15,0.8,IT,LinkedIn
5466,33,2020,1,1288,29801,2019218,-0.01,0.83,IT,LinkedIn
5467,350,2025,3,7461,24589,418008,-4.75,0.35,IT,LinkedIn
5468,408,2020,4,2706,11983,531571,5.11,0.37,IT,LinkedIn
5469,411,2022,4,1111,29433,1034752,-2.13,0.21,IT,LinkedIn
5470,560,2022,3,2728,8738,744258,6.34,0.76,IT,LinkedIn
5471,618,2019,1,47792,14098,541328,-4.8,0.27,IT,LinkedIn
5472,859,2020,1,4206,18915,686973,17.57,0.18,IT,LinkedIn
5473,591,2022,2,13651,29069,501387,13.09,0.76,IT,LinkedIn
5474,419,2024,4,17969,14399,545672,-2.65,0.22,IT,LinkedIn
5475,621,2023,3,19041,6319,1269894,15.09,0.17,IT,LinkedIn
5476,871,2025,4,20368,4360,1493446,-3.12,0.82,IT,LinkedIn
5477,804,2023,3,25737,17420,948564,16.49,0.13,IT,LinkedIn
5478,647,2023,1,8170,10541,1105316,-0.06,0.58,IT,LinkedIn
5479,638,2022,4,27288,17198,689905,-4.53,0.93,IT,LinkedIn
5480,683,2024,2,22555,18029,635152,0.0,0.14,IT,LinkedIn
5481,678,2022,4,42195,23763,1715975,3.68,0.27,IT,LinkedIn
5482,100,2019,4,46991,21395,2205732,5.09,0.01,IT,LinkedIn
5483,516,2023,3,44842,25536,1877861,20.59,0.57,IT,LinkedIn
5484,316,2020,4,31474,21891,1810648,7.77,0.59,IT,LinkedIn
5485,41,2022,2,42560,29083,994275,19.84,0.5,IT,LinkedIn
5486,863,2022,2,37703,27779,1888576,1.02,0.34,IT,LinkedIn
5487,781,2021,4,32639,8963,2003771,8.15,0.05,IT,LinkedIn
5488,831,2022,2,4950,26716,1721038,24.02,0.26,IT,LinkedIn
5489,767,2021,1,36229,2058,554697,3.42,0.01,IT,LinkedIn
5490,387,2022,3,16835,7972,2083762,21.44,0.08,IT,LinkedIn
5491,164,2023,2,18255,7541,1830062,8.21,0.02,IT,LinkedIn
5492,938,2024,1,2521,17910,2402228,-4.59,0.78,IT,LinkedIn
5493,520,2021,2,25293,27924,1976066,16.1,1.0,IT,LinkedIn
5494,92,2022,1,38191,4979,1024341,-0.18,0.74,IT,LinkedIn
5495,127,2019,4,18189,18880,2458785,24.17,0.93,IT,LinkedIn
5496,729,2020,3,17005,21291,2325968,6.42,0.19,IT,LinkedIn
5497,728,2019,2,18603,15321,2152677,9.21,0.52,IT,LinkedIn
5498,580,2024,1,36353,29431,551303,18.63,0.2,IT,LinkedIn
5499,436,2019,4,35129,7480,1924953,23.28,0.08,IT,LinkedIn
5500,173,2024,4,10357,7290,617521,22.48,0.96,IT,LinkedIn
5501,307,2024,1,11322,20834,729690,23.39,0.03,IT,LinkedIn
5502,344,2019,4,46587,14872,2287916,3.47,0.72,IT,LinkedIn
5503,501,2021,2,11247,23501,1607329,7.3,0.91,IT,LinkedIn
5504,480,2021,2,5314,18500,864615,-0.54,0.93,IT,LinkedIn
5505,265,2023,1,21835,6483,1195392,6.17,0.07,IT,LinkedIn
5506,712,2020,2,8998,21953,1880570,9.77,0.24,IT,LinkedIn
5507,609,2021,4,17417,11404,537382,-0.06,0.98,IT,LinkedIn
5508,251,2019,1,1109,2845,1205081,20.27,0.99,IT,LinkedIn
5509,716,2019,2,23556,6880,1656714,15.54,0.99,IT,LinkedIn
5510,117,2019,2,11706,957,740590,8.67,0.43,IT,LinkedIn
5511,760,2019,3,8896,13031,2376517,2.46,0.12,IT,LinkedIn
5512,400,2025,4,29470,23719,1796693,-1.23,0.29,IT,LinkedIn
5513,990,2022,2,42588,13446,1746087,4.2,0.85,IT,LinkedIn
5514,838,2023,1,13384,28700,1583969,0.78,0.01,IT,LinkedIn
5515,682,2025,3,12355,8554,807550,2.95,0.86,IT,LinkedIn
5516,790,2024,2,17202,21802,676376,21.93,0.61,IT,LinkedIn
5517,866,2025,1,22176,12798,1158672,11.58,0.23,IT,LinkedIn
5518,900,2021,2,6768,18574,2418146,6.46,0.9,IT,LinkedIn
5519,355,2022,2,35690,24350,1508439,11.08,0.5,IT,LinkedIn
5520,553,2021,1,5763,5759,1656784,10.83,0.11,IT,LinkedIn
5521,777,2022,2,5205,26308,1229428,-0.3,0.62,IT,LinkedIn
5522,301,2023,2,5960,17432,1040792,4.78,0.03,IT,LinkedIn
5523,637,2020,1,37470,5079,2252111,-0.44,0.56,IT,LinkedIn
5524,178,2020,2,26297,23016,1204246,13.61,0.51,IT,LinkedIn
5525,405,2022,2,40786,15498,1916560,21.14,0.79,IT,LinkedIn
5526,632,2021,4,35844,25304,1119298,12.34,0.36,IT,LinkedIn
5527,247,2021,2,18601,293,1155646,16.12,0.94,IT,LinkedIn
5528,466,2022,2,17847,467,1734379,24.01,0.78,IT,LinkedIn
5529,334,2021,1,18379,28763,2031928,1.3,0.11,IT,LinkedIn
5530,795,2021,3,29909,21903,2160963,-0.08,0.13,IT,LinkedIn
5531,9,2020,3,36080,5900,1122446,-2.08,0.46,IT,LinkedIn
5532,616,2020,2,867,2495,645640,1.08,0.65,IT,LinkedIn
5533,205,2022,2,34679,4940,1082615,19.0,0.86,IT,LinkedIn
5534,417,2022,2,35822,16812,1635554,10.12,0.61,IT,LinkedIn
5535,771,2025,1,33474,14752,849525,-3.85,0.7,IT,LinkedIn
5536,386,2025,4,20383,22326,1744653,16.29,0.8,IT,LinkedIn
5537,236,2023,3,11494,20935,866179,-0.56,0.45,IT,LinkedIn
5538,163,2025,3,15952,18671,949744,2.01,0.66,IT,LinkedIn
5539,159,2022,3,18576,15729,1116149,1.84,0.75,IT,LinkedIn
5540,728,2021,2,31752,13383,2201987,14.89,0.07,IT,LinkedIn
5541,922,2020,1,6285,20765,865985,7.19,0.37,IT,LinkedIn
5542,172,2024,3,15706,19523,523006,-0.9,0.57,IT,LinkedIn
5543,156,2023,4,3144,5051,2153583,5.93,0.1,IT,LinkedIn
5544,330,2021,4,20282,2841,1801244,20.48,0.2,IT,LinkedIn
5545,126,2023,1,1228,27798,1893353,-4.63,0.55,IT,LinkedIn
5546,855,2021,2,49716,9244,1468836,9.5,0.82,IT,LinkedIn
5547,250,2022,4,47579,19427,2497281,3.42,0.79,IT,LinkedIn
5548,185,2025,3,41042,29168,430516,5.85,0.56,IT,LinkedIn
5549,811,2023,1,29156,14040,1632011,7.43,0.53,IT,LinkedIn
5550,183,2023,4,20485,7775,772255,-3.73,0.01,IT,LinkedIn
5551,893,2023,4,24431,26052,2327956,21.21,0.82,IT,LinkedIn
5552,20,2019,2,23853,29270,2008317,-1.01,0.29,IT,LinkedIn
5553,639,2021,4,27745,11265,1861597,23.55,0.59,IT,LinkedIn
5554,567,2024,3,25761,18810,1342639,-1.24,0.83,IT,LinkedIn
5555,895,2023,2,43005,24161,824438,10.77,0.89,IT,LinkedIn
5556,17,2019,1,44040,19063,2377575,10.16,0.17,IT,LinkedIn
5557,654,2023,1,42628,9699,897947,22.63,0.96,IT,LinkedIn
5558,319,2023,1,20025,24701,506968,9.47,0.48,IT,LinkedIn
5559,802,2019,2,44253,28834,834040,10.41,0.05,IT,LinkedIn
5560,873,2021,3,32616,19493,2447431,-2.42,0.5,IT,LinkedIn
5561,587,2020,4,38286,5584,1394608,1.33,0.22,IT,LinkedIn
5562,327,2019,4,36057,9227,929609,-0.41,0.58,IT,LinkedIn
5563,871,2022,1,4116,22344,731849,2.0,0.3,IT,LinkedIn
5564,193,2020,2,23349,9698,1937641,5.73,0.17,IT,LinkedIn
5565,715,2025,3,49931,22145,1239863,0.24,0.47,IT,LinkedIn
5566,888,2024,2,7158,22025,2469718,6.83,0.36,IT,LinkedIn
5567,442,2023,3,26249,29795,1896376,1.17,0.03,IT,LinkedIn
5568,840,2019,4,35195,18334,819082,10.33,0.2,IT,LinkedIn
5569,355,2022,4,38375,24230,2459530,1.86,0.4,IT,LinkedIn
5570,214,2024,3,946,27909,593342,-4.37,0.12,IT,LinkedIn
5571,842,2019,3,44686,28249,868862,13.4,0.19,IT,LinkedIn
5572,89,2021,2,11924,22383,2171466,-3.7,0.33,IT,LinkedIn
5573,711,2024,2,21508,15478,1237857,0.97,0.98,IT,LinkedIn
5574,950,2025,2,2572,25883,2201856,10.31,0.97,IT,LinkedIn
5575,597,2021,3,13203,24499,2496302,24.36,0.1,IT,LinkedIn
5576,387,2022,2,17541,26360,1162151,3.23,0.76,IT,LinkedIn
5577,544,2022,3,29154,7957,1902962,17.16,0.81,IT,LinkedIn
5578,346,2023,2,2233,17564,2324255,-0.16,0.6,IT,LinkedIn
5579,815,2024,4,2774,11340,2252287,1.72,0.77,IT,LinkedIn
5580,177,2019,3,34725,12702,1247489,17.73,0.88,IT,LinkedIn
5581,53,2019,2,21513,5601,1425999,9.71,0.11,IT,LinkedIn
5582,274,2021,4,15884,9814,1001836,18.44,0.53,IT,LinkedIn
5583,980,2021,4,28755,4791,1035686,9.76,0.57,IT,LinkedIn
5584,133,2021,3,20437,17488,2017921,23.41,0.76,IT,LinkedIn
5585,598,2021,2,34123,22659,838964,19.28,0.26,IT,LinkedIn
5586,269,2020,1,20539,9704,2264881,1.5,0.46,IT,LinkedIn
5587,924,2022,4,19612,22328,639815,1.37,0.73,IT,LinkedIn
5588,216,2022,2,9119,29866,449166,15.8,0.98,IT,LinkedIn
5589,407,2024,1,43877,15828,1681481,7.84,0.78,IT,LinkedIn
5590,958,2019,4,27239,26510,910216,22.35,0.62,IT,LinkedIn
5591,738,2021,1,36561,22253,2239189,12.52,0.07,IT,LinkedIn
5592,787,2022,3,5352,9873,2351168,9.74,0.28,IT,LinkedIn
5593,353,2022,2,18176,8827,2344719,-3.23,0.76,IT,LinkedIn
5594,271,2025,3,34536,23945,1824197,12.99,0.25,IT,LinkedIn
5595,850,2019,2,13098,17670,1467190,12.82,0.88,IT,LinkedIn
5596,981,2023,1,4283,13062,933112,16.88,0.96,IT,LinkedIn
5597,630,2020,4,49287,6885,749212,24.96,0.27,IT,LinkedIn
5598,477,2025,1,45348,2417,833378,7.28,0.97,IT,LinkedIn
5599,951,2020,1,37560,15799,1027689,-2.01,0.76,IT,LinkedIn
5600,732,2021,3,25089,2866,549507,-1.25,0.86,IT,LinkedIn
5601,554,2019,2,11546,6973,1310459,-0.35,0.59,IT,LinkedIn
5602,682,2022,3,14489,26941,2106994,6.28,0.97,IT,LinkedIn
5603,377,2025,4,10099,10861,1242079,14.23,0.84,IT,LinkedIn
5604,315,2023,2,32861,14195,2082774,20.41,0.6,IT,LinkedIn
5605,238,2024,1,29595,10529,1165581,22.27,0.48,IT,LinkedIn
5606,148,2020,1,28833,21210,1978219,-1.73,0.1,IT,LinkedIn
5607,761,2020,3,1487,16499,904721,23.34,0.43,IT,LinkedIn
5608,186,2020,4,35973,27233,2328445,8.04,0.53,IT,LinkedIn
5609,23,2021,1,16619,2798,493615,10.83,0.12,IT,LinkedIn
5610,912,2020,3,9289,16150,739106,20.91,0.26,IT,LinkedIn
5611,235,2019,3,41681,19928,1382013,15.51,0.33,IT,LinkedIn
5612,241,2024,3,11599,24221,1107079,19.25,0.59,IT,LinkedIn
5613,105,2024,4,2881,26459,1445224,17.19,0.63,IT,LinkedIn
5614,233,2025,4,6332,12447,1838426,-4.48,0.02,IT,LinkedIn
5615,896,2023,2,20051,16995,1040996,2.06,0.3,IT,LinkedIn
5616,274,2021,3,35349,17619,1560154,17.57,0.05,IT,LinkedIn
5617,235,2025,3,3089,823,994120,11.71,0.22,IT,LinkedIn
5618,732,2024,2,46954,16617,758504,24.04,0.99,IT,LinkedIn
5619,499,2021,3,31070,11459,1826223,4.75,0.89,IT,LinkedIn
5620,145,2023,3,20601,1849,2256939,-3.22,0.37,IT,LinkedIn
5621,684,2023,2,35419,27427,1178983,23.18,0.58,IT,LinkedIn
5622,24,2021,4,39659,2327,794674,10.07,0.44,IT,LinkedIn
5623,557,2020,1,32074,1727,2000294,17.87,0.7,IT,LinkedIn
5624,869,2024,3,5002,10656,892637,19.35,0.78,IT,LinkedIn
5625,453,2025,1,31818,5731,1058319,8.55,0.4,IT,LinkedIn
5626,181,2019,4,39311,6691,1555399,7.69,0.54,IT,LinkedIn
5627,684,2024,3,32621,17187,1295302,-2.65,0.05,IT,LinkedIn
5628,707,2020,4,22177,8738,607557,12.13,0.57,IT,LinkedIn
5629,715,2022,4,572,26872,2126290,9.02,0.49,IT,LinkedIn
5630,191,2021,3,18046,29550,1826854,20.74,0.4,IT,LinkedIn
5631,166,2023,3,23521,22504,1786302,19.37,0.62,IT,LinkedIn
5632,222,2019,1,11505,12408,743188,14.63,0.2,IT,LinkedIn
5633,388,2025,2,42755,14529,693087,22.19,0.52,IT,LinkedIn
5634,241,2021,4,6544,19541,2267613,9.86,0.45,IT,LinkedIn
5635,541,2020,4,44220,10211,1446808,7.19,0.42,IT,LinkedIn
5636,96,2025,2,41985,12097,1704223,14.2,0.26,IT,LinkedIn
5637,127,2020,2,36387,21409,583652,8.87,0.73,IT,LinkedIn
5638,513,2022,1,22644,16957,866063,0.28,0.84,IT,LinkedIn
5639,583,2020,2,10798,26487,1883681,24.43,0.58,IT,LinkedIn
5640,957,2025,2,1522,22501,2291319,11.53,0.57,IT,LinkedIn
5641,45,2022,2,25507,9746,2324626,-1.98,0.36,IT,LinkedIn
5642,237,2024,3,14291,16167,1424494,19.84,0.01,IT,LinkedIn
5643,453,2022,1,5962,13571,1237437,23.57,0.17,IT,LinkedIn
5644,978,2021,4,45266,24428,2361147,-2.26,0.0,IT,LinkedIn
5645,534,2024,3,3279,6241,787567,20.37,0.65,IT,LinkedIn
5646,432,2022,3,42382,3453,1763784,24.44,0.13,IT,LinkedIn
5647,51,2024,2,35835,482,830991,9.55,0.86,IT,LinkedIn
5648,174,2023,4,9215,29348,2088964,9.89,0.01,IT,LinkedIn
5649,204,2020,4,7616,10766,668880,9.64,0.0,IT,LinkedIn
5650,436,2024,1,43010,23603,1751056,24.2,0.86,IT,LinkedIn
5651,883,2021,2,9419,11021,1091032,11.45,0.84,IT,LinkedIn
5652,719,2019,4,26032,18785,975953,-0.16,0.71,IT,LinkedIn
5653,149,2022,1,31026,4306,824636,3.02,0.4,IT,LinkedIn
5654,511,2022,3,6077,25680,500421,6.98,0.57,IT,LinkedIn
5655,402,2019,4,46313,7181,2059978,14.19,0.64,IT,LinkedIn
5656,712,2021,1,2524,22293,1692287,-3.54,0.59,IT,LinkedIn
5657,190,2025,1,36539,24741,2110480,10.33,0.65,IT,LinkedIn
5658,22,2021,2,43827,12202,459295,-3.71,0.17,IT,LinkedIn
5659,349,2022,3,40896,22644,2446991,22.4,0.03,IT,LinkedIn
5660,539,2025,3,38689,29875,1459967,2.99,0.47,IT,LinkedIn
5661,271,2022,1,45064,8765,903580,8.81,0.29,IT,LinkedIn
5662,878,2025,1,10646,2290,1717834,7.7,0.73,IT,LinkedIn
5663,788,2023,4,15587,19801,1883259,10.96,0.31,IT,LinkedIn
5664,384,2020,2,2902,2546,1546572,24.36,0.23,IT,LinkedIn
5665,81,2020,3,638,15686,1944118,1.01,0.4,IT,LinkedIn
5666,88,2025,4,22878,25797,2345673,3.1,0.6,IT,LinkedIn
5667,66,2023,1,35835,8681,803587,4.28,0.34,IT,LinkedIn
5668,359,2019,1,18742,18007,1027128,2.61,0.34,IT,LinkedIn
5669,273,2025,3,25549,27884,1277287,17.07,0.52,IT,LinkedIn
5670,884,2021,2,32612,9717,1774387,19.51,0.62,IT,LinkedIn
5671,456,2025,2,10864,9893,1280964,4.34,0.94,IT,LinkedIn
5672,696,2025,4,35911,14309,499491,9.7,0.3,IT,LinkedIn
5673,864,2021,2,49748,895,2476301,23.67,0.21,IT,LinkedIn
5674,967,2019,3,12914,13669,1902313,6.23,0.73,IT,LinkedIn
5675,339,2021,2,25653,19699,474591,-1.99,0.72,IT,LinkedIn
5676,509,2021,1,24404,20464,1259730,-0.32,0.14,IT,LinkedIn
5677,900,2024,2,15850,29805,796406,0.26,0.05,IT,LinkedIn
5678,50,2024,2,25902,8274,979891,19.07,0.53,IT,LinkedIn
5679,372,2022,1,1632,24757,2403877,10.36,0.65,IT,LinkedIn
5680,566,2024,3,26656,28723,1980388,12.12,0.23,IT,LinkedIn
5681,365,2025,3,35668,11737,519632,16.7,0.95,IT,LinkedIn
5682,378,2024,4,23823,15095,676196,20.15,0.27,IT,LinkedIn
5683,397,2022,4,48119,24529,764323,0.08,0.65,IT,LinkedIn
5684,267,2022,1,5015,24813,1404770,10.25,0.29,IT,LinkedIn
5685,592,2019,2,6949,1904,2346080,9.64,0.85,IT,LinkedIn
5686,338,2020,3,37638,1806,968119,5.66,0.08,IT,LinkedIn
5687,251,2024,2,36883,11557,2095386,13.26,0.75,IT,LinkedIn
5688,917,2022,2,32760,12555,1390901,13.0,0.85,IT,LinkedIn
5689,909,2019,1,1056,5284,1215359,17.77,0.63,IT,LinkedIn
5690,594,2022,3,9538,7996,1503677,15.03,0.69,IT,LinkedIn
5691,779,2023,4,28583,3902,1332068,22.67,0.58,IT,LinkedIn
5692,952,2022,4,18082,8747,780882,13.02,0.94,IT,LinkedIn
5693,401,2022,1,1595,27642,1523307,-4.26,0.66,IT,LinkedIn
5694,686,2019,4,21929,7048,1532553,3.66,0.69,IT,LinkedIn
5695,462,2020,1,10312,9900,747882,12.45,0.48,IT,LinkedIn
5696,462,2025,1,23273,7934,1856545,0.86,0.63,IT,LinkedIn
5697,973,2024,4,8029,8620,608121,0.03,0.85,IT,LinkedIn
5698,594,2023,1,47026,19374,2007603,5.86,0.15,IT,LinkedIn
5699,826,2020,2,21603,11374,482444,11.76,0.55,IT,LinkedIn
5700,295,2022,4,5951,7169,542598,-1.66,0.94,IT,LinkedIn
5701,240,2025,3,49227,10649,1910630,-0.41,0.72,IT,LinkedIn
5702,856,2025,3,38960,11577,1413252,17.68,0.42,IT,LinkedIn
5703,703,2024,3,35588,7502,1183869,17.27,0.29,IT,LinkedIn
5704,223,2020,1,20887,17294,1691348,9.06,0.38,IT,LinkedIn
5705,923,2024,4,31678,12436,1275843,20.68,0.26,IT,LinkedIn
5706,16,2022,2,19007,21342,1584026,19.46,0.67,IT,LinkedIn
5707,361,2019,3,5825,13028,1040817,21.76,0.23,IT,LinkedIn
5708,158,2024,2,23605,19754,2332139,0.38,0.27,IT,LinkedIn
5709,632,2024,4,2159,12948,1465619,12.99,0.28,IT,LinkedIn
5710,914,2020,2,47575,11639,2185669,14.81,0.88,IT,LinkedIn
5711,206,2025,2,13293,1727,456306,8.65,0.77,IT,LinkedIn
5712,523,2024,2,27491,11655,1448899,-0.54,0.63,IT,LinkedIn
5713,744,2021,1,3519,5383,1337105,-4.96,0.99,IT,LinkedIn
5714,829,2020,4,39667,2919,2399214,12.69,0.25,IT,LinkedIn
5715,539,2019,3,22667,29346,428360,17.53,0.76,IT,LinkedIn
5716,859,2021,4,1419,10655,1972887,11.85,0.71,IT,LinkedIn
5717,74,2023,3,24187,4908,1764947,1.8,0.13,IT,LinkedIn
5718,277,2022,4,31851,16470,1562327,23.9,0.95,IT,LinkedIn
5719,85,2025,2,3060,2427,409117,1.56,0.35,IT,LinkedIn
5720,886,2023,3,33150,15298,459545,-3.92,0.96,IT,LinkedIn
5721,299,2021,4,6445,23897,2115870,20.07,0.72,IT,LinkedIn
5722,15,2025,3,39609,15922,2215898,21.99,0.4,IT,LinkedIn
5723,3,2022,2,16961,9499,500711,9.34,0.68,IT,LinkedIn
5724,321,2021,3,40899,23680,1564543,2.87,0.89,IT,LinkedIn
5725,785,2025,1,45594,1901,1638878,3.58,0.17,IT,LinkedIn
5726,945,2021,2,35676,2780,2215753,1.3,0.13,IT,LinkedIn
5727,693,2025,2,44183,29312,1066842,18.79,0.92,IT,LinkedIn
5728,785,2021,3,24677,23053,940870,18.92,0.23,IT,LinkedIn
5729,601,2022,1,15068,12375,1673445,22.22,0.72,IT,LinkedIn
5730,152,2021,2,46310,7723,1825993,4.12,0.34,IT,LinkedIn
5731,978,2025,3,15793,27311,2180398,19.55,0.06,IT,LinkedIn
5732,844,2022,4,14844,14948,2223286,8.76,0.15,IT,LinkedIn
5733,915,2024,4,24174,7349,1138459,-4.21,0.1,IT,LinkedIn
5734,700,2024,2,42929,13079,801200,15.25,0.42,IT,LinkedIn
5735,84,2025,4,21966,6336,1267142,7.42,0.94,IT,LinkedIn
5736,549,2021,3,5252,13730,1390696,-3.42,0.25,IT,LinkedIn
5737,374,2020,2,33687,5621,790892,18.87,0.28,IT,LinkedIn
5738,13,2019,2,21277,15152,523403,8.79,0.3,IT,LinkedIn
5739,325,2023,4,3841,10130,1625867,19.97,0.67,IT,LinkedIn
5740,867,2022,4,9593,11224,1996932,8.39,0.81,IT,LinkedIn
5741,478,2023,4,46090,12573,2347019,8.63,0.88,IT,LinkedIn
5742,217,2024,1,29469,6052,2307527,10.24,0.46,IT,LinkedIn
5743,902,2019,1,27671,24373,1162774,19.13,0.94,IT,LinkedIn
5744,900,2025,2,8137,27108,1063346,0.72,0.78,IT,LinkedIn
5745,213,2023,2,37526,14533,1922364,-2.78,0.72,IT,LinkedIn
5746,372,2021,4,23618,15602,2197632,0.36,0.92,IT,LinkedIn
5747,637,2021,1,18061,6270,2433987,2.03,0.34,IT,LinkedIn
5748,908,2022,4,4684,15314,839557,2.15,0.78,IT,LinkedIn
5749,778,2023,3,36521,20191,2088113,13.18,0.22,IT,LinkedIn
5750,722,2023,4,37365,15630,1421599,7.27,0.7,IT,LinkedIn
5751,960,2022,4,39009,21284,1721254,23.31,0.31,IT,LinkedIn
5752,166,2022,3,26498,1744,1419869,1.96,0.78,IT,LinkedIn
5753,599,2024,3,44011,10616,869966,17.5,0.97,IT,LinkedIn
5754,133,2023,2,29692,29199,611410,13.43,0.28,IT,LinkedIn
5755,429,2024,1,25524,17078,904548,5.24,0.24,IT,LinkedIn
5756,970,2024,1,1963,6469,1298104,18.24,0.52,IT,LinkedIn
5757,221,2022,4,21182,16415,451079,6.32,0.13,IT,LinkedIn
5758,560,2021,4,29408,8989,2292401,15.57,0.23,IT,LinkedIn
5759,722,2025,1,16529,29718,538545,14.17,0.82,IT,LinkedIn
5760,917,2021,2,17458,15924,713711,20.51,0.55,IT,LinkedIn
5761,303,2023,4,43888,23630,2435927,17.07,0.25,IT,LinkedIn
5762,665,2019,1,49707,2418,730584,0.97,0.51,IT,LinkedIn
5763,738,2024,1,46015,23267,1275184,5.13,0.12,IT,LinkedIn
5764,122,2021,3,48381,18956,1573011,12.97,0.97,IT,LinkedIn
5765,928,2024,1,13380,3385,705578,2.68,0.08,IT,LinkedIn
5766,609,2024,2,29734,27596,2145256,16.88,0.31,IT,LinkedIn
5767,317,2020,3,4302,7119,688578,-3.25,0.83,IT,LinkedIn
5768,670,2019,1,44863,27251,1388512,14.69,0.93,IT,LinkedIn
5769,108,2025,3,34228,29022,1948129,19.95,0.1,IT,LinkedIn
5770,435,2024,1,33556,2072,545105,-1.71,0.41,IT,LinkedIn
5771,557,2019,2,29704,10199,1507304,19.2,0.52,IT,LinkedIn
5772,408,2019,4,29664,1126,2354547,1.38,0.37,IT,LinkedIn
5773,700,2021,2,36401,13040,577759,22.47,0.21,IT,LinkedIn
5774,652,2021,3,26120,12615,2405743,-3.24,0.54,IT,LinkedIn
5775,514,2024,4,24067,23627,1736989,-0.36,0.79,IT,LinkedIn
5776,762,2023,4,9236,21775,2387615,9.13,0.32,IT,LinkedIn
5777,377,2020,2,29755,4560,1360493,19.7,0.03,IT,LinkedIn
5778,514,2022,2,18872,23201,729685,12.4,0.74,IT,LinkedIn
5779,66,2023,3,6017,5197,836392,23.71,0.15,IT,LinkedIn
5780,813,2024,1,20783,9244,1479624,8.98,0.04,IT,LinkedIn
5781,503,2022,3,40729,29894,2479276,-1.24,0.76,IT,LinkedIn
