path_id,current_role_id,next_role_id,transition_difficulty_score,required_additional_skills,required_experience_years,recommended_certifications,average_transition_time_months,salary_growth_percent,role_similarity_score
2302,655,44,0.24,"396,75,450",2,AWS Certification,24,41,0.13
2303,629,765,0.64,"56,659,354",5,AWS Certification,9,70,0.51
2304,944,25,0.62,"489,899,910",1,AWS Certification,8,52,0.73
2305,278,222,0.42,"751,884,563",2,AWS Certification,13,33,0.43
2306,926,884,0.53,"461,861,600",4,AWS Certification,14,31,0.23
2307,584,865,0.99,"425,986,273",1,AWS Certification,17,24,0.97
2308,904,61,0.18,"386,456,151",4,AWS Certification,16,44,0.96
2309,725,551,0.45,"990,235,168",3,AWS Certification,21,77,0.2
2310,926,682,0.12,"314,474,368",3,AWS Certification,12,46,0.56
2311,808,554,0.32,"222,520,210",3,AWS Certification,17,42,0.59
2312,392,565,0.69,"968,422,417",3,AWS Certification,23,78,0.21
2313,656,771,0.43,"881,5,955",4,AWS Certification,6,28,0.99
2314,340,512,0.69,"984,123,325",5,AWS Certification,6,52,0.86
2315,213,725,0.78,"57,0,365",3,AWS Certification,8,17,0.71
2316,250,508,0.68,"415,91,453",1,AWS Certification,8,11,0.65
2317,150,79,0.7,"699,210,369",2,AWS Certification,21,71,0.64
2318,226,50,0.26,"562,511,65",5,AWS Certification,11,49,0.21
2319,694,888,0.6,"930,675,210",3,AWS Certification,24,61,0.0
2320,503,147,0.7,"709,619,808",2,AWS Certification,24,54,0.7
2321,978,413,0.2,"609,212,56",4,AWS Certification,24,74,0.58
2322,671,314,0.07,"307,274,744",1,AWS Certification,12,44,0.84
2323,517,60,0.81,"986,120,720",3,AWS Certification,16,77,0.67
2324,743,362,0.82,"553,464,522",5,AWS Certification,9,54,0.38
2325,402,53,0.16,"361,918,167",2,AWS Certification,17,80,0.93
2326,826,308,0.29,"425,631,414",2,AWS Certification,17,13,0.56
2327,623,495,0.44,"593,352,303",5,AWS Certification,19,80,0.95
2328,344,953,0.45,"174,646,161",1,AWS Certification,14,36,0.96
2329,352,777,0.04,"633,735,6",2,AWS Certification,6,39,0.26
2330,881,434,0.42,"376,534,221",1,AWS Certification,7,17,0.65
2331,112,909,0.45,"102,460,245",3,AWS Certification,7,39,0.14
2332,912,705,0.7,"366,717,383",4,AWS Certification,21,10,0.95
2333,664,6,0.5,"699,531,1",2,AWS Certification,12,40,0.04
2334,198,971,0.26,"971,721,77",2,AWS Certification,14,25,0.47
2335,422,35,0.69,"919,694,61",2,AWS Certification,17,32,0.56
2336,369,298,0.58,"205,469,36",1,AWS Certification,14,65,0.16
2337,285,527,0.29,"515,129,434",3,AWS Certification,12,43,0.81
2338,811,760,0.1,"801,905,594",3,AWS Certification,6,70,0.74
2339,323,305,0.71,"694,962,566",3,AWS Certification,9,27,0.31
2340,20,613,0.33,"107,151,450",1,AWS Certification,17,56,0.33
2341,420,605,0.39,"963,828,956",1,AWS Certification,13,17,0.63
2342,278,877,0.04,"903,138,781",4,AWS Certification,23,68,0.33
2343,222,639,0.67,"273,184,491",3,AWS Certification,6,17,0.9
2344,318,556,0.93,"499,203,729",5,AWS Certification,20,20,0.58
2345,913,35,0.04,"524,771,317",1,AWS Certification,15,36,0.89
2346,401,334,0.68,"670,67,338",5,AWS Certification,18,17,0.91
2347,245,729,0.85,"309,185,428",3,AWS Certification,19,30,0.96
2348,712,414,0.74,"978,297,948",3,AWS Certification,17,34,0.95
2349,146,432,0.8,"134,61,382",3,AWS Certification,19,60,0.31
2350,815,349,0.23,"781,862,812",4,AWS Certification,15,62,0.57
2351,169,272,0.34,"105,672,225",1,AWS Certification,7,66,0.67
2352,996,846,0.64,"270,692,219",2,AWS Certification,7,74,0.6
2353,922,502,0.53,"81,468,320",3,AWS Certification,15,73,0.01
2354,338,748,0.78,"143,482,597",4,AWS Certification,8,34,0.5
2355,390,412,0.52,"754,292,523",3,AWS Certification,14,14,0.66
2356,360,887,0.27,"126,911,17",4,AWS Certification,7,64,0.14
2357,764,349,0.19,"76,372,13",5,AWS Certification,21,79,0.47
2358,680,520,0.57,"172,478,71",5,AWS Certification,23,22,0.03
2359,439,515,0.08,"562,923,843",2,AWS Certification,23,38,0.45
2360,995,902,0.84,"359,606,850",2,AWS Certification,23,47,0.29
2361,785,236,0.41,"585,580,501",4,AWS Certification,16,75,0.92
2362,940,616,0.59,"229,592,450",5,AWS Certification,9,20,0.4
2363,247,98,0.25,"205,256,950",3,AWS Certification,21,74,0.41
2364,646,615,0.11,"14,781,513",1,AWS Certification,24,23,0.59
2365,669,590,0.71,"113,290,945",1,AWS Certification,20,65,0.1
2366,854,1000,0.37,"360,736,606",2,AWS Certification,18,78,0.98
2367,715,412,0.42,"598,256,429",4,AWS Certification,11,41,0.79
2368,494,810,0.57,"768,827,992",5,AWS Certification,11,38,0.12
2369,461,643,0.15,"622,56,240",4,AWS Certification,11,48,0.16
2370,882,639,0.8,"879,675,801",5,AWS Certification,20,16,0.62
2371,321,314,0.42,"457,596,161",2,AWS Certification,21,61,0.2
2372,973,622,0.0,"890,65,694",1,AWS Certification,15,69,0.03
2373,974,502,0.64,"950,362,80",4,AWS Certification,20,23,0.14
2374,727,141,0.11,"113,14,604",1,AWS Certification,17,74,0.51
2375,316,321,0.24,"73,549,962",4,AWS Certification,15,75,0.02
2376,945,33,0.8,"481,881,206",4,AWS Certification,24,71,0.68
2377,615,932,0.07,"867,300,411",5,AWS Certification,23,52,0.21
2378,983,817,0.09,"430,974,672",5,AWS Certification,7,51,0.93
2379,569,537,0.56,"630,248,847",2,AWS Certification,16,65,0.46
2380,404,488,0.33,"201,972,417",1,AWS Certification,21,71,0.77
2381,155,686,0.45,"179,449,790",3,AWS Certification,15,47,0.4
2382,527,459,0.89,"72,906,500",2,AWS Certification,18,72,0.85
2383,744,902,0.82,"716,430,412",3,AWS Certification,11,49,0.02
2384,240,790,0.06,"533,646,822",3,AWS Certification,7,35,0.55
2385,148,486,0.36,"283,963,316",5,AWS Certification,16,42,0.47
2386,220,283,0.66,"224,977,382",3,AWS Certification,14,35,0.27
2387,710,23,0.23,"672,802,739",2,AWS Certification,6,18,0.59
2388,874,572,0.72,"997,995,829",1,AWS Certification,6,70,0.53
2389,195,567,0.38,"620,80,898",4,AWS Certification,12,66,0.18
2390,548,515,0.77,"980,993,526",2,AWS Certification,13,33,0.83
2391,336,269,0.59,"677,984,179",1,AWS Certification,7,32,0.4
2392,927,567,0.42,"526,842,951",3,AWS Certification,17,29,0.37
2393,80,177,0.32,"734,475,825",1,AWS Certification,24,29,0.78
2394,716,446,0.25,"239,163,428",4,AWS Certification,6,73,0.16
2395,608,515,1.0,"904,39,693",2,AWS Certification,14,15,0.33
2396,588,41,0.45,"937,271,366",5,AWS Certification,15,31,0.96
2397,445,582,0.91,"577,98,697",3,AWS Certification,15,30,0.37
2398,352,434,0.5,"118,4,669",4,AWS Certification,16,17,0.78
2399,442,527,0.79,"76,888,884",3,AWS Certification,16,43,0.49
2400,68,235,0.91,"228,284,448",1,AWS Certification,19,40,0.86
2401,109,646,0.77,"636,618,754",2,AWS Certification,24,20,0.82
2402,51,903,0.31,"113,458,26",2,AWS Certification,8,30,0.44
2403,401,121,0.54,"465,136,876",4,AWS Certification,22,20,0.12
2404,750,599,0.98,"374,414,343",1,AWS Certification,20,74,0.33
2405,912,299,0.07,"70,380,417",1,AWS Certification,16,10,0.78
2406,650,195,0.94,"646,902,164",5,AWS Certification,6,23,0.6
2407,409,43,0.07,"402,1,874",2,AWS Certification,20,41,0.14
2408,178,520,0.13,"384,311,258",1,AWS Certification,21,79,0.42
2409,928,406,0.86,"791,229,818",1,AWS Certification,13,14,0.21
2410,161,433,0.07,"333,701,665",2,AWS Certification,12,80,0.67
2411,134,701,0.03,"131,104,435",4,AWS Certification,12,20,0.82
2412,221,341,0.0,"702,877,3",2,AWS Certification,17,14,0.31
2413,548,546,0.7,"511,632,335",2,AWS Certification,11,12,0.7
2414,92,85,0.7,"862,525,835",2,AWS Certification,24,42,0.6
2415,482,713,0.2,"954,463,249",5,AWS Certification,15,27,0.15
2416,602,147,0.93,"556,211,270",3,AWS Certification,23,47,0.38
2417,232,418,0.53,"775,244,345",5,AWS Certification,24,33,0.97
2418,486,747,0.76,"134,240,527",5,AWS Certification,8,12,0.89
2419,726,517,0.71,"49,548,234",2,AWS Certification,14,44,0.4
2420,900,560,0.04,"430,962,92",5,AWS Certification,8,40,0.09
2421,656,955,0.91,"733,307,486",1,AWS Certification,24,76,0.25
2422,547,65,0.56,"447,422,51",3,AWS Certification,11,28,0.52
2423,758,422,0.34,"131,139,235",5,AWS Certification,19,35,0.42
2424,140,673,0.99,"53,101,633",3,AWS Certification,15,64,0.46
2425,815,573,0.43,"209,803,438",1,AWS Certification,13,34,0.06
2426,739,548,0.28,"649,17,408",2,AWS Certification,20,47,0.21
2427,115,554,0.62,"363,931,50",3,AWS Certification,10,77,0.4
2428,162,277,0.58,"982,360,252",4,AWS Certification,11,28,0.79
2429,509,111,0.55,"630,798,50",4,AWS Certification,15,44,0.01
2430,381,370,0.69,"82,218,681",4,AWS Certification,9,76,0.65
2431,589,531,0.69,"650,251,261",2,AWS Certification,16,31,0.31
2432,174,287,0.75,"132,955,921",3,AWS Certification,14,70,0.46
2433,179,684,0.57,"525,108,450",2,AWS Certification,9,62,0.11
2434,759,392,0.48,"64,715,40",1,AWS Certification,19,43,0.97
2435,950,525,0.11,"728,602,171",1,AWS Certification,17,21,0.02
2436,19,342,0.04,"489,893,418",1,AWS Certification,11,31,0.51
2437,278,461,0.95,"253,886,404",4,AWS Certification,24,42,0.85
2438,842,24,0.29,"705,210,1",1,AWS Certification,20,75,0.72
2439,274,424,0.61,"173,275,592",5,AWS Certification,21,76,0.05
2440,508,24,0.68,"886,821,816",4,AWS Certification,13,65,0.21
2441,190,465,0.14,"918,127,332",3,AWS Certification,24,76,0.76
2442,40,487,0.82,"202,142,272",2,AWS Certification,13,70,0.43
2443,771,754,0.19,"654,380,786",5,AWS Certification,7,60,0.1
2444,206,468,0.8,"99,732,582",5,AWS Certification,9,70,0.45
2445,651,627,0.4,"644,622,598",3,AWS Certification,18,21,0.31
2446,984,269,0.47,"453,33,668",2,AWS Certification,14,35,0.03
2447,391,438,0.59,"910,765,22",4,AWS Certification,23,52,0.95
2448,299,168,0.24,"411,30,851",1,AWS Certification,9,10,0.18
2449,332,781,0.02,"303,789,808",4,AWS Certification,17,48,0.67
2450,866,832,0.33,"494,883,144",4,AWS Certification,21,75,0.86
2451,931,867,0.48,"783,961,876",4,AWS Certification,6,75,0.7
2452,516,752,0.57,"876,693,819",1,AWS Certification,18,76,0.53
2453,956,286,0.85,"659,846,120",2,AWS Certification,19,22,0.65
2454,162,523,0.23,"884,630,885",2,AWS Certification,10,23,0.67
2455,259,847,0.69,"986,839,756",4,AWS Certification,12,31,0.95
2456,617,448,0.41,"430,537,486",3,AWS Certification,14,74,0.68
2457,256,185,0.6,"536,540,499",4,AWS Certification,9,56,0.09
2458,615,212,0.48,"65,285,204",2,AWS Certification,19,12,0.3
2459,889,347,0.25,"68,103,312",3,AWS Certification,22,22,0.42
2460,331,642,0.69,"973,677,166",2,AWS Certification,9,14,0.17
2461,770,890,0.8,"607,909,304",3,AWS Certification,14,78,0.51
2462,43,852,0.41,"238,651,226",3,AWS Certification,6,53,0.76
2463,207,130,0.73,"184,310,467",3,AWS Certification,13,63,0.7
2464,669,945,0.78,"944,116,526",4,AWS Certification,18,79,0.28
2465,471,267,0.49,"775,502,448",5,AWS Certification,12,32,0.49
2466,520,989,0.47,"69,64,102",5,AWS Certification,19,28,0.44
2467,279,814,0.36,"631,262,27",2,AWS Certification,19,54,0.72
2468,241,285,0.16,"510,615,658",4,AWS Certification,22,48,0.79
2469,82,519,0.7,"492,269,990",3,AWS Certification,7,47,0.82
2470,782,510,0.67,"350,281,672",5,AWS Certification,8,41,0.59
2471,723,6,0.85,"75,182,945",5,AWS Certification,17,38,0.4
2472,284,626,0.34,"837,631,430",5,AWS Certification,11,36,0.28
2473,923,906,0.35,"637,346,217",2,AWS Certification,17,46,0.59
2474,378,866,0.74,"458,407,829",4,AWS Certification,19,79,0.1
2475,129,507,0.13,"115,733,253",5,AWS Certification,6,47,0.94
2476,46,146,0.24,"344,52,848",2,AWS Certification,24,76,0.86
2477,999,901,0.98,"390,675,802",1,AWS Certification,7,28,0.64
2478,48,602,0.52,"674,200,228",1,AWS Certification,13,46,0.77
2479,723,744,0.35,"657,595,164",2,AWS Certification,19,74,0.37
2480,443,501,0.44,"255,875,378",4,AWS Certification,13,71,0.4
2481,981,339,0.03,"761,52,26",3,AWS Certification,8,66,0.47
2482,778,650,0.52,"470,419,330",5,AWS Certification,9,40,0.37
2483,648,192,0.47,"348,189,733",2,AWS Certification,7,32,0.58
2484,801,555,0.86,"444,160,327",4,AWS Certification,21,77,0.36
2485,257,113,0.16,"772,549,654",4,AWS Certification,15,66,0.33
2486,665,390,0.21,"289,159,592",1,AWS Certification,8,54,0.04
2487,174,624,0.51,"841,46,904",3,AWS Certification,11,56,0.55
2488,609,293,0.65,"709,791,479",2,AWS Certification,21,41,0.04
2489,235,956,0.05,"100,811,375",5,AWS Certification,20,43,0.01
2490,151,183,0.63,"44,409,861",2,AWS Certification,6,32,0.85
2491,228,476,0.54,"442,390,311",2,AWS Certification,18,33,0.03
2492,768,539,0.52,"123,805,195",5,AWS Certification,15,51,0.41
2493,451,826,0.74,"848,290,440",3,AWS Certification,18,69,0.75
2494,821,322,0.75,"53,932,204",5,AWS Certification,12,54,0.78
2495,410,815,0.83,"523,634,320",2,AWS Certification,18,60,0.86
2496,792,225,0.15,"736,34,677",1,AWS Certification,21,33,0.18
2497,617,771,0.89,"312,841,747",2,AWS Certification,11,76,0.41
2498,480,328,0.32,"707,297,747",5,AWS Certification,11,76,0.58
2499,934,870,0.53,"969,322,137",2,AWS Certification,7,11,0.72
2500,319,973,0.62,"502,199,60",3,AWS Certification,16,10,0.32
2501,648,958,0.02,"256,77,932",2,AWS Certification,23,44,0.65
2502,453,630,0.28,"37,585,279",1,AWS Certification,14,74,0.01
2503,190,533,0.15,"130,141,880",3,AWS Certification,19,13,0.19
2504,539,275,0.66,"374,443,810",4,AWS Certification,19,58,0.4
2505,900,637,0.34,"897,994,733",4,AWS Certification,19,50,0.35
2506,200,802,0.99,"56,820,126",5,AWS Certification,14,58,0.8
2507,888,356,0.19,"838,729,24",3,AWS Certification,24,46,0.89
2508,75,438,0.82,"151,554,620",4,AWS Certification,12,68,0.31
2509,136,299,0.5,"454,708,54",5,AWS Certification,19,74,0.56
2510,252,131,0.62,"455,107,658",5,AWS Certification,15,77,0.6
2511,937,596,0.54,"616,719,180",4,AWS Certification,13,32,0.91
2512,197,124,0.41,"426,187,881",5,AWS Certification,15,57,0.88
2513,188,389,0.43,"752,889,559",5,AWS Certification,12,76,0.33
2514,638,485,0.17,"201,83,838",1,AWS Certification,15,21,0.18
2515,233,401,0.57,"722,159,436",3,AWS Certification,14,24,0.14
2516,555,978,0.02,"656,60,884",5,AWS Certification,11,77,0.61
2517,811,655,0.98,"803,411,573",2,AWS Certification,7,65,0.76
2518,659,232,0.2,"389,43,219",5,AWS Certification,21,60,0.81
2519,720,556,0.74,"590,917,759",4,AWS Certification,22,56,0.67
2520,366,97,0.69,"909,417,943",5,AWS Certification,16,37,0.39
2521,128,321,0.11,"125,603,785",4,AWS Certification,7,20,0.06
2522,20,70,0.26,"274,1,553",4,AWS Certification,22,15,0.68
2523,93,895,0.39,"330,921,345",2,AWS Certification,10,26,0.82
2524,305,95,0.49,"92,947,715",5,AWS Certification,21,21,0.64
2525,124,795,0.3,"208,415,446",4,AWS Certification,14,61,0.61
2526,836,164,0.34,"589,215,52",1,AWS Certification,17,38,0.46
2527,822,403,0.93,"276,820,245",1,AWS Certification,10,46,0.79
2528,838,774,0.01,"232,560,565",2,AWS Certification,18,62,0.43
2529,265,991,0.79,"70,756,933",1,AWS Certification,6,42,0.39
2530,383,726,0.23,"613,884,783",4,AWS Certification,10,74,0.21
2531,345,224,0.91,"915,724,674",1,AWS Certification,17,43,0.43
2532,218,437,0.42,"504,41,594",2,AWS Certification,15,54,0.4
2533,813,162,0.8,"346,171,173",5,AWS Certification,7,20,0.5
2534,536,762,0.02,"503,309,892",2,AWS Certification,13,64,0.14
2535,882,896,0.65,"184,692,386",2,AWS Certification,9,41,0.92
2536,130,727,0.62,"498,15,272",2,AWS Certification,11,54,0.4
2537,367,509,0.39,"84,362,130",1,AWS Certification,20,15,0.17
2538,810,143,0.57,"884,553,640",1,AWS Certification,13,12,0.52
2539,728,697,0.14,"529,104,693",2,AWS Certification,17,43,0.52
2540,970,989,0.78,"117,646,910",2,AWS Certification,20,17,0.83
2541,37,737,0.85,"400,882,334",4,AWS Certification,21,34,0.94
2542,261,427,0.2,"747,85,677",2,AWS Certification,10,29,0.33
2543,417,818,0.94,"526,453,621",1,AWS Certification,22,52,0.54
2544,218,813,0.74,"42,172,321",5,AWS Certification,12,34,0.11
2545,649,636,0.51,"511,124,958",5,AWS Certification,15,15,0.64
2546,377,840,0.04,"154,960,391",2,AWS Certification,14,67,0.4
2547,862,353,0.4,"235,807,124",4,AWS Certification,13,19,0.81
2548,878,250,0.52,"752,657,299",4,AWS Certification,19,65,0.04
2549,181,183,0.98,"280,508,712",4,AWS Certification,16,77,0.48
2550,215,162,0.48,"992,624,578",4,AWS Certification,16,49,0.87
2551,194,576,0.24,"917,640,279",5,AWS Certification,22,31,0.49
2552,460,937,0.7,"74,720,106",1,AWS Certification,18,36,0.51
2553,357,563,0.54,"529,917,235",4,AWS Certification,24,16,0.26
2554,860,241,0.06,"616,402,542",2,AWS Certification,17,32,0.06
2555,290,423,0.94,"614,77,504",3,AWS Certification,12,23,0.5
2556,375,54,0.18,"233,168,941",4,AWS Certification,19,24,0.86
2557,179,261,0.23,"969,646,925",1,AWS Certification,9,15,0.38
2558,555,362,0.7,"551,1,12",5,AWS Certification,17,72,0.36
2559,369,593,0.45,"263,322,279",3,AWS Certification,17,57,0.9
2560,500,72,0.15,"637,438,703",1,AWS Certification,10,48,0.75
2561,554,287,0.17,"394,820,103",3,AWS Certification,18,66,0.93
2562,956,860,0.06,"670,7,766",3,AWS Certification,9,73,0.75
2563,255,958,0.27,"675,531,718",5,AWS Certification,6,14,0.56
2564,723,816,0.93,"443,112,107",5,AWS Certification,20,68,0.18
2565,767,257,0.4,"513,643,357",3,AWS Certification,22,53,0.54
2566,170,890,0.79,"271,616,880",3,AWS Certification,24,78,0.45
2567,116,420,0.67,"18,48,967",5,AWS Certification,12,56,0.17
2568,422,646,0.66,"741,913,815",4,AWS Certification,10,38,0.7
2569,371,580,0.82,"72,202,564",5,AWS Certification,10,33,0.44
2570,301,211,0.56,"525,331,608",2,AWS Certification,10,57,0.2
2571,670,136,0.81,"609,712,691",2,AWS Certification,21,11,0.22
2572,948,910,0.48,"965,321,318",5,AWS Certification,12,42,0.06
2573,917,942,0.97,"220,875,742",4,AWS Certification,14,77,0.45
2574,794,268,0.98,"201,195,209",1,AWS Certification,15,29,0.01
2575,856,923,0.89,"972,612,587",5,AWS Certification,9,29,0.59
2576,459,621,0.21,"680,661,337",2,AWS Certification,8,34,0.73
2577,659,605,0.5,"702,596,38",1,AWS Certification,20,72,0.8
2578,249,127,0.22,"871,279,732",5,AWS Certification,7,55,0.88
2579,609,623,0.82,"656,313,896",2,AWS Certification,18,39,0.37
2580,78,564,0.72,"309,265,40",4,AWS Certification,8,26,0.15
2581,773,643,0.47,"747,953,825",5,AWS Certification,19,38,0.14
2582,699,707,0.75,"624,368,219",4,AWS Certification,22,41,0.72
2583,634,385,0.93,"812,585,806",4,AWS Certification,16,64,0.2
2584,154,52,0.53,"475,743,119",3,AWS Certification,6,22,0.93
2585,866,568,0.03,"894,955,4",5,AWS Certification,16,13,0.04
2586,327,215,0.19,"747,954,743",2,AWS Certification,20,71,0.27
2587,624,61,0.03,"774,706,29",1,AWS Certification,6,79,0.22
2588,678,969,0.09,"697,875,311",5,AWS Certification,17,70,0.91
2589,581,791,0.52,"883,577,179",4,AWS Certification,10,75,0.74
2590,367,415,0.37,"680,429,422",4,AWS Certification,16,70,0.22
2591,859,248,0.88,"799,248,558",3,AWS Certification,12,47,0.55
2592,30,257,0.8,"963,527,555",1,AWS Certification,19,66,0.34
2593,981,408,0.68,"326,671,468",4,AWS Certification,11,13,0.31
2594,487,57,0.36,"126,304,468",2,AWS Certification,9,34,0.85
2595,819,950,0.23,"151,258,737",4,AWS Certification,18,68,0.74
2596,88,122,0.57,"383,701,262",4,AWS Certification,10,12,0.19
2597,588,421,0.17,"342,213,226",1,AWS Certification,8,67,0.97
2598,331,782,0.67,"473,209,302",1,AWS Certification,13,48,0.57
2599,580,851,0.61,"48,516,496",3,AWS Certification,8,51,0.99
2600,994,291,0.32,"90,317,224",1,AWS Certification,19,44,0.98
2601,541,794,0.2,"278,89,603",4,AWS Certification,10,40,0.55
2602,796,663,0.79,"125,502,596",2,AWS Certification,18,66,0.67
2603,644,888,0.55,"402,441,464",1,AWS Certification,11,23,0.32
2604,958,297,1.0,"625,511,1000",1,AWS Certification,16,11,0.27
2605,551,456,0.08,"173,578,403",3,AWS Certification,8,50,0.3
2606,674,240,0.87,"108,280,484",4,AWS Certification,16,11,0.5
2607,929,787,0.14,"155,336,461",3,AWS Certification,24,31,0.69
2608,398,774,0.16,"366,49,292",3,AWS Certification,17,73,0.06
2609,722,764,0.28,"843,693,588",3,AWS Certification,9,40,0.18
2610,632,182,0.16,"945,649,570",2,AWS Certification,24,42,0.89
2611,656,844,0.11,"5,764,342",2,AWS Certification,19,56,0.48
2612,552,48,0.65,"417,610,381",1,AWS Certification,7,41,0.52
2613,22,663,0.66,"488,580,681",1,AWS Certification,13,74,0.68
2614,353,66,0.24,"297,647,638",4,AWS Certification,16,40,0.91
2615,5,396,0.49,"228,590,202",2,AWS Certification,11,60,0.35
2616,733,44,0.93,"343,105,988",5,AWS Certification,11,19,0.67
2617,600,140,0.5,"318,533,463",4,AWS Certification,22,72,0.75
2618,105,884,0.67,"339,916,991",1,AWS Certification,11,49,0.21
2619,611,656,0.47,"902,181,440",3,AWS Certification,24,38,0.94
2620,137,255,0.91,"393,770,925",1,AWS Certification,18,14,0.48
2621,847,166,0.9,"801,56,299",5,AWS Certification,13,64,0.99
2622,533,483,0.75,"860,473,629",2,AWS Certification,17,63,0.51
2623,216,981,0.55,"336,672,471",3,AWS Certification,23,42,0.8
2624,631,245,0.35,"640,604,228",5,AWS Certification,16,52,0.25
2625,687,436,0.85,"729,45,94",4,AWS Certification,16,19,0.37
2626,607,791,0.22,"160,312,249",4,AWS Certification,14,29,0.18
2627,80,456,0.01,"827,552,209",1,AWS Certification,20,77,0.85
2628,747,322,0.16,"669,887,714",3,AWS Certification,11,29,0.99
2629,294,587,0.22,"51,579,985",2,AWS Certification,21,50,0.82
2630,176,444,0.76,"239,967,305",3,AWS Certification,22,70,0.15
2631,67,226,0.74,"567,804,69",2,AWS Certification,20,49,0.12
2632,72,386,0.6,"522,216,96",4,AWS Certification,24,63,0.96
2633,300,262,0.99,"125,83,341",3,AWS Certification,23,70,0.83
2634,844,543,0.12,"869,62,434",1,AWS Certification,9,45,0.12
2635,66,122,0.78,"119,167,901",5,AWS Certification,8,39,0.43
2636,340,641,0.49,"813,568,312",1,AWS Certification,11,15,0.97
2637,7,387,0.56,"504,896,688",3,AWS Certification,12,25,0.55
2638,928,834,0.2,"841,286,248",3,AWS Certification,14,74,0.42
2639,554,914,0.02,"331,106,394",3,AWS Certification,10,65,0.65
2640,603,747,0.21,"868,483,221",2,AWS Certification,8,64,0.18
2641,552,808,0.92,"548,451,939",3,AWS Certification,17,18,0.37
2642,495,861,0.16,"540,113,673",5,AWS Certification,10,75,0.69
2643,284,380,0.67,"838,614,535",5,AWS Certification,11,34,0.59
2644,9,753,0.02,"849,859,153",4,AWS Certification,15,38,0.36
2645,970,801,0.57,"574,404,249",2,AWS Certification,21,44,0.28
2646,488,923,0.79,"290,774,449",1,AWS Certification,10,61,0.57
2647,447,436,0.98,"785,1000,894",3,AWS Certification,12,47,0.47
2648,898,305,0.66,"340,176,506",3,AWS Certification,18,17,0.97
2649,565,108,0.19,"667,443,386",4,AWS Certification,8,10,0.64
2650,8,921,0.72,"103,993,494",3,AWS Certification,9,16,0.28
2651,358,134,0.93,"25,73,872",3,AWS Certification,22,14,0.97
2652,498,9,0.95,"389,601,46",1,AWS Certification,11,38,0.31
2653,923,308,0.58,"81,752,861",2,AWS Certification,7,74,0.43
2654,43,779,0.39,"658,202,255",5,AWS Certification,6,55,0.74
2655,811,517,0.07,"949,158,672",4,AWS Certification,14,51,0.37
2656,875,566,0.65,"997,335,358",4,AWS Certification,24,80,0.64
2657,247,669,0.93,"201,229,824",4,AWS Certification,11,15,0.5
2658,128,516,0.13,"432,101,350",4,AWS Certification,9,36,0.89
2659,877,512,0.8,"376,511,110",1,AWS Certification,16,47,0.12
2660,376,967,0.95,"0,850,650",5,AWS Certification,15,75,0.83
2661,284,610,0.45,"83,125,144",3,AWS Certification,15,60,0.24
2662,116,801,0.17,"939,26,257",2,AWS Certification,13,67,0.69
2663,570,214,0.44,"491,544,244",2,AWS Certification,7,18,0.83
2664,761,427,0.72,"313,390,629",5,AWS Certification,19,30,0.8
2665,24,615,0.7,"864,57,709",3,AWS Certification,23,38,0.46
2666,61,949,0.73,"784,252,413",3,AWS Certification,17,22,0.59
2667,745,624,0.24,"493,466,94",3,AWS Certification,10,19,0.1
2668,477,43,0.16,"765,881,159",5,AWS Certification,16,60,0.61
2669,54,823,0.52,"968,835,913",5,AWS Certification,15,69,0.42
2670,582,906,0.2,"633,406,265",3,AWS Certification,18,12,0.15
2671,922,967,0.69,"911,111,504",1,AWS Certification,19,55,0.7
2672,176,566,0.91,"554,15,136",2,AWS Certification,18,57,0.63
2673,627,118,0.37,"807,851,622",2,AWS Certification,16,29,0.34
2674,458,348,0.25,"461,811,900",2,AWS Certification,18,52,0.36
2675,537,614,0.69,"232,252,640",4,AWS Certification,17,63,0.61
2676,33,729,0.32,"147,215,309",5,AWS Certification,18,64,0.7
2677,799,747,0.42,"307,740,145",3,AWS Certification,6,48,0.06
2678,147,955,0.01,"66,543,873",1,AWS Certification,9,66,0.81
2679,180,166,0.16,"599,29,825",5,AWS Certification,13,62,0.35
2680,693,304,0.35,"423,777,883",2,AWS Certification,23,27,0.74
2681,39,531,0.6,"973,748,688",1,AWS Certification,16,21,0.58
2682,188,57,0.91,"510,204,711",4,AWS Certification,24,78,0.3
2683,925,451,0.65,"586,58,49",3,AWS Certification,12,13,0.66
2684,11,722,0.36,"30,912,3",5,AWS Certification,14,52,0.93
2685,889,304,0.36,"605,475,238",3,AWS Certification,16,36,0.22
2686,703,349,0.21,"2,951,754",2,AWS Certification,11,59,0.34
2687,451,326,0.27,"28,509,889",1,AWS Certification,17,67,0.3
2688,150,399,0.59,"899,722,620",4,AWS Certification,19,22,0.77
2689,488,472,0.85,"886,855,381",1,AWS Certification,6,17,0.43
2690,541,304,0.68,"256,469,10",5,AWS Certification,6,58,0.79
2691,359,625,0.06,"958,564,474",2,AWS Certification,6,59,0.95
2692,739,344,0.73,"634,188,949",5,AWS Certification,13,39,0.74
2693,686,448,0.23,"626,396,443",2,AWS Certification,20,16,0.99
2694,722,751,0.28,"393,655,388",5,AWS Certification,22,47,0.06
2695,475,959,0.73,"654,266,383",1,AWS Certification,17,60,0.41
2696,978,107,0.48,"398,945,849",5,AWS Certification,11,41,0.69
2697,884,180,0.95,"991,461,592",2,AWS Certification,16,80,0.32
2698,173,667,0.91,"649,540,464",2,AWS Certification,17,46,0.93
