synonym_id,original_term,normalized_skill_name,synonym_type,confidence_score,language,region
11449,Leadership,leadership,abbreviation,0.83,English,Global
11450,GCP,gcp,abbreviation,0.9,English,Global
11451,Communication,communication,abbreviation,0.82,English,Global
11452,MongoDB,mongodb,abbreviation,0.86,English,Global
11453,Data Structures,data structures,abbreviation,0.98,English,Global
11454,Docker,docker,abbreviation,0.8,English,Global
11455,TensorFlow,tensorflow,abbreviation,0.96,English,Global
11456,Node.js,node.js,abbreviation,0.86,English,Global
11457,Spring Boot,spring boot,abbreviation,0.83,English,Global
11458,Data Structures,data structures,abbreviation,0.76,English,Global
11459,REST API,rest api,abbreviation,0.75,English,Global
11460,AWS,aws,abbreviation,0.79,English,Global
11461,SQL,sql,abbreviation,0.71,English,Global
11462,Problem Solving,problem solving,abbreviation,0.96,English,Global
11463,Leadership,leadership,abbreviation,0.74,English,Global
11464,Git,git,abbreviation,0.96,English,Global
11465,Kubernetes,kubernetes,abbreviation,0.86,English,Global
11466,Git,git,abbreviation,0.8,English,Global
11467,Algorithms,algorithms,abbreviation,0.81,English,Global
11468,Python,python,abbreviation,0.8,English,Global
11469,REST API,rest api,abbreviation,0.96,English,Global
11470,SQL,sql,abbreviation,0.96,English,Global
11471,Node.js,node.js,abbreviation,0.78,English,Global
11472,Node.js,node.js,abbreviation,0.93,English,Global
11473,Data Structures,data structures,abbreviation,0.99,English,Global
11474,SQL,sql,abbreviation,0.93,English,Global
11475,Microservices,microservices,abbreviation,0.85,English,Global
11476,Python,python,abbreviation,0.82,English,Global
11477,Docker,docker,abbreviation,0.7,English,Global
11478,MongoDB,mongodb,abbreviation,0.82,English,Global
11479,GCP,gcp,abbreviation,0.91,English,Global
11480,Spring Boot,spring boot,abbreviation,0.99,English,Global
11481,Java,java,abbreviation,0.78,English,Global
11482,Java,java,abbreviation,0.73,English,Global
11483,AWS,aws,abbreviation,0.7,English,Global
11484,Python,python,abbreviation,0.75,English,Global
11485,Java,java,abbreviation,0.91,English,Global
11486,Java,java,abbreviation,0.78,English,Global
11487,Node.js,node.js,abbreviation,0.89,English,Global
11488,Angular,angular,abbreviation,0.84,English,Global
11489,Python,python,abbreviation,0.96,English,Global
11490,REST API,rest api,abbreviation,0.8,English,Global
11491,Java,java,abbreviation,0.86,English,Global
11492,GCP,gcp,abbreviation,0.72,English,Global
11493,Spring Boot,spring boot,abbreviation,0.86,English,Global
11494,Kubernetes,kubernetes,abbreviation,0.74,English,Global
11495,MongoDB,mongodb,abbreviation,0.85,English,Global
11496,REST API,rest api,abbreviation,0.76,English,Global
11497,Spring Boot,spring boot,abbreviation,0.75,English,Global
11498,Leadership,leadership,abbreviation,0.99,English,Global
11499,Time Management,time management,abbreviation,0.82,English,Global
11500,GCP,gcp,abbreviation,0.88,English,Global
11501,React,react,abbreviation,0.88,English,Global
11502,REST API,rest api,abbreviation,0.76,English,Global
11503,Communication,communication,abbreviation,0.75,English,Global
11504,AWS,aws,abbreviation,0.97,English,Global
11505,Git,git,abbreviation,0.76,English,Global
11506,Docker,docker,abbreviation,0.74,English,Global
11507,Git,git,abbreviation,0.79,English,Global
11508,AWS,aws,abbreviation,0.98,English,Global
11509,Docker,docker,abbreviation,0.97,English,Global
11510,MongoDB,mongodb,abbreviation,0.81,English,Global
11511,Data Structures,data structures,abbreviation,0.83,English,Global
11512,Git,git,abbreviation,0.98,English,Global
11513,SQL,sql,abbreviation,0.94,English,Global
11514,PyTorch,pytorch,abbreviation,0.94,English,Global
11515,Node.js,node.js,abbreviation,0.79,English,Global
11516,AWS,aws,abbreviation,0.92,English,Global
11517,Time Management,time management,abbreviation,0.91,English,Global
11518,Time Management,time management,abbreviation,0.9,English,Global
11519,Communication,communication,abbreviation,0.83,English,Global
11520,Leadership,leadership,abbreviation,0.9,English,Global
11521,Spring Boot,spring boot,abbreviation,0.75,English,Global
11522,Data Structures,data structures,abbreviation,0.93,English,Global
11523,Node.js,node.js,abbreviation,0.96,English,Global
11524,Kubernetes,kubernetes,abbreviation,0.86,English,Global
11525,PyTorch,pytorch,abbreviation,0.72,English,Global
11526,Data Structures,data structures,abbreviation,0.88,English,Global
11527,Leadership,leadership,abbreviation,0.75,English,Global
11528,Data Structures,data structures,abbreviation,0.77,English,Global
11529,SQL,sql,abbreviation,0.7,English,Global
11530,Algorithms,algorithms,abbreviation,0.83,English,Global
11531,Docker,docker,abbreviation,0.82,English,Global
11532,Algorithms,algorithms,abbreviation,0.85,English,Global
11533,Data Structures,data structures,abbreviation,0.89,English,Global
11534,Algorithms,algorithms,abbreviation,0.72,English,Global
11535,Kubernetes,kubernetes,abbreviation,0.71,English,Global
11536,MongoDB,mongodb,abbreviation,0.76,English,Global
11537,SQL,sql,abbreviation,0.89,English,Global
11538,Problem Solving,problem solving,abbreviation,0.83,English,Global
11539,Git,git,abbreviation,0.77,English,Global
11540,Leadership,leadership,abbreviation,0.81,English,Global
11541,GCP,gcp,abbreviation,0.95,English,Global
11542,PyTorch,pytorch,abbreviation,0.75,English,Global
11543,Angular,angular,abbreviation,0.93,English,Global
11544,Problem Solving,problem solving,abbreviation,0.72,English,Global
11545,PyTorch,pytorch,abbreviation,0.98,English,Global
11546,Communication,communication,abbreviation,0.8,English,Global
11547,Communication,communication,abbreviation,0.82,English,Global
11548,Microservices,microservices,abbreviation,0.74,English,Global
11549,Leadership,leadership,abbreviation,0.72,English,Global
11550,Data Structures,data structures,abbreviation,0.92,English,Global
11551,Node.js,node.js,abbreviation,0.75,English,Global
11552,React,react,abbreviation,0.77,English,Global
11553,Leadership,leadership,abbreviation,0.71,English,Global
11554,SQL,sql,abbreviation,0.98,English,Global
11555,Time Management,time management,abbreviation,0.79,English,Global
11556,Time Management,time management,abbreviation,0.94,English,Global
11557,Microservices,microservices,abbreviation,0.73,English,Global
11558,Angular,angular,abbreviation,0.96,English,Global
11559,Microservices,microservices,abbreviation,0.95,English,Global
11560,Python,python,abbreviation,0.89,English,Global
11561,Algorithms,algorithms,abbreviation,0.94,English,Global
11562,Kubernetes,kubernetes,abbreviation,0.81,English,Global
11563,Communication,communication,abbreviation,0.83,English,Global
11564,Angular,angular,abbreviation,0.79,English,Global
11565,Kubernetes,kubernetes,abbreviation,0.8,English,Global
11566,SQL,sql,abbreviation,0.7,English,Global
11567,PyTorch,pytorch,abbreviation,0.82,English,Global
11568,SQL,sql,abbreviation,0.91,English,Global
11569,Communication,communication,abbreviation,0.74,English,Global
11570,Git,git,abbreviation,0.94,English,Global
11571,Data Structures,data structures,abbreviation,0.77,English,Global
11572,TensorFlow,tensorflow,abbreviation,0.94,English,Global
11573,Docker,docker,abbreviation,0.95,English,Global
11574,Node.js,node.js,abbreviation,0.8,English,Global
11575,Python,python,abbreviation,0.89,English,Global
11576,Python,python,abbreviation,0.97,English,Global
11577,Docker,docker,abbreviation,0.78,English,Global
11578,Data Structures,data structures,abbreviation,0.92,English,Global
11579,Algorithms,algorithms,abbreviation,0.92,English,Global
11580,SQL,sql,abbreviation,0.91,English,Global
11581,MongoDB,mongodb,abbreviation,0.84,English,Global
11582,Communication,communication,abbreviation,0.87,English,Global
11583,Java,java,abbreviation,0.71,English,Global
11584,Problem Solving,problem solving,abbreviation,0.86,English,Global
11585,GCP,gcp,abbreviation,0.9,English,Global
11586,Azure,azure,abbreviation,0.98,English,Global
11587,Microservices,microservices,abbreviation,0.75,English,Global
11588,Algorithms,algorithms,abbreviation,0.82,English,Global
11589,Kubernetes,kubernetes,abbreviation,0.86,English,Global
11590,Git,git,abbreviation,0.71,English,Global
11591,Data Structures,data structures,abbreviation,0.8,English,Global
11592,Time Management,time management,abbreviation,0.82,English,Global
11593,Azure,azure,abbreviation,0.9,English,Global
11594,Git,git,abbreviation,0.83,English,Global
11595,Time Management,time management,abbreviation,0.77,English,Global
11596,SQL,sql,abbreviation,0.9,English,Global
11597,Algorithms,algorithms,abbreviation,0.91,English,Global
11598,Problem Solving,problem solving,abbreviation,0.98,English,Global
11599,Time Management,time management,abbreviation,0.86,English,Global
11600,Data Structures,data structures,abbreviation,0.75,English,Global
11601,Spring Boot,spring boot,abbreviation,0.97,English,Global
11602,React,react,abbreviation,0.87,English,Global
11603,Microservices,microservices,abbreviation,0.86,English,Global
11604,Azure,azure,abbreviation,0.73,English,Global
11605,Problem Solving,problem solving,abbreviation,0.71,English,Global
11606,Data Structures,data structures,abbreviation,0.95,English,Global
11607,Angular,angular,abbreviation,0.87,English,Global
11608,REST API,rest api,abbreviation,0.82,English,Global
11609,SQL,sql,abbreviation,0.79,English,Global
11610,Leadership,leadership,abbreviation,0.96,English,Global
11611,Git,git,abbreviation,0.93,English,Global
11612,Spring Boot,spring boot,abbreviation,0.95,English,Global
11613,Kubernetes,kubernetes,abbreviation,0.88,English,Global
11614,Azure,azure,abbreviation,0.83,English,Global
11615,Python,python,abbreviation,0.71,English,Global
11616,Spring Boot,spring boot,abbreviation,0.79,English,Global
11617,Spring Boot,spring boot,abbreviation,0.88,English,Global
11618,Spring Boot,spring boot,abbreviation,0.71,English,Global
11619,Azure,azure,abbreviation,0.72,English,Global
11620,Time Management,time management,abbreviation,0.76,English,Global
11621,Python,python,abbreviation,0.78,English,Global
11622,React,react,abbreviation,0.78,English,Global
11623,Leadership,leadership,abbreviation,0.86,English,Global
11624,PyTorch,pytorch,abbreviation,0.91,English,Global
11625,Spring Boot,spring boot,abbreviation,0.9,English,Global
11626,SQL,sql,abbreviation,0.88,English,Global
11627,Angular,angular,abbreviation,0.86,English,Global
11628,Python,python,abbreviation,0.81,English,Global
11629,Leadership,leadership,abbreviation,0.82,English,Global
11630,Python,python,abbreviation,0.83,English,Global
11631,TensorFlow,tensorflow,abbreviation,0.89,English,Global
11632,REST API,rest api,abbreviation,0.94,English,Global
11633,Communication,communication,abbreviation,0.74,English,Global
11634,GCP,gcp,abbreviation,0.76,English,Global
11635,Java,java,abbreviation,0.98,English,Global
11636,Problem Solving,problem solving,abbreviation,0.73,English,Global
11637,TensorFlow,tensorflow,abbreviation,0.96,English,Global
11638,Problem Solving,problem solving,abbreviation,0.84,English,Global
11639,Git,git,abbreviation,0.89,English,Global
11640,Microservices,microservices,abbreviation,0.71,English,Global
11641,Python,python,abbreviation,0.76,English,Global
11642,Algorithms,algorithms,abbreviation,0.96,English,Global
11643,Communication,communication,abbreviation,0.98,English,Global
11644,Node.js,node.js,abbreviation,0.86,English,Global
11645,REST API,rest api,abbreviation,0.81,English,Global
11646,Problem Solving,problem solving,abbreviation,0.82,English,Global
11647,MongoDB,mongodb,abbreviation,0.77,English,Global
11648,Python,python,abbreviation,0.72,English,Global
11649,Node.js,node.js,abbreviation,0.98,English,Global
11650,AWS,aws,abbreviation,0.76,English,Global
11651,React,react,abbreviation,0.71,English,Global
11652,Time Management,time management,abbreviation,0.98,English,Global
11653,Problem Solving,problem solving,abbreviation,0.81,English,Global
11654,Node.js,node.js,abbreviation,0.84,English,Global
11655,GCP,gcp,abbreviation,0.76,English,Global
11656,TensorFlow,tensorflow,abbreviation,0.98,English,Global
11657,Spring Boot,spring boot,abbreviation,0.95,English,Global
11658,TensorFlow,tensorflow,abbreviation,0.76,English,Global
11659,REST API,rest api,abbreviation,0.97,English,Global
11660,Spring Boot,spring boot,abbreviation,0.97,English,Global
11661,Time Management,time management,abbreviation,0.97,English,Global
11662,Microservices,microservices,abbreviation,0.9,English,Global
11663,AWS,aws,abbreviation,0.79,English,Global
11664,Spring Boot,spring boot,abbreviation,0.72,English,Global
11665,React,react,abbreviation,0.83,English,Global
11666,Python,python,abbreviation,0.9,English,Global
11667,Problem Solving,problem solving,abbreviation,0.79,English,Global
11668,Azure,azure,abbreviation,0.94,English,Global
11669,Spring Boot,spring boot,abbreviation,0.99,English,Global
11670,Kubernetes,kubernetes,abbreviation,0.93,English,Global
11671,Time Management,time management,abbreviation,0.83,English,Global
11672,GCP,gcp,abbreviation,0.81,English,Global
11673,MongoDB,mongodb,abbreviation,0.84,English,Global
11674,Leadership,leadership,abbreviation,0.94,English,Global
11675,Azure,azure,abbreviation,0.84,English,Global
11676,Azure,azure,abbreviation,0.74,English,Global
11677,Communication,communication,abbreviation,0.87,English,Global
11678,MongoDB,mongodb,abbreviation,0.75,English,Global
11679,Problem Solving,problem solving,abbreviation,0.85,English,Global
11680,MongoDB,mongodb,abbreviation,0.83,English,Global
11681,Java,java,abbreviation,0.93,English,Global
11682,Communication,communication,abbreviation,0.82,English,Global
11683,Kubernetes,kubernetes,abbreviation,0.98,English,Global
11684,Time Management,time management,abbreviation,0.8,English,Global
11685,SQL,sql,abbreviation,0.71,English,Global
11686,Communication,communication,abbreviation,0.89,English,Global
11687,Data Structures,data structures,abbreviation,0.93,English,Global
11688,SQL,sql,abbreviation,0.93,English,Global
11689,Microservices,microservices,abbreviation,0.86,English,Global
11690,Java,java,abbreviation,0.75,English,Global
11691,Git,git,abbreviation,0.88,English,Global
11692,Problem Solving,problem solving,abbreviation,0.73,English,Global
11693,Angular,angular,abbreviation,0.98,English,Global
11694,SQL,sql,abbreviation,0.91,English,Global
11695,REST API,rest api,abbreviation,0.9,English,Global
11696,SQL,sql,abbreviation,0.85,English,Global
11697,TensorFlow,tensorflow,abbreviation,0.88,English,Global
11698,Spring Boot,spring boot,abbreviation,0.85,English,Global
11699,Communication,communication,abbreviation,0.76,English,Global
11700,TensorFlow,tensorflow,abbreviation,0.98,English,Global
11701,Time Management,time management,abbreviation,0.72,English,Global
11702,Java,java,abbreviation,0.73,English,Global
11703,Algorithms,algorithms,abbreviation,0.9,English,Global
11704,SQL,sql,abbreviation,0.79,English,Global
11705,TensorFlow,tensorflow,abbreviation,0.93,English,Global
11706,Spring Boot,spring boot,abbreviation,0.76,English,Global
11707,Communication,communication,abbreviation,0.76,English,Global
11708,Git,git,abbreviation,0.83,English,Global
11709,Azure,azure,abbreviation,0.9,English,Global
11710,Angular,angular,abbreviation,0.83,English,Global
11711,React,react,abbreviation,0.91,English,Global
11712,AWS,aws,abbreviation,0.75,English,Global
11713,MongoDB,mongodb,abbreviation,0.96,English,Global
11714,Communication,communication,abbreviation,0.75,English,Global
11715,Algorithms,algorithms,abbreviation,0.9,English,Global
11716,SQL,sql,abbreviation,0.84,English,Global
11717,PyTorch,pytorch,abbreviation,0.89,English,Global
11718,Docker,docker,abbreviation,0.78,English,Global
11719,MongoDB,mongodb,abbreviation,0.98,English,Global
11720,Microservices,microservices,abbreviation,0.81,English,Global
11721,Python,python,abbreviation,0.86,English,Global
11722,Docker,docker,abbreviation,0.89,English,Global
11723,REST API,rest api,abbreviation,0.83,English,Global
11724,PyTorch,pytorch,abbreviation,0.77,English,Global
11725,TensorFlow,tensorflow,abbreviation,0.98,English,Global
11726,Docker,docker,abbreviation,0.85,English,Global
11727,Java,java,abbreviation,0.89,English,Global
11728,Communication,communication,abbreviation,0.87,English,Global
11729,React,react,abbreviation,0.82,English,Global
11730,Problem Solving,problem solving,abbreviation,0.88,English,Global
11731,Communication,communication,abbreviation,0.9,English,Global
11732,Angular,angular,abbreviation,0.87,English,Global
11733,Spring Boot,spring boot,abbreviation,0.75,English,Global
11734,Git,git,abbreviation,0.73,English,Global
11735,Algorithms,algorithms,abbreviation,0.95,English,Global
11736,Node.js,node.js,abbreviation,0.94,English,Global
11737,AWS,aws,abbreviation,0.9,English,Global
11738,Git,git,abbreviation,0.79,English,Global
11739,MongoDB,mongodb,abbreviation,0.71,English,Global
11740,Algorithms,algorithms,abbreviation,0.94,English,Global
11741,REST API,rest api,abbreviation,0.84,English,Global
11742,GCP,gcp,abbreviation,0.97,English,Global
11743,Spring Boot,spring boot,abbreviation,0.74,English,Global
11744,React,react,abbreviation,0.88,English,Global
11745,TensorFlow,tensorflow,abbreviation,0.73,English,Global
11746,Communication,communication,abbreviation,0.93,English,Global
11747,Spring Boot,spring boot,abbreviation,0.84,English,Global
11748,Node.js,node.js,abbreviation,0.93,English,Global
11749,Docker,docker,abbreviation,0.93,English,Global
11750,Time Management,time management,abbreviation,0.83,English,Global
11751,AWS,aws,abbreviation,0.74,English,Global
11752,PyTorch,pytorch,abbreviation,0.83,English,Global
11753,Git,git,abbreviation,0.82,English,Global
11754,Kubernetes,kubernetes,abbreviation,0.71,English,Global
11755,Git,git,abbreviation,0.96,English,Global
11756,AWS,aws,abbreviation,0.78,English,Global
11757,PyTorch,pytorch,abbreviation,0.97,English,Global
11758,Docker,docker,abbreviation,0.95,English,Global
11759,Microservices,microservices,abbreviation,0.97,English,Global
11760,SQL,sql,abbreviation,0.74,English,Global
11761,Leadership,leadership,abbreviation,0.98,English,Global
11762,Node.js,node.js,abbreviation,0.97,English,Global
11763,Leadership,leadership,abbreviation,0.77,English,Global
11764,PyTorch,pytorch,abbreviation,0.73,English,Global
11765,Python,python,abbreviation,0.94,English,Global
11766,Java,java,abbreviation,0.96,English,Global
11767,Python,python,abbreviation,0.7,English,Global
11768,Data Structures,data structures,abbreviation,0.8,English,Global
11769,Java,java,abbreviation,0.73,English,Global
11770,SQL,sql,abbreviation,0.86,English,Global
11771,PyTorch,pytorch,abbreviation,0.98,English,Global
11772,Problem Solving,problem solving,abbreviation,0.94,English,Global
11773,SQL,sql,abbreviation,0.75,English,Global
11774,Time Management,time management,abbreviation,0.89,English,Global
11775,Python,python,abbreviation,0.96,English,Global
11776,Python,python,abbreviation,0.97,English,Global
11777,Docker,docker,abbreviation,0.76,English,Global
11778,Angular,angular,abbreviation,0.73,English,Global
11779,TensorFlow,tensorflow,abbreviation,0.92,English,Global
11780,React,react,abbreviation,0.75,English,Global
11781,Kubernetes,kubernetes,abbreviation,0.73,English,Global
11782,AWS,aws,abbreviation,0.7,English,Global
11783,Azure,azure,abbreviation,0.75,English,Global
11784,REST API,rest api,abbreviation,0.77,English,Global
11785,MongoDB,mongodb,abbreviation,0.77,English,Global
11786,PyTorch,pytorch,abbreviation,0.86,English,Global
11787,Angular,angular,abbreviation,0.76,English,Global
11788,Data Structures,data structures,abbreviation,0.9,English,Global
11789,Algorithms,algorithms,abbreviation,0.72,English,Global
11790,Leadership,leadership,abbreviation,0.82,English,Global
11791,Spring Boot,spring boot,abbreviation,0.71,English,Global
11792,Time Management,time management,abbreviation,0.74,English,Global
11793,Algorithms,algorithms,abbreviation,0.83,English,Global
11794,PyTorch,pytorch,abbreviation,0.85,English,Global
11795,Azure,azure,abbreviation,0.92,English,Global
11796,SQL,sql,abbreviation,0.8,English,Global
11797,Data Structures,data structures,abbreviation,0.9,English,Global
11798,Spring Boot,spring boot,abbreviation,0.72,English,Global
11799,Kubernetes,kubernetes,abbreviation,0.8,English,Global
11800,Angular,angular,abbreviation,0.9,English,Global
11801,React,react,abbreviation,0.71,English,Global
11802,PyTorch,pytorch,abbreviation,0.74,English,Global
11803,AWS,aws,abbreviation,0.72,English,Global
11804,REST API,rest api,abbreviation,0.98,English,Global
11805,Spring Boot,spring boot,abbreviation,0.75,English,Global
11806,Docker,docker,abbreviation,0.85,English,Global
11807,Leadership,leadership,abbreviation,0.94,English,Global
11808,TensorFlow,tensorflow,abbreviation,0.73,English,Global
11809,AWS,aws,abbreviation,0.94,English,Global
11810,AWS,aws,abbreviation,0.82,English,Global
11811,Microservices,microservices,abbreviation,0.76,English,Global
11812,Algorithms,algorithms,abbreviation,0.96,English,Global
11813,Time Management,time management,abbreviation,0.87,English,Global
11814,Docker,docker,abbreviation,0.75,English,Global
11815,Kubernetes,kubernetes,abbreviation,0.88,English,Global
11816,SQL,sql,abbreviation,0.85,English,Global
11817,Kubernetes,kubernetes,abbreviation,0.87,English,Global
11818,Time Management,time management,abbreviation,0.81,English,Global
11819,React,react,abbreviation,0.98,English,Global
11820,Spring Boot,spring boot,abbreviation,0.97,English,Global
11821,Time Management,time management,abbreviation,0.99,English,Global
11822,REST API,rest api,abbreviation,0.91,English,Global
11823,Azure,azure,abbreviation,0.73,English,Global
11824,Angular,angular,abbreviation,0.86,English,Global
11825,Spring Boot,spring boot,abbreviation,0.94,English,Global
11826,Node.js,node.js,abbreviation,0.94,English,Global
11827,Leadership,leadership,abbreviation,0.84,English,Global
11828,Azure,azure,abbreviation,0.76,English,Global
11829,PyTorch,pytorch,abbreviation,0.92,English,Global
11830,Python,python,abbreviation,0.85,English,Global
11831,Time Management,time management,abbreviation,0.95,English,Global
11832,Communication,communication,abbreviation,0.74,English,Global
11833,Python,python,abbreviation,0.9,English,Global
11834,Git,git,abbreviation,0.86,English,Global
11835,TensorFlow,tensorflow,abbreviation,0.9,English,Global
11836,Git,git,abbreviation,0.92,English,Global
11837,MongoDB,mongodb,abbreviation,0.77,English,Global
11838,REST API,rest api,abbreviation,0.88,English,Global
11839,Docker,docker,abbreviation,0.88,English,Global
11840,Angular,angular,abbreviation,0.98,English,Global
11841,Leadership,leadership,abbreviation,0.99,English,Global
11842,MongoDB,mongodb,abbreviation,0.81,English,Global
11843,Time Management,time management,abbreviation,0.76,English,Global
11844,AWS,aws,abbreviation,0.72,English,Global
11845,Algorithms,algorithms,abbreviation,0.95,English,Global
11846,Azure,azure,abbreviation,0.8,English,Global
11847,Time Management,time management,abbreviation,0.87,English,Global
11848,Angular,angular,abbreviation,0.82,English,Global
11849,Data Structures,data structures,abbreviation,0.81,English,Global
11850,Java,java,abbreviation,0.9,English,Global
11851,Communication,communication,abbreviation,0.92,English,Global
11852,Docker,docker,abbreviation,0.76,English,Global
11853,React,react,abbreviation,0.73,English,Global
11854,Kubernetes,kubernetes,abbreviation,0.74,English,Global
11855,Time Management,time management,abbreviation,0.81,English,Global
11856,GCP,gcp,abbreviation,0.9,English,Global
11857,Azure,azure,abbreviation,0.93,English,Global
11858,Git,git,abbreviation,0.73,English,Global
11859,Spring Boot,spring boot,abbreviation,0.89,English,Global
11860,Problem Solving,problem solving,abbreviation,0.86,English,Global
11861,Node.js,node.js,abbreviation,0.73,English,Global
11862,AWS,aws,abbreviation,0.7,English,Global
11863,Data Structures,data structures,abbreviation,0.96,English,Global
11864,Leadership,leadership,abbreviation,0.86,English,Global
11865,Time Management,time management,abbreviation,0.72,English,Global
11866,Docker,docker,abbreviation,0.87,English,Global
11867,Java,java,abbreviation,0.84,English,Global
11868,Data Structures,data structures,abbreviation,0.88,English,Global
11869,Node.js,node.js,abbreviation,0.88,English,Global
11870,REST API,rest api,abbreviation,0.94,English,Global
11871,Java,java,abbreviation,0.89,English,Global
11872,SQL,sql,abbreviation,0.83,English,Global
11873,Problem Solving,problem solving,abbreviation,0.87,English,Global
11874,REST API,rest api,abbreviation,0.93,English,Global
11875,Node.js,node.js,abbreviation,0.83,English,Global
11876,Angular,angular,abbreviation,0.75,English,Global
11877,Communication,communication,abbreviation,0.83,English,Global
11878,GCP,gcp,abbreviation,0.79,English,Global
11879,Angular,angular,abbreviation,0.88,English,Global
11880,Angular,angular,abbreviation,0.86,English,Global
11881,TensorFlow,tensorflow,abbreviation,0.87,English,Global
11882,Kubernetes,kubernetes,abbreviation,0.73,English,Global
11883,Python,python,abbreviation,0.82,English,Global
11884,Algorithms,algorithms,abbreviation,0.93,English,Global
11885,Python,python,abbreviation,0.8,English,Global
11886,Kubernetes,kubernetes,abbreviation,0.72,English,Global
11887,Spring Boot,spring boot,abbreviation,0.92,English,Global
11888,AWS,aws,abbreviation,0.97,English,Global
11889,Leadership,leadership,abbreviation,0.82,English,Global
11890,Algorithms,algorithms,abbreviation,0.94,English,Global
11891,Angular,angular,abbreviation,0.8,English,Global
11892,Azure,azure,abbreviation,0.74,English,Global
11893,Java,java,abbreviation,0.97,English,Global
11894,Angular,angular,abbreviation,0.82,English,Global
11895,TensorFlow,tensorflow,abbreviation,0.77,English,Global
11896,SQL,sql,abbreviation,0.85,English,Global
11897,Leadership,leadership,abbreviation,0.87,English,Global
11898,MongoDB,mongodb,abbreviation,0.96,English,Global
11899,REST API,rest api,abbreviation,0.75,English,Global
11900,SQL,sql,abbreviation,0.86,English,Global
11901,React,react,abbreviation,0.81,English,Global
11902,Data Structures,data structures,abbreviation,0.81,English,Global
11903,React,react,abbreviation,0.77,English,Global
11904,Docker,docker,abbreviation,0.73,English,Global
11905,Problem Solving,problem solving,abbreviation,0.82,English,Global
11906,Docker,docker,abbreviation,0.77,English,Global
11907,REST API,rest api,abbreviation,0.99,English,Global
11908,TensorFlow,tensorflow,abbreviation,0.72,English,Global
11909,Java,java,abbreviation,0.91,English,Global
11910,GCP,gcp,abbreviation,0.86,English,Global
11911,Problem Solving,problem solving,abbreviation,0.75,English,Global
11912,Python,python,abbreviation,0.77,English,Global
11913,Java,java,abbreviation,0.97,English,Global
11914,Spring Boot,spring boot,abbreviation,0.71,English,Global
11915,Docker,docker,abbreviation,0.77,English,Global
11916,Git,git,abbreviation,0.9,English,Global
11917,Python,python,abbreviation,0.98,English,Global
11918,TensorFlow,tensorflow,abbreviation,0.73,English,Global
11919,Docker,docker,abbreviation,0.7,English,Global
11920,SQL,sql,abbreviation,0.8,English,Global
11921,PyTorch,pytorch,abbreviation,0.73,English,Global
11922,Spring Boot,spring boot,abbreviation,0.88,English,Global
11923,Communication,communication,abbreviation,0.88,English,Global
11924,Data Structures,data structures,abbreviation,0.98,English,Global
11925,REST API,rest api,abbreviation,0.7,English,Global
11926,Microservices,microservices,abbreviation,0.93,English,Global
11927,Angular,angular,abbreviation,0.97,English,Global
11928,Problem Solving,problem solving,abbreviation,0.96,English,Global
11929,Algorithms,algorithms,abbreviation,0.8,English,Global
11930,TensorFlow,tensorflow,abbreviation,0.79,English,Global
11931,Algorithms,algorithms,abbreviation,0.94,English,Global
11932,Kubernetes,kubernetes,abbreviation,0.79,English,Global
11933,Spring Boot,spring boot,abbreviation,0.95,English,Global
11934,REST API,rest api,abbreviation,0.98,English,Global
11935,Docker,docker,abbreviation,0.73,English,Global
11936,Time Management,time management,abbreviation,0.78,English,Global
11937,Spring Boot,spring boot,abbreviation,0.71,English,Global
11938,Git,git,abbreviation,0.85,English,Global
11939,AWS,aws,abbreviation,0.89,English,Global
11940,Time Management,time management,abbreviation,0.8,English,Global
11941,PyTorch,pytorch,abbreviation,0.8,English,Global
11942,Git,git,abbreviation,0.91,English,Global
11943,GCP,gcp,abbreviation,0.82,English,Global
11944,Python,python,abbreviation,0.89,English,Global
11945,Node.js,node.js,abbreviation,0.9,English,Global
11946,Git,git,abbreviation,0.78,English,Global
11947,TensorFlow,tensorflow,abbreviation,0.74,English,Global
11948,PyTorch,pytorch,abbreviation,0.77,English,Global
11949,REST API,rest api,abbreviation,0.79,English,Global
11950,Algorithms,algorithms,abbreviation,0.84,English,Global
11951,PyTorch,pytorch,abbreviation,0.73,English,Global
11952,Communication,communication,abbreviation,0.73,English,Global
11953,GCP,gcp,abbreviation,0.89,English,Global
11954,Azure,azure,abbreviation,0.77,English,Global
11955,Angular,angular,abbreviation,0.79,English,Global
11956,Azure,azure,abbreviation,0.75,English,Global
11957,Docker,docker,abbreviation,0.95,English,Global
11958,Git,git,abbreviation,0.81,English,Global
11959,MongoDB,mongodb,abbreviation,0.86,English,Global
11960,SQL,sql,abbreviation,0.87,English,Global
11961,Kubernetes,kubernetes,abbreviation,0.88,English,Global
11962,GCP,gcp,abbreviation,0.79,English,Global
11963,Algorithms,algorithms,abbreviation,0.92,English,Global
11964,Docker,docker,abbreviation,0.76,English,Global
11965,Data Structures,data structures,abbreviation,0.95,English,Global
11966,Time Management,time management,abbreviation,0.71,English,Global
11967,Time Management,time management,abbreviation,0.94,English,Global
11968,Angular,angular,abbreviation,0.74,English,Global
11969,Node.js,node.js,abbreviation,0.72,English,Global
11970,MongoDB,mongodb,abbreviation,0.99,English,Global
11971,MongoDB,mongodb,abbreviation,0.91,English,Global
11972,Communication,communication,abbreviation,0.95,English,Global
11973,Node.js,node.js,abbreviation,0.86,English,Global
