verb_id,verb,impact_level,role_category,synonym_group,effectiveness_score
14034,Automated,Low,IT,116,0.85
14035,Designed,Medium,IT,1848,0.02
14036,Designed,Medium,IT,1143,0.23
14037,Led,High,IT,1996,0.86
14038,Led,High,IT,1189,0.98
14039,Automated,Medium,IT,916,0.69
14040,Automated,Medium,IT,1193,0.47
14041,Architected,Medium,IT,1954,0.36
14042,Led,High,IT,551,0.87
14043,Developed,High,IT,60,0.15
14044,Implemented,Low,IT,691,0.51
14045,Automated,Medium,IT,796,0.28
14046,Automated,Low,IT,1268,0.66
14047,Developed,High,IT,248,0.89
14048,Automated,Medium,IT,685,0.15
14049,Automated,Medium,IT,619,0.17
14050,Architected,Low,IT,383,0.75
14051,Architected,High,IT,717,0.51
14052,Developed,High,IT,777,0.63
14053,Architected,High,IT,1359,0.39
14054,Designed,Low,IT,825,0.05
14055,Implemented,Low,IT,1332,0.95
14056,Architected,High,IT,924,0.37
14057,Developed,Medium,IT,1028,0.31
14058,Implemented,Medium,IT,906,0.81
14059,Implemented,High,IT,182,0.59
14060,Designed,High,IT,1877,0.21
14061,Optimized,Medium,IT,566,0.21
14062,Developed,High,IT,593,0.36
14063,Designed,High,IT,1967,0.51
14064,Developed,Low,IT,1649,0.9
14065,Implemented,Low,IT,1846,0.26
14066,Led,Low,IT,1612,0.92
14067,Automated,Medium,IT,1105,0.49
14068,Developed,High,IT,451,0.96
14069,Automated,Medium,IT,1725,0.06
14070,Architected,Low,IT,169,0.78
14071,Architected,High,IT,495,0.5
14072,Led,Medium,IT,1658,0.49
14073,Implemented,Medium,IT,716,0.03
14074,Developed,Medium,IT,1589,0.83
14075,Led,Medium,IT,1353,0.58
14076,Designed,High,IT,1748,0.63
14077,Implemented,Low,IT,1764,0.21
14078,Designed,Low,IT,294,0.57
14079,Automated,High,IT,583,0.37
14080,Developed,Low,IT,1037,0.64
14081,Designed,Low,IT,686,0.48
14082,Led,Medium,IT,611,0.66
14083,Developed,Medium,IT,945,0.94
14084,Developed,Low,IT,53,0.25
14085,Designed,Medium,IT,315,0.51
14086,Developed,High,IT,752,0.45
14087,Led,Medium,IT,664,0.37
14088,Automated,Medium,IT,353,0.84
14089,Developed,Medium,IT,716,0.77
14090,Implemented,High,IT,235,0.88
14091,Implemented,Medium,IT,211,0.49
14092,Automated,High,IT,516,0.76
14093,Optimized,Medium,IT,1586,0.91
14094,Implemented,High,IT,1820,0.48
14095,Architected,High,IT,438,0.97
14096,Led,Low,IT,357,0.05
14097,Architected,Medium,IT,1866,0.55
14098,Automated,Medium,IT,714,0.13
14099,Automated,High,IT,1188,0.45
14100,Optimized,High,IT,1405,0.51
14101,Designed,High,IT,91,0.55
14102,Designed,High,IT,1942,0.15
14103,Developed,High,IT,17,0.8
14104,Automated,Medium,IT,1783,0.96
14105,Implemented,Medium,IT,816,0.75
14106,Led,Medium,IT,187,0.47
14107,Designed,High,IT,1927,0.03
14108,Developed,High,IT,571,0.17
14109,Optimized,High,IT,1681,0.46
14110,Architected,High,IT,1866,0.03
14111,Architected,Low,IT,985,0.06
14112,Designed,Low,IT,1140,0.47
14113,Implemented,High,IT,513,0.16
14114,Led,Low,IT,1130,0.12
14115,Architected,Medium,IT,377,0.89
14116,Implemented,Medium,IT,1787,0.21
14117,Designed,Medium,IT,31,0.25
14118,Designed,High,IT,1417,0.5
14119,Led,Medium,IT,1224,0.11
14120,Optimized,Low,IT,900,0.49
14121,Developed,Medium,IT,1645,0.56
14122,Optimized,Low,IT,57,0.25
14123,Led,Low,IT,281,0.81
14124,Led,Low,IT,964,0.02
14125,Implemented,Low,IT,1969,0.57
14126,Architected,High,IT,1073,0.55
14127,Led,Low,IT,151,0.91
14128,Optimized,Low,IT,301,0.77
14129,Automated,High,IT,1916,0.03
14130,Optimized,Medium,IT,1326,0.19
14131,Led,High,IT,1492,1.0
14132,Optimized,Low,IT,861,0.63
14133,Optimized,High,IT,589,0.8
14134,Developed,High,IT,379,0.59
14135,Led,High,IT,1148,0.34
14136,Implemented,Medium,IT,1439,0.06
14137,Developed,Medium,IT,1302,0.58
14138,Optimized,Medium,IT,1330,0.4
14139,Led,High,IT,997,0.63
14140,Optimized,High,IT,432,0.56
14141,Automated,Medium,IT,1924,0.21
14142,Led,High,IT,12,0.28
14143,Architected,High,IT,1580,0.02
14144,Led,Low,IT,95,0.52
14145,Led,Medium,IT,523,0.44
14146,Implemented,Medium,IT,107,0.51
14147,Implemented,High,IT,1500,0.88
14148,Implemented,Low,IT,1338,0.67
14149,Architected,Low,IT,1691,0.68
14150,Automated,Low,IT,1824,0.07
14151,Implemented,Medium,IT,1026,0.34
14152,Automated,High,IT,689,0.49
14153,Designed,Medium,IT,560,0.75
14154,Implemented,High,IT,177,0.24
14155,Developed,High,IT,1045,0.97
14156,Optimized,High,IT,1363,0.64
14157,Designed,Low,IT,1359,0.16
14158,Led,High,IT,74,0.38
14159,Designed,High,IT,1421,0.8
14160,Optimized,Low,IT,919,0.56
14161,Automated,Medium,IT,1594,0.64
14162,Implemented,Medium,IT,255,1.0
14163,Automated,Medium,IT,87,0.53
14164,Automated,Medium,IT,205,0.03
14165,Implemented,Low,IT,1008,0.09
14166,Architected,Low,IT,1398,0.38
14167,Optimized,Low,IT,1695,0.6
14168,Designed,Medium,IT,993,0.23
14169,Automated,High,IT,1719,0.27
14170,Developed,Low,IT,1334,0.14
14171,Implemented,High,IT,1966,0.09
14172,Optimized,High,IT,528,0.44
14173,Architected,Low,IT,1620,0.49
14174,Implemented,Medium,IT,1625,0.13
14175,Led,Medium,IT,1755,0.3
14176,Implemented,Low,IT,1460,0.1
14177,Optimized,Low,IT,1604,0.72
14178,Architected,Medium,IT,844,0.39
14179,Implemented,Medium,IT,472,0.35
14180,Led,Medium,IT,996,0.3
14181,Developed,Medium,IT,1798,0.59
14182,Optimized,Low,IT,1492,0.39
14183,Implemented,Low,IT,1245,0.2
14184,Designed,Medium,IT,361,0.26
14185,Developed,Low,IT,798,0.14
14186,Optimized,Low,IT,680,0.58
14187,Optimized,Low,IT,807,0.99
14188,Designed,Low,IT,1999,0.78
14189,Optimized,Low,IT,608,0.61
14190,Developed,High,IT,536,0.38
14191,Designed,Medium,IT,458,0.3
14192,Designed,Medium,IT,320,0.06
14193,Developed,Low,IT,1398,0.21
14194,Automated,High,IT,1201,0.93
14195,Architected,Low,IT,1558,0.62
14196,Optimized,Medium,IT,183,0.19
14197,Developed,High,IT,1925,0.95
14198,Designed,Medium,IT,1775,0.67
14199,Automated,Low,IT,194,0.4
14200,Developed,Low,IT,169,0.73
14201,Optimized,Low,IT,1598,0.63
14202,Developed,Low,IT,1869,0.32
14203,Automated,Medium,IT,1061,0.1
14204,Led,High,IT,1597,0.19
14205,Automated,Medium,IT,1911,0.74
14206,Designed,High,IT,1169,0.92
14207,Developed,Medium,IT,676,0.05
14208,Designed,High,IT,1917,0.13
14209,Optimized,Low,IT,1516,0.72
14210,Led,High,IT,1788,0.63
14211,Led,Medium,IT,721,0.46
14212,Led,High,IT,1644,0.63
14213,Architected,Medium,IT,978,0.82
14214,Implemented,Medium,IT,616,0.54
14215,Optimized,Low,IT,439,0.51
14216,Implemented,Low,IT,990,0.21
14217,Developed,Medium,IT,1271,0.54
14218,Led,Low,IT,717,0.78
14219,Led,Low,IT,270,0.13
14220,Implemented,High,IT,1228,0.66
14221,Optimized,Medium,IT,1831,0.89
14222,Designed,High,IT,1797,0.74
14223,Optimized,Medium,IT,1819,0.46
14224,Implemented,Medium,IT,523,0.54
14225,Led,Low,IT,1454,0.69
14226,Designed,Medium,IT,621,0.09
14227,Led,High,IT,950,0.49
14228,Architected,High,IT,55,0.04
14229,Optimized,Low,IT,226,0.66
14230,Implemented,Low,IT,973,0.74
14231,Led,High,IT,778,0.69
14232,Automated,Low,IT,902,0.61
14233,Architected,Low,IT,851,0.83
14234,Led,Low,IT,450,0.95
14235,Developed,High,IT,34,0.04
14236,Led,Low,IT,413,0.22
14237,Led,Medium,IT,1080,0.55
14238,Optimized,Medium,IT,571,0.13
14239,Designed,High,IT,1072,0.31
14240,Automated,Medium,IT,1754,0.74
14241,Optimized,Medium,IT,1714,0.84
14242,Led,High,IT,1490,0.71
14243,Optimized,Medium,IT,1537,0.25
14244,Implemented,High,IT,1912,0.77
14245,Developed,Medium,IT,204,0.26
14246,Implemented,Low,IT,473,0.66
14247,Designed,High,IT,562,0.1
14248,Architected,Low,IT,887,0.68
14249,Developed,High,IT,730,0.57
14250,Implemented,High,IT,1237,0.19
14251,Optimized,High,IT,50,0.2
14252,Led,Low,IT,731,0.46
14253,Led,High,IT,1700,0.39
14254,Implemented,High,IT,1733,0.35
14255,Led,Medium,IT,689,0.84
14256,Architected,Low,IT,768,0.84
14257,Developed,High,IT,943,0.69
14258,Architected,High,IT,1801,0.44
14259,Optimized,High,IT,1286,0.33
14260,Automated,Medium,IT,215,0.15
14261,Architected,Medium,IT,412,0.57
14262,Automated,Low,IT,677,0.67
14263,Architected,Low,IT,1040,0.29
14264,Implemented,Medium,IT,1130,0.56
14265,Automated,Low,IT,1202,0.56
14266,Architected,High,IT,1700,0.58
14267,Implemented,Low,IT,722,0.12
14268,Designed,Medium,IT,483,0.78
14269,Led,Medium,IT,652,0.6
14270,Automated,Low,IT,1184,0.71
14271,Developed,Medium,IT,1812,0.88
14272,Architected,Medium,IT,121,0.78
14273,Developed,High,IT,663,0.02
14274,Automated,Low,IT,1190,0.42
14275,Developed,Low,IT,1392,0.13
14276,Implemented,Medium,IT,1716,0.18
14277,Developed,High,IT,1076,0.75
14278,Architected,Medium,IT,1960,0.68
14279,Implemented,Low,IT,632,0.99
14280,Led,Low,IT,822,0.52
14281,Led,High,IT,391,0.23
14282,Developed,Medium,IT,203,0.55
14283,Designed,Medium,IT,147,0.31
14284,Developed,Low,IT,1183,0.45
14285,Implemented,Low,IT,1043,0.32
14286,Automated,High,IT,519,0.95
14287,Implemented,Low,IT,446,0.51
14288,Optimized,Low,IT,1636,0.69
14289,Architected,Medium,IT,20,0.85
14290,Implemented,High,IT,1623,0.89
14291,Implemented,Medium,IT,1214,0.74
14292,Developed,High,IT,261,0.85
14293,Led,High,IT,1411,0.18
14294,Automated,High,IT,663,0.24
14295,Implemented,Medium,IT,240,0.94
14296,Optimized,Medium,IT,727,0.39
14297,Optimized,Medium,IT,563,0.66
14298,Automated,Low,IT,393,0.3
14299,Optimized,Low,IT,1359,0.71
14300,Led,Low,IT,1519,0.38
14301,Optimized,Low,IT,537,0.31
14302,Automated,Medium,IT,743,0.17
14303,Developed,High,IT,266,0.02
14304,Optimized,High,IT,374,0.64
14305,Designed,Low,IT,183,0.74
14306,Automated,Medium,IT,924,0.18
14307,Led,Low,IT,1697,0.31
14308,Architected,High,IT,1281,0.98
14309,Automated,Medium,IT,599,0.91
14310,Led,High,IT,1938,0.94
14311,Designed,High,IT,186,0.05
14312,Designed,Medium,IT,1874,0.51
14313,Optimized,Low,IT,453,0.88
14314,Led,Low,IT,360,0.45
14315,Developed,High,IT,166,0.99
14316,Implemented,Low,IT,1131,0.18
14317,Led,Low,IT,1547,0.97
14318,Implemented,High,IT,864,0.76
14319,Optimized,High,IT,1584,0.64
14320,Architected,High,IT,1431,0.17
14321,Architected,High,IT,1738,0.83
14322,Designed,Low,IT,338,0.64
14323,Automated,Low,IT,323,0.43
14324,Designed,High,IT,1573,0.83
14325,Implemented,Medium,IT,179,0.85
14326,Led,High,IT,335,0.37
14327,Automated,Low,IT,226,0.45
14328,Automated,Medium,IT,197,0.88
14329,Led,Low,IT,1909,0.42
14330,Led,High,IT,1658,0.63
14331,Automated,High,IT,937,0.74
14332,Architected,Medium,IT,604,0.86
14333,Implemented,Medium,IT,1649,0.02
14334,Optimized,Low,IT,580,0.44
14335,Led,Low,IT,1386,0.43
14336,Implemented,Medium,IT,1747,0.97
14337,Implemented,Medium,IT,1420,0.2
14338,Implemented,High,IT,1873,0.63
14339,Led,Low,IT,1991,0.13
14340,Optimized,Low,IT,142,0.2
14341,Automated,Medium,IT,1262,0.72
14342,Optimized,High,IT,1338,0.81
14343,Optimized,High,IT,1074,0.81
14344,Developed,Low,IT,1090,0.54
14345,Implemented,Low,IT,1768,0.78
14346,Implemented,High,IT,71,0.99
14347,Implemented,High,IT,1096,0.78
14348,Led,High,IT,873,0.22
14349,Led,Medium,IT,1351,0.86
14350,Implemented,Medium,IT,1544,0.59
14351,Automated,High,IT,456,0.69
14352,Developed,Low,IT,226,0.81
14353,Architected,Medium,IT,1274,0.59
14354,Automated,Medium,IT,96,0.78
14355,Architected,Low,IT,1914,0.75
14356,Architected,Medium,IT,155,0.66
14357,Architected,High,IT,1395,0.15
14358,Architected,Medium,IT,552,0.48
14359,Implemented,Medium,IT,442,0.03
14360,Automated,Medium,IT,1729,0.25
14361,Implemented,High,IT,1071,0.86
14362,Led,Low,IT,1006,0.66
14363,Automated,Low,IT,303,0.93
14364,Led,High,IT,1605,0.96
14365,Developed,Low,IT,1435,0.03
14366,Implemented,Low,IT,1891,0.41
14367,Designed,Low,IT,1078,0.23
14368,Led,Medium,IT,394,0.91
14369,Developed,High,IT,1929,0.23
14370,Led,Low,IT,1860,0.53
14371,Automated,Low,IT,678,0.68
14372,Implemented,Low,IT,1900,0.44
14373,Architected,Low,IT,1559,0.53
14374,Architected,Low,IT,1146,0.47
14375,Led,Medium,IT,594,0.01
14376,Automated,High,IT,1946,0.93
14377,Automated,Medium,IT,565,0.38
14378,Designed,High,IT,486,0.62
14379,Implemented,Medium,IT,1871,0.16
14380,Developed,Medium,IT,6,0.87
14381,Designed,Low,IT,787,0.34
14382,Implemented,Low,IT,1518,0.84
14383,Designed,Medium,IT,1091,0.66
14384,Architected,High,IT,1950,0.86
14385,Led,Low,IT,381,0.41
14386,Designed,Low,IT,1931,0.08
14387,Automated,Low,IT,1479,0.36
14388,Developed,High,IT,595,0.46
14389,Automated,Medium,IT,1007,0.17
14390,Implemented,Low,IT,1473,0.6
14391,Led,Low,IT,365,0.43
14392,Architected,Medium,IT,201,0.58
14393,Architected,Low,IT,1879,0.2
14394,Implemented,Medium,IT,1785,0.11
14395,Implemented,High,IT,1838,0.98
14396,Designed,Medium,IT,1489,0.23
14397,Designed,Medium,IT,1779,0.42
14398,Automated,Medium,IT,1509,0.39
14399,Led,Low,IT,1491,0.03
14400,Optimized,High,IT,78,0.45
14401,Optimized,Medium,IT,965,0.77
14402,Designed,Medium,IT,869,1.0
14403,Optimized,High,IT,43,0.68
14404,Developed,High,IT,118,0.42
14405,Automated,Medium,IT,1768,0.83
14406,Led,High,IT,1486,0.36
14407,Developed,Low,IT,225,0.95
14408,Led,High,IT,1171,0.37
14409,Automated,High,IT,361,0.98
14410,Automated,Medium,IT,1063,0.91
14411,Led,Low,IT,1153,0.37
14412,Developed,High,IT,1659,0.46
14413,Led,Medium,IT,959,0.68
14414,Developed,Low,IT,1550,0.3
14415,Developed,High,IT,514,0.39
14416,Designed,Low,IT,1527,0.04
14417,Led,Low,IT,1198,0.77
14418,Implemented,High,IT,1962,0.93
14419,Architected,Medium,IT,1038,0.59
14420,Developed,High,IT,618,0.58
14421,Optimized,Low,IT,568,0.13
14422,Automated,Medium,IT,957,0.7
14423,Automated,Medium,IT,1513,0.36
14424,Architected,High,IT,868,0.93
14425,Implemented,Low,IT,989,0.49
14426,Developed,Low,IT,881,0.43
14427,Optimized,High,IT,1940,0.27
14428,Optimized,Low,IT,25,0.3
14429,Designed,Medium,IT,959,0.9
14430,Implemented,High,IT,628,0.61
14431,Optimized,Medium,IT,1587,0.38
14432,Architected,Low,IT,518,0.84
14433,Designed,Low,IT,10,0.23
14434,Led,Medium,IT,1939,0.11
14435,Automated,High,IT,913,0.84
14436,Implemented,Medium,IT,75,0.2
14437,Developed,High,IT,1325,0.77
14438,Implemented,Low,IT,338,0.5
14439,Designed,Low,IT,868,0.24
14440,Optimized,Medium,IT,1801,0.06
14441,Architected,High,IT,1501,0.24
14442,Designed,Medium,IT,154,0.62
14443,Led,Medium,IT,644,0.71
14444,Architected,Medium,IT,48,0.84
14445,Optimized,Medium,IT,1380,0.03
14446,Architected,High,IT,433,0.33
14447,Optimized,High,IT,1951,0.09
14448,Optimized,High,IT,212,0.29
14449,Architected,Medium,IT,483,0.2
14450,Led,Medium,IT,546,0.99
14451,Developed,Low,IT,931,0.02
14452,Optimized,High,IT,577,0.55
14453,Designed,Medium,IT,729,0.59
14454,Led,Low,IT,1110,0.5
14455,Optimized,Low,IT,676,0.42
14456,Automated,Medium,IT,1668,0.22
14457,Designed,Low,IT,1883,0.49
14458,Optimized,Medium,IT,1644,0.67
14459,Designed,Medium,IT,1107,0.88
14460,Designed,Low,IT,1665,0.51
14461,Automated,Medium,IT,22,0.63
14462,Implemented,Low,IT,1076,0.92
14463,Automated,High,IT,1519,0.56
14464,Architected,Medium,IT,361,0.4
14465,Developed,Medium,IT,1146,0.61
14466,Designed,Medium,IT,622,0.56
14467,Designed,Low,IT,1421,0.72
14468,Implemented,Medium,IT,1441,0.24
14469,Automated,Medium,IT,1804,0.08
14470,Architected,Medium,IT,120,0.89
14471,Designed,Low,IT,806,0.74
14472,Optimized,Medium,IT,115,0.23
14473,Automated,Medium,IT,1018,0.07
14474,Developed,Medium,IT,1316,0.71
14475,Automated,High,IT,1689,0.3
14476,Developed,High,IT,1174,0.77
14477,Developed,Medium,IT,1214,0.87
14478,Automated,Low,IT,338,0.57
14479,Architected,High,IT,853,0.14
14480,Led,Medium,IT,507,0.51
14481,Automated,High,IT,30,0.68
14482,Implemented,Medium,IT,1967,0.22
14483,Automated,High,IT,136,0.23
14484,Architected,High,IT,888,0.79
14485,Designed,Low,IT,872,0.91
14486,Architected,Medium,IT,1954,0.23
14487,Automated,Low,IT,429,0.77
14488,Optimized,Medium,IT,680,0.86
14489,Developed,Low,IT,263,0.55
14490,Developed,High,IT,1276,0.12
14491,Automated,Low,IT,795,0.16
14492,Designed,Medium,IT,1128,0.08
14493,Designed,Medium,IT,50,0.81
14494,Implemented,High,IT,934,0.92
14495,Architected,High,IT,1236,0.77
14496,Implemented,High,IT,1346,0.12
14497,Designed,Low,IT,906,0.31
14498,Designed,High,IT,1469,0.75
14499,Developed,High,IT,1000,0.92
14500,Optimized,High,IT,788,0.63
14501,Optimized,Low,IT,1175,0.74
14502,Architected,High,IT,1173,0.36
14503,Architected,Low,IT,220,0.52
14504,Designed,High,IT,336,0.63
14505,Automated,Low,IT,521,0.22
14506,Developed,High,IT,1545,0.02
14507,Automated,High,IT,865,0.91
14508,Architected,Medium,IT,556,0.6
14509,Architected,High,IT,1271,0.56
14510,Architected,Medium,IT,1057,0.55
14511,Designed,High,IT,917,0.09
14512,Developed,High,IT,578,0.4
14513,Led,Medium,IT,1394,0.61
14514,Optimized,Medium,IT,437,0.8
14515,Optimized,Medium,IT,281,0.49
14516,Designed,Low,IT,1942,0.27
14517,Implemented,Low,IT,1058,0.57
14518,Designed,High,IT,1265,0.58
14519,Optimized,Low,IT,1943,0.98
14520,Developed,Medium,IT,1673,0.32
14521,Designed,High,IT,800,0.47
14522,Architected,High,IT,1424,0.61
14523,Architected,Low,IT,888,0.86
14524,Designed,Medium,IT,628,0.01
14525,Developed,Medium,IT,280,0.3
14526,Designed,Medium,IT,1956,0.56
14527,Developed,Low,IT,1807,0.98
14528,Developed,Low,IT,1145,0.62
14529,Developed,High,IT,1876,0.86
14530,Optimized,High,IT,363,0.14
14531,Automated,Medium,IT,936,0.62
14532,Led,Low,IT,1226,0.51
14533,Designed,Medium,IT,1932,0.72
14534,Designed,High,IT,1887,0.62
14535,Implemented,Medium,IT,1509,0.09
14536,Developed,Medium,IT,1217,0.55
14537,Implemented,High,IT,1687,0.38
14538,Developed,Medium,IT,1445,0.92
14539,Led,Medium,IT,1801,0.34
14540,Led,High,IT,293,0.03
14541,Led,Medium,IT,111,0.28
14542,Architected,Medium,IT,1087,0.79
14543,Optimized,High,IT,1624,0.85
14544,Implemented,High,IT,1142,0.41
14545,Architected,Low,IT,41,0.74
14546,Led,Low,IT,658,0.88
14547,Implemented,Low,IT,715,0.72
14548,Automated,Low,IT,641,0.93
14549,Designed,High,IT,527,0.47
14550,Developed,Low,IT,468,0.27
14551,Implemented,Low,IT,1595,0.13
14552,Implemented,Medium,IT,249,0.65
14553,Led,Low,IT,1671,0.08
14554,Optimized,Medium,IT,193,0.6
14555,Developed,High,IT,647,0.55
14556,Implemented,Medium,IT,627,0.06
14557,Architected,Low,IT,1380,0.56
14558,Architected,Medium,IT,1814,0.94
14559,Designed,High,IT,541,0.16
14560,Optimized,Low,IT,737,0.92
14561,Designed,Low,IT,15,0.68
14562,Led,Medium,IT,943,0.44
14563,Implemented,High,IT,725,0.07
14564,Designed,Medium,IT,126,0.82
14565,Implemented,Low,IT,1584,0.93
14566,Optimized,Medium,IT,775,0.88
14567,Implemented,Low,IT,993,0.9
14568,Implemented,Medium,IT,1437,0.09
14569,Automated,High,IT,333,0.56
14570,Designed,Medium,IT,204,0.94
14571,Architected,Medium,IT,605,0.65
14572,Implemented,Medium,IT,405,0.1
14573,Developed,High,IT,907,0.49
14574,Implemented,High,IT,905,0.42
14575,Developed,High,IT,1875,0.25
14576,Developed,High,IT,621,0.14
14577,Led,Medium,IT,455,0.44
14578,Designed,Low,IT,1569,0.12
14579,Implemented,Medium,IT,441,0.24
14580,Developed,Low,IT,1090,0.67
14581,Automated,High,IT,883,0.68
14582,Automated,Medium,IT,1618,0.49
14583,Automated,High,IT,1204,0.72
14584,Developed,Low,IT,1893,0.05
14585,Automated,High,IT,66,0.83
14586,Automated,Low,IT,937,0.67
14587,Implemented,Low,IT,1063,0.98
14588,Led,Medium,IT,900,0.02
14589,Optimized,Medium,IT,1664,0.23
14590,Designed,High,IT,305,0.11
14591,Automated,High,IT,1661,0.78
14592,Implemented,Low,IT,130,0.95
14593,Architected,High,IT,1798,0.19
14594,Led,Medium,IT,1395,0.65
14595,Architected,Low,IT,1384,0.42
14596,Developed,Medium,IT,788,0.65
14597,Architected,Low,IT,472,0.43
14598,Optimized,High,IT,1054,0.16
14599,Automated,High,IT,1870,0.8
14600,Led,High,IT,315,0.37
14601,Designed,High,IT,645,0.05
14602,Optimized,Medium,IT,187,0.77
14603,Automated,High,IT,1398,0.88
14604,Led,High,IT,652,0.19
14605,Developed,Medium,IT,1799,0.82
14606,Developed,Medium,IT,646,0.14
14607,Automated,High,IT,72,0.68
14608,Implemented,Medium,IT,503,0.79
14609,Architected,Low,IT,1385,0.41
14610,Led,Medium,IT,1128,0.99
14611,Led,Low,IT,1545,0.73
14612,Led,High,IT,269,0.82
14613,Developed,High,IT,1136,0.51
14614,Optimized,High,IT,268,0.14
14615,Developed,Medium,IT,297,0.3
14616,Led,Low,IT,1432,0.9
14617,Architected,High,IT,355,0.19
14618,Developed,Low,IT,1661,0.82
14619,Developed,Low,IT,409,0.37
14620,Automated,Low,IT,1437,0.18
14621,Implemented,Medium,IT,62,0.65
14622,Automated,Medium,IT,1413,0.58
14623,Optimized,Low,IT,765,0.44
14624,Designed,Low,IT,339,0.91
14625,Designed,High,IT,397,0.76
14626,Implemented,Low,IT,526,0.89
14627,Led,Medium,IT,1549,0.12
14628,Designed,Medium,IT,1688,0.96
14629,Implemented,High,IT,336,0.58
14630,Led,High,IT,1552,0.82
14631,Optimized,High,IT,93,0.76
14632,Optimized,Medium,IT,1990,0.1
14633,Developed,Medium,IT,850,0.22
14634,Led,Medium,IT,357,0.09
14635,Automated,High,IT,1723,0.37
14636,Implemented,Low,IT,1213,0.91
14637,Architected,Medium,IT,1126,0.32
14638,Architected,High,IT,1288,0.68
14639,Led,Medium,IT,991,0.64
14640,Architected,Low,IT,1861,0.75
14641,Optimized,Medium,IT,1525,0.72
14642,Led,High,IT,1927,0.81
14643,Developed,Medium,IT,736,0.39
14644,Architected,Medium,IT,1090,0.05
14645,Implemented,Low,IT,126,0.44
14646,Implemented,Medium,IT,260,0.59
14647,Automated,High,IT,1697,0.2
14648,Optimized,Low,IT,324,0.95
14649,Implemented,High,IT,476,0.66
14650,Automated,Low,IT,1354,0.06
14651,Led,Low,IT,1662,0.75
14652,Led,Medium,IT,12,0.76
14653,Designed,Medium,IT,1853,0.24
14654,Optimized,Medium,IT,1037,0.69
14655,Designed,High,IT,273,0.81
14656,Optimized,Medium,IT,1270,0.89
14657,Optimized,Low,IT,1457,0.89
14658,Automated,Low,IT,934,0.37
14659,Developed,High,IT,1287,0.69
14660,Developed,Medium,IT,221,0.73
14661,Architected,Low,IT,1070,0.78
14662,Optimized,Medium,IT,1085,0.55
14663,Implemented,Low,IT,484,0.72
14664,Automated,High,IT,1987,0.04
14665,Automated,Medium,IT,858,0.12
14666,Implemented,Medium,IT,981,0.28
14667,Implemented,Low,IT,59,0.49
14668,Implemented,Medium,IT,1444,0.54
14669,Implemented,Medium,IT,1021,0.46
14670,Optimized,Medium,IT,1181,0.04
14671,Optimized,Low,IT,1432,0.33
14672,Architected,High,IT,321,0.39
14673,Optimized,Medium,IT,1684,0.14
14674,Implemented,Low,IT,719,0.28
14675,Architected,Medium,IT,708,0.42
14676,Led,Low,IT,1567,0.53
14677,Implemented,High,IT,1324,0.33
14678,Architected,Low,IT,1249,0.55
14679,Automated,Low,IT,1644,0.69
14680,Automated,Medium,IT,187,0.93
14681,Led,High,IT,141,0.61
14682,Optimized,High,IT,1018,0.93
14683,Implemented,High,IT,1488,0.66
14684,Designed,High,IT,411,0.31
14685,Developed,Medium,IT,920,0.36
14686,Developed,Low,IT,1408,0.52
14687,Architected,High,IT,1124,0.83
14688,Implemented,High,IT,1853,0.57
14689,Architected,Medium,IT,1544,0.12
14690,Designed,High,IT,1446,0.9
14691,Designed,High,IT,1265,0.63
14692,Developed,Medium,IT,266,0.49
14693,Automated,Medium,IT,692,0.93
14694,Designed,Medium,IT,242,0.21
14695,Optimized,Medium,IT,1906,0.24
14696,Architected,Medium,IT,208,0.25
14697,Optimized,Medium,IT,1128,0.8
14698,Led,Medium,IT,399,0.37
14699,Developed,Low,IT,34,0.06
14700,Led,Medium,IT,724,0.23
14701,Developed,High,IT,1796,0.96
14702,Optimized,Low,IT,1480,0.34
14703,Implemented,Low,IT,1584,0.27
14704,Led,Medium,IT,1951,0.42
14705,Automated,High,IT,890,0.9
14706,Led,Medium,IT,1560,0.62
14707,Automated,High,IT,1431,0.93
14708,Developed,Low,IT,1339,0.65
14709,Optimized,High,IT,245,0.02
14710,Designed,Low,IT,1424,0.81
14711,Implemented,Low,IT,888,0.51
14712,Implemented,Medium,IT,794,0.12
14713,Optimized,Low,IT,901,0.57
14714,Optimized,Low,IT,1092,0.98
14715,Led,Medium,IT,1015,0.42
14716,Designed,Medium,IT,1210,0.13
14717,Automated,High,IT,137,0.33
14718,Developed,High,IT,991,0.41
14719,Led,Medium,IT,1272,0.4
14720,Implemented,Medium,IT,1541,0.99
14721,Architected,Medium,IT,1623,0.91
14722,Architected,Medium,IT,1274,0.18
14723,Architected,High,IT,623,0.24
14724,Architected,Low,IT,1021,0.1
14725,Optimized,High,IT,65,0.62
14726,Developed,Low,IT,665,0.46
14727,Led,Low,IT,1162,0.32
14728,Developed,Low,IT,444,0.5
14729,Architected,High,IT,1902,0.97
14730,Designed,Medium,IT,1603,0.51
14731,Automated,High,IT,682,0.09
14732,Automated,High,IT,1058,0.99
14733,Optimized,Medium,IT,453,0.67
14734,Implemented,Low,IT,1590,0.18
14735,Implemented,High,IT,1824,0.93
14736,Implemented,High,IT,1200,0.08
14737,Automated,Low,IT,301,0.81
14738,Designed,Low,IT,1697,0.79
14739,Automated,Low,IT,669,0.84
14740,Architected,Low,IT,928,0.98
14741,Automated,Low,IT,931,0.75
14742,Implemented,Low,IT,747,0.71
